po_id,supplier_id,product_id,warehouse_id,order_date,expected_arrival_date,actual_arrival_date,ordered_units,received_units,late_delivery_flag
PO-00002788,SUP-001,SKU-0013,WH-LYON,2025-07-20,2025-08-04,2025-07-25,872,872,0
PO-00002789,SUP-001,SKU-0013,WH-LYON,2025-08-06,2025-08-21,2025-08-24,872,790,1
PO-00002790,SUP-001,SKU-0013,WH-LYON,2025-08-17,2025-09-01,2025-09-01,872,824,0
PO-00002791,SUP-001,SKU-0013,WH-LYON,2025-09-03,2025-09-18,2025-09-12,872,835,0
PO-00002792,SUP-001,SKU-0013,WH-LYON,2025-09-16,2025-10-01,2025-10-15,872,750,1
PO-00002793,SUP-001,SKU-0013,WH-LYON,2025-09-28,2025-10-13,2025-10-16,872,752,1
PO-00002794,SUP-001,SKU-0013,WH-LYON,2025-10-23,2025-11-07,2025-11-07,872,692,0
PO-00002795,SUP-001,SKU-0013,WH-LYON,2025-11-02,2025-11-17,2025-11-21,872,769,1
PO-00002796,SUP-001,SKU-0013,WH-LYON,2025-11-14,2025-11-29,2025-11-26,872,831,0
PO-00002797,SUP-001,SKU-0013,WH-LYON,2025-12-01,2025-12-16,2025-12-17,872,849,1
PO-00002798,SUP-001,SKU-0013,WH-LYON,2025-12-11,2025-12-26,2026-01-04,872,861,1
PO-00002799,SUP-001,SKU-0013,WH-LYON,2025-12-26,2026-01-10,2026-01-18,872,850,1
PO-00002800,SUP-009,SKU-0014,WH-LIS,2024-01-17,2024-01-26,2024-01-25,2508,2453,0
PO-00002801,SUP-009,SKU-0014,WH-LIS,2024-02-06,2024-02-15,2024-02-15,2489,2489,0
PO-00002802,SUP-009,SKU-0014,WH-LIS,2024-02-28,2024-03-08,2024-03-07,2580,2490,0
PO-00002803,SUP-009,SKU-0014,WH-LIS,2024-03-19,2024-03-28,2024-03-27,2565,2565,0
PO-00002804,SUP-009,SKU-0014,WH-LIS,2024-04-07,2024-04-16,2024-04-17,2602,2584,1
PO-00002805,SUP-009,SKU-0014,WH-LIS,2024-04-27,2024-05-06,2024-05-06,2537,2492,0
PO-00002806,SUP-009,SKU-0014,WH-LIS,2024-05-16,2024-05-25,2024-05-24,2494,2447,0
PO-00002807,SUP-009,SKU-0014,WH-LIS,2024-06-03,2024-06-12,2024-06-11,2568,2536,0
PO-00002808,SUP-009,SKU-0014,WH-LIS,2024-06-22,2024-07-01,2024-07-01,2559,2544,0
PO-00002809,SUP-009,SKU-0014,WH-LIS,2024-07-11,2024-07-20,2024-07-21,2510,2404,1
PO-00002810,SUP-009,SKU-0014,WH-LIS,2024-07-28,2024-08-06,2024-08-05,2526,2526,0
PO-00002811,SUP-009,SKU-0014,WH-LIS,2024-08-16,2024-08-25,2024-08-26,2574,2574,1
PO-00002812,SUP-009,SKU-0014,WH-LIS,2024-09-04,2024-09-13,2024-09-12,2562,2553,0
PO-00002813,SUP-009,SKU-0014,WH-LIS,2024-09-25,2024-10-04,2024-10-07,2566,2533,1
PO-00002814,SUP-009,SKU-0014,WH-LIS,2024-10-14,2024-10-23,2024-10-22,2574,2520,0
PO-00002815,SUP-009,SKU-0014,WH-LIS,2024-11-02,2024-11-11,2024-11-11,2517,2492,0
PO-00002816,SUP-009,SKU-0014,WH-LIS,2024-11-22,2024-12-01,2024-12-02,2626,2546,1
PO-00002817,SUP-009,SKU-0014,WH-LIS,2024-12-08,2024-12-17,2024-12-18,2504,2465,1
PO-00002818,SUP-009,SKU-0014,WH-LIS,2024-12-23,2025-01-01,2025-01-03,2509,2433,1
PO-00002819,SUP-009,SKU-0014,WH-LIS,2025-01-11,2025-01-20,2025-01-21,2528,2528,1
PO-00002820,SUP-009,SKU-0014,WH-LIS,2025-02-04,2025-02-13,2025-02-12,2516,2483,0
PO-00002821,SUP-009,SKU-0014,WH-LIS,2025-02-25,2025-03-06,2025-03-05,2487,2487,0
PO-00002822,SUP-009,SKU-0014,WH-LIS,2025-03-19,2025-03-28,2025-03-27,2537,2516,0
PO-00002823,SUP-009,SKU-0014,WH-LIS,2025-04-07,2025-04-16,2025-04-16,2515,2504,0
PO-00002824,SUP-009,SKU-0014,WH-LIS,2025-04-26,2025-05-05,2025-05-05,2495,2437,0
PO-00002825,SUP-009,SKU-0014,WH-LIS,2025-05-15,2025-05-24,2025-05-25,2495,2495,1
PO-00002826,SUP-009,SKU-0014,WH-LIS,2025-06-05,2025-06-14,2025-06-14,2572,2528,0
PO-00002827,SUP-009,SKU-0014,WH-LIS,2025-06-23,2025-07-02,2025-07-02,2586,2559,0
PO-00002828,SUP-009,SKU-0014,WH-LIS,2025-07-11,2025-07-20,2025-07-21,2544,2497,1
PO-00002829,SUP-009,SKU-0014,WH-LIS,2025-07-28,2025-08-06,2025-08-06,2601,2557,0
PO-00002830,SUP-009,SKU-0014,WH-LIS,2025-08-16,2025-08-25,2025-08-24,2524,2510,0
PO-00002831,SUP-009,SKU-0014,WH-LIS,2025-09-04,2025-09-13,2025-09-14,2536,2448,1
PO-00002832,SUP-009,SKU-0014,WH-LIS,2025-09-24,2025-10-03,2025-10-04,2584,2584,1
PO-00002833,SUP-009,SKU-0014,WH-LIS,2025-10-14,2025-10-23,2025-10-22,2528,2390,0
PO-00002834,SUP-009,SKU-0014,WH-LIS,2025-10-30,2025-11-08,2025-11-09,2553,2502,1
PO-00002835,SUP-009,SKU-0014,WH-LIS,2025-11-17,2025-11-26,2025-11-27,2584,2475,1
PO-00002836,SUP-009,SKU-0014,WH-LIS,2025-12-05,2025-12-14,2025-12-14,2568,2529,0
PO-00002837,SUP-009,SKU-0014,WH-LIS,2025-12-22,2025-12-31,2025-12-30,2477,2458,0
PO-00002838,SUP-009,SKU-0014,WH-PORTO,2024-01-14,2024-01-23,2024-01-23,1902,1902,0
PO-00002839,SUP-009,SKU-0014,WH-PORTO,2024-02-02,2024-02-11,2024-02-09,1834,1768,0
PO-00002840,SUP-009,SKU-0014,WH-PORTO,2024-02-22,2024-03-02,2024-03-01,1822,1790,0
PO-00002841,SUP-009,SKU-0014,WH-PORTO,2024-03-12,2024-03-21,2024-03-22,1857,1798,1
PO-00002842,SUP-009,SKU-0014,WH-PORTO,2024-04-01,2024-04-10,2024-04-10,1858,1831,0
PO-00002843,SUP-009,SKU-0014,WH-PORTO,2024-04-18,2024-04-27,2024-04-27,1844,1809,0
PO-00002844,SUP-009,SKU-0014,WH-PORTO,2024-05-08,2024-05-17,2024-05-17,1888,1860,0
PO-00002845,SUP-009,SKU-0014,WH-PORTO,2024-05-25,2024-06-03,2024-06-03,1906,1897,0
PO-00002846,SUP-009,SKU-0014,WH-PORTO,2024-06-11,2024-06-20,2024-06-20,1871,1864,0
PO-00002847,SUP-009,SKU-0014,WH-PORTO,2024-06-28,2024-07-07,2024-07-07,1880,1849,0
PO-00002848,SUP-009,SKU-0014,WH-PORTO,2024-07-14,2024-07-23,2024-07-24,1811,1743,1
PO-00002849,SUP-009,SKU-0014,WH-PORTO,2024-07-29,2024-08-07,2024-08-09,1894,1884,1
PO-00002850,SUP-009,SKU-0014,WH-PORTO,2024-08-18,2024-08-27,2024-08-27,1914,1871,0
PO-00002851,SUP-009,SKU-0014,WH-PORTO,2024-09-04,2024-09-13,2024-09-13,1838,1794,0
PO-00002852,SUP-009,SKU-0014,WH-PORTO,2024-09-22,2024-10-01,2024-10-01,1908,1886,0
PO-00002853,SUP-009,SKU-0014,WH-PORTO,2024-10-10,2024-10-19,2024-10-20,1974,1947,1
PO-00002854,SUP-009,SKU-0014,WH-PORTO,2024-10-29,2024-11-07,2024-11-07,1855,1828,0
PO-00002855,SUP-009,SKU-0014,WH-PORTO,2024-11-15,2024-11-24,2024-11-25,1895,1844,1
PO-00002856,SUP-009,SKU-0014,WH-PORTO,2024-12-02,2024-12-11,2024-12-12,1856,1834,1
PO-00002857,SUP-009,SKU-0014,WH-PORTO,2024-12-19,2024-12-28,2024-12-27,1830,1777,0
PO-00002858,SUP-009,SKU-0014,WH-PORTO,2025-01-04,2025-01-13,2025-01-13,1873,1850,0
PO-00002859,SUP-009,SKU-0014,WH-PORTO,2025-01-26,2025-02-04,2025-02-03,1841,1830,0
PO-00002860,SUP-009,SKU-0014,WH-PORTO,2025-02-14,2025-02-23,2025-02-25,1850,1803,1
PO-00002861,SUP-009,SKU-0014,WH-PORTO,2025-03-05,2025-03-14,2025-03-15,1895,1865,1
PO-00002862,SUP-009,SKU-0014,WH-PORTO,2025-03-25,2025-04-03,2025-04-02,1889,1884,0
PO-00002863,SUP-009,SKU-0014,WH-PORTO,2025-04-11,2025-04-20,2025-04-20,1824,1818,0
PO-00002864,SUP-009,SKU-0014,WH-PORTO,2025-04-29,2025-05-08,2025-05-09,1837,1767,1
PO-00002865,SUP-009,SKU-0014,WH-PORTO,2025-05-15,2025-05-24,2025-05-24,1898,1868,0
PO-00002866,SUP-009,SKU-0014,WH-PORTO,2025-06-03,2025-06-12,2025-06-12,1890,1886,0
PO-00002867,SUP-009,SKU-0014,WH-PORTO,2025-06-20,2025-06-29,2025-06-29,1932,1916,0
PO-00002868,SUP-009,SKU-0014,WH-PORTO,2025-07-07,2025-07-16,2025-07-16,1881,1823,0
PO-00002869,SUP-009,SKU-0014,WH-PORTO,2025-07-25,2025-08-03,2025-08-05,1893,1814,1
PO-00002870,SUP-009,SKU-0014,WH-PORTO,2025-08-10,2025-08-19,2025-08-20,1816,1767,1
PO-00002871,SUP-009,SKU-0014,WH-PORTO,2025-08-26,2025-09-04,2025-09-04,1838,1831,0
PO-00002872,SUP-009,SKU-0014,WH-PORTO,2025-09-13,2025-09-22,2025-09-21,1818,1800,0
PO-00002873,SUP-009,SKU-0014,WH-PORTO,2025-10-01,2025-10-10,2025-10-11,1913,1895,1
PO-00002874,SUP-009,SKU-0014,WH-PORTO,2025-10-20,2025-10-29,2025-10-27,1853,1821,0
PO-00002875,SUP-009,SKU-0014,WH-PORTO,2025-11-06,2025-11-15,2025-11-15,1835,1800,0
PO-00002876,SUP-009,SKU-0014,WH-PORTO,2025-11-22,2025-12-01,2025-12-04,1872,1829,1
PO-00002877,SUP-009,SKU-0014,WH-PORTO,2025-12-10,2025-12-19,2025-12-21,1970,1938,1
PO-00002878,SUP-009,SKU-0014,WH-PORTO,2025-12-27,2026-01-05,2026-01-05,1856,1822,0
PO-00002879,SUP-009,SKU-0014,WH-MAD,2024-01-14,2024-01-23,2024-01-22,1960,1960,0
PO-00002880,SUP-009,SKU-0014,WH-MAD,2024-02-01,2024-02-10,2024-02-11,1923,1878,1
PO-00002881,SUP-009,SKU-0014,WH-MAD,2024-02-21,2024-03-01,2024-03-01,1990,1990,0
PO-00002882,SUP-009,SKU-0014,WH-MAD,2024-03-09,2024-03-18,2024-03-19,1944,1930,1
PO-00002883,SUP-009,SKU-0014,WH-MAD,2024-03-27,2024-04-05,2024-04-05,1970,1920,0
PO-00002884,SUP-009,SKU-0014,WH-MAD,2024-04-12,2024-04-21,2024-04-22,1930,1908,1
PO-00002885,SUP-009,SKU-0014,WH-MAD,2024-04-27,2024-05-06,2024-05-05,1939,1939,0
PO-00002886,SUP-009,SKU-0014,WH-MAD,2024-05-14,2024-05-23,2024-05-24,1950,1950,1
PO-00002887,SUP-009,SKU-0014,WH-MAD,2024-06-02,2024-06-11,2024-06-12,1974,1940,1
PO-00002888,SUP-009,SKU-0014,WH-MAD,2024-06-19,2024-06-28,2024-06-26,1947,1912,0
PO-00002889,SUP-009,SKU-0014,WH-MAD,2024-07-06,2024-07-15,2024-07-14,1907,1907,0
PO-00002890,SUP-009,SKU-0014,WH-MAD,2024-07-22,2024-07-31,2024-07-31,1948,1914,0
PO-00002891,SUP-009,SKU-0014,WH-MAD,2024-08-08,2024-08-17,2024-08-17,1923,1883,0
PO-00002892,SUP-009,SKU-0014,WH-MAD,2024-08-22,2024-08-31,2024-08-30,1921,1879,0
PO-00002893,SUP-009,SKU-0014,WH-MAD,2024-09-07,2024-09-16,2024-09-16,1873,1838,0
PO-00002894,SUP-009,SKU-0014,WH-MAD,2024-09-23,2024-10-02,2024-10-03,1939,1902,1
PO-00002895,SUP-009,SKU-0014,WH-MAD,2024-10-09,2024-10-18,2024-10-17,1917,1900,0
PO-00002896,SUP-009,SKU-0014,WH-MAD,2024-10-26,2024-11-04,2024-11-04,1879,1850,0
PO-00002897,SUP-009,SKU-0014,WH-MAD,2024-11-13,2024-11-22,2024-11-22,2045,2024,0
PO-00002898,SUP-009,SKU-0014,WH-MAD,2024-12-01,2024-12-10,2024-12-09,1997,1952,0
PO-00002899,SUP-009,SKU-0014,WH-MAD,2024-12-14,2024-12-23,2024-12-24,1972,1972,1
PO-00002900,SUP-009,SKU-0014,WH-MAD,2024-12-30,2025-01-08,2025-01-08,1994,1969,0
PO-00002901,SUP-009,SKU-0014,WH-MAD,2025-01-18,2025-01-27,2025-01-27,1931,1866,0
PO-00002902,SUP-009,SKU-0014,WH-MAD,2025-02-04,2025-02-13,2025-02-13,1917,1873,0
PO-00002903,SUP-009,SKU-0014,WH-MAD,2025-02-24,2025-03-05,2025-03-03,1891,1859,0
PO-00002904,SUP-009,SKU-0014,WH-MAD,2025-03-12,2025-03-21,2025-03-21,1925,1889,0
PO-00002905,SUP-009,SKU-0014,WH-MAD,2025-03-30,2025-04-08,2025-04-07,1957,1910,0
PO-00002906,SUP-009,SKU-0014,WH-MAD,2025-04-17,2025-04-26,2025-04-27,1927,1867,1
PO-00002907,SUP-009,SKU-0014,WH-MAD,2025-05-05,2025-05-14,2025-05-16,2011,2011,1
PO-00002908,SUP-009,SKU-0014,WH-MAD,2025-05-23,2025-06-01,2025-05-30,1976,1948,0
PO-00002909,SUP-009,SKU-0014,WH-MAD,2025-06-09,2025-06-18,2025-06-18,1903,1902,0
PO-00002910,SUP-009,SKU-0014,WH-MAD,2025-06-24,2025-07-03,2025-07-02,1945,1929,0
PO-00002911,SUP-009,SKU-0014,WH-MAD,2025-07-09,2025-07-18,2025-07-19,1874,1818,1
PO-00002912,SUP-009,SKU-0014,WH-MAD,2025-07-24,2025-08-02,2025-08-01,1938,1938,0
PO-00002913,SUP-009,SKU-0014,WH-MAD,2025-08-08,2025-08-17,2025-08-16,1982,1939,0
PO-00002914,SUP-009,SKU-0014,WH-MAD,2025-08-22,2025-08-31,2025-08-30,1912,1840,0
PO-00002915,SUP-009,SKU-0014,WH-MAD,2025-09-06,2025-09-15,2025-09-16,1989,1948,1
PO-00002916,SUP-009,SKU-0014,WH-MAD,2025-09-24,2025-10-03,2025-10-04,2000,1950,1
PO-00002917,SUP-009,SKU-0014,WH-MAD,2025-10-10,2025-10-19,2025-10-18,1975,1888,0
PO-00002918,SUP-009,SKU-0014,WH-MAD,2025-10-27,2025-11-05,2025-11-05,1952,1879,0
PO-00002919,SUP-009,SKU-0014,WH-MAD,2025-11-12,2025-11-21,2025-11-21,1911,1909,0
PO-00002920,SUP-009,SKU-0014,WH-MAD,2025-11-28,2025-12-07,2025-12-08,1918,1864,1
PO-00002921,SUP-009,SKU-0014,WH-MAD,2025-12-12,2025-12-21,2025-12-19,1871,1871,0
PO-00002922,SUP-009,SKU-0014,WH-MAD,2025-12-26,2026-01-04,2026-01-04,1960,1885,0
PO-00002923,SUP-009,SKU-0014,WH-LYON,2024-01-13,2024-01-22,2024-01-22,1378,1378,0
PO-00002924,SUP-009,SKU-0014,WH-LYON,2024-02-01,2024-02-10,2024-02-11,1385,1348,1
PO-00002925,SUP-009,SKU-0014,WH-LYON,2024-02-18,2024-02-27,2024-02-25,1387,1387,0
PO-00002926,SUP-009,SKU-0014,WH-LYON,2024-03-04,2024-03-13,2024-03-14,1380,1366,1
PO-00002927,SUP-009,SKU-0014,WH-LYON,2024-03-20,2024-03-29,2024-03-29,1384,1356,0
PO-00002928,SUP-009,SKU-0014,WH-LYON,2024-04-04,2024-04-13,2024-04-12,1406,1376,0
PO-00002929,SUP-009,SKU-0014,WH-LYON,2024-04-19,2024-04-28,2024-04-28,1419,1376,0
PO-00002930,SUP-009,SKU-0014,WH-LYON,2024-05-06,2024-05-15,2024-05-13,1410,1352,0
PO-00002931,SUP-009,SKU-0014,WH-LYON,2024-05-21,2024-05-30,2024-05-31,1430,1396,1
PO-00002932,SUP-009,SKU-0014,WH-LYON,2024-06-06,2024-06-15,2024-06-15,1412,1395,0
PO-00002933,SUP-009,SKU-0014,WH-LYON,2024-06-20,2024-06-29,2024-06-29,1407,1392,0
PO-00002934,SUP-009,SKU-0014,WH-LYON,2024-07-03,2024-07-12,2024-07-13,1426,1426,1
PO-00002935,SUP-009,SKU-0014,WH-LYON,2024-07-19,2024-07-28,2024-07-28,1427,1367,0
PO-00002936,SUP-009,SKU-0014,WH-LYON,2024-08-02,2024-08-11,2024-08-10,1413,1371,0
PO-00002937,SUP-009,SKU-0014,WH-LYON,2024-08-17,2024-08-26,2024-08-26,1377,1355,0
PO-00002938,SUP-009,SKU-0014,WH-LYON,2024-08-31,2024-09-09,2024-09-08,1431,1400,0
PO-00002939,SUP-009,SKU-0014,WH-LYON,2024-09-15,2024-09-24,2024-09-24,1387,1378,0
PO-00002940,SUP-009,SKU-0014,WH-LYON,2024-10-01,2024-10-10,2024-10-11,1403,1386,1
PO-00002941,SUP-009,SKU-0014,WH-LYON,2024-10-18,2024-10-27,2024-10-27,1418,1387,0
PO-00002942,SUP-009,SKU-0014,WH-LYON,2024-11-03,2024-11-12,2024-11-13,1380,1324,1
PO-00002943,SUP-009,SKU-0014,WH-LYON,2024-11-19,2024-11-28,2024-11-28,1402,1385,0
PO-00002944,SUP-009,SKU-0014,WH-LYON,2024-12-04,2024-12-13,2024-12-15,1442,1437,1
PO-00002945,SUP-009,SKU-0014,WH-LYON,2024-12-22,2024-12-31,2024-12-31,1415,1389,0
PO-00002946,SUP-009,SKU-0014,WH-LYON,2025-01-06,2025-01-15,2025-01-15,1413,1394,0
PO-00002947,SUP-009,SKU-0014,WH-LYON,2025-01-23,2025-02-01,2025-01-31,1380,1344,0
PO-00002948,SUP-009,SKU-0014,WH-LYON,2025-02-11,2025-02-20,2025-02-18,1403,1366,0
PO-00002949,SUP-009,SKU-0014,WH-LYON,2025-02-28,2025-03-09,2025-03-09,1449,1437,0
PO-00002950,SUP-009,SKU-0014,WH-LYON,2025-03-17,2025-03-26,2025-03-25,1380,1344,0
PO-00002951,SUP-009,SKU-0014,WH-LYON,2025-04-01,2025-04-10,2025-04-10,1448,1427,0
PO-00002952,SUP-009,SKU-0014,WH-LYON,2025-04-17,2025-04-26,2025-04-26,1429,1405,0
PO-00002953,SUP-009,SKU-0014,WH-LYON,2025-05-02,2025-05-11,2025-05-11,1406,1389,0
PO-00002954,SUP-009,SKU-0014,WH-LYON,2025-05-18,2025-05-27,2025-05-28,1384,1344,1
PO-00002955,SUP-009,SKU-0014,WH-LYON,2025-06-05,2025-06-14,2025-06-14,1430,1403,0
PO-00002956,SUP-009,SKU-0014,WH-LYON,2025-06-21,2025-06-30,2025-07-01,1494,1475,1
PO-00002957,SUP-009,SKU-0014,WH-LYON,2025-07-07,2025-07-16,2025-07-16,1429,1396,0
PO-00002958,SUP-009,SKU-0014,WH-LYON,2025-07-21,2025-07-30,2025-07-29,1395,1375,0
PO-00002959,SUP-009,SKU-0014,WH-LYON,2025-08-08,2025-08-17,2025-08-16,1402,1368,0
PO-00002960,SUP-009,SKU-0014,WH-LYON,2025-08-22,2025-08-31,2025-08-30,1372,1344,0
PO-00002961,SUP-009,SKU-0014,WH-LYON,2025-09-07,2025-09-16,2025-09-16,1458,1401,0
PO-00002962,SUP-009,SKU-0014,WH-LYON,2025-09-22,2025-10-01,2025-10-01,1374,1358,0
PO-00002963,SUP-009,SKU-0014,WH-LYON,2025-10-09,2025-10-18,2025-10-20,1413,1407,1
PO-00002964,SUP-009,SKU-0014,WH-LYON,2025-10-25,2025-11-03,2025-11-02,1372,1367,0
PO-00002965,SUP-009,SKU-0014,WH-LYON,2025-11-09,2025-11-18,2025-11-17,1442,1432,0
PO-00002966,SUP-009,SKU-0014,WH-LYON,2025-11-25,2025-12-04,2025-12-04,1426,1382,0
PO-00002967,SUP-009,SKU-0014,WH-LYON,2025-12-08,2025-12-17,2025-12-17,1382,1374,0
PO-00002968,SUP-009,SKU-0014,WH-LYON,2025-12-22,2025-12-31,2025-12-29,1402,1402,0
PO-00002969,SUP-012,SKU-0015,WH-LIS,2024-01-20,2024-01-27,2024-01-28,2069,1982,1
PO-00002970,SUP-012,SKU-0015,WH-LIS,2024-02-08,2024-02-15,2024-02-12,2141,2064,0
PO-00002971,SUP-012,SKU-0015,WH-LIS,2024-02-29,2024-03-07,2024-03-08,2062,2062,1
PO-00002972,SUP-012,SKU-0015,WH-LIS,2024-03-25,2024-04-01,2024-04-04,2171,2127,1
PO-00002973,SUP-012,SKU-0015,WH-LIS,2024-04-15,2024-04-22,2024-04-19,2126,2090,0
PO-00002974,SUP-012,SKU-0015,WH-LIS,2024-05-03,2024-05-10,2024-05-12,2065,2065,1
PO-00002975,SUP-012,SKU-0015,WH-LIS,2024-05-23,2024-05-30,2024-05-30,2145,2099,0
PO-00002976,SUP-012,SKU-0015,WH-LIS,2024-06-12,2024-06-19,2024-06-20,2097,2043,1
PO-00002977,SUP-012,SKU-0015,WH-LIS,2024-06-30,2024-07-07,2024-07-08,2107,2107,1
PO-00002978,SUP-012,SKU-0015,WH-LIS,2024-07-18,2024-07-25,2024-07-25,2060,2060,0
PO-00002979,SUP-012,SKU-0015,WH-LIS,2024-08-07,2024-08-14,2024-08-13,2149,2148,0
PO-00002980,SUP-012,SKU-0015,WH-LIS,2024-08-24,2024-08-31,2024-08-31,2254,2211,0
PO-00002981,SUP-012,SKU-0015,WH-LIS,2024-09-10,2024-09-17,2024-09-18,2131,2097,1
PO-00002982,SUP-012,SKU-0015,WH-LIS,2024-10-02,2024-10-09,2024-10-15,2111,2064,1
PO-00002983,SUP-012,SKU-0015,WH-LIS,2024-10-25,2024-11-01,2024-10-29,2102,2023,0
PO-00002984,SUP-012,SKU-0015,WH-LIS,2024-11-12,2024-11-19,2024-11-20,2125,2072,1
PO-00002985,SUP-012,SKU-0015,WH-LIS,2024-11-28,2024-12-05,2024-12-05,2059,2012,0
PO-00002986,SUP-012,SKU-0015,WH-LIS,2024-12-15,2024-12-22,2024-12-22,2126,2069,0
PO-00002987,SUP-012,SKU-0015,WH-LIS,2025-01-02,2025-01-09,2025-01-08,2175,2136,0
PO-00002988,SUP-012,SKU-0015,WH-LIS,2025-01-24,2025-01-31,2025-02-03,2069,2048,1
PO-00002989,SUP-012,SKU-0015,WH-LIS,2025-02-14,2025-02-21,2025-02-24,2131,2122,1
PO-00002990,SUP-012,SKU-0015,WH-LIS,2025-03-08,2025-03-15,2025-03-17,2063,2050,1
PO-00002991,SUP-012,SKU-0015,WH-LIS,2025-04-01,2025-04-08,2025-04-10,2148,2136,1
PO-00002992,SUP-012,SKU-0015,WH-LIS,2025-04-23,2025-04-30,2025-05-02,2129,2041,1
PO-00002993,SUP-012,SKU-0015,WH-LIS,2025-05-17,2025-05-24,2025-05-25,2135,2116,1
PO-00002994,SUP-012,SKU-0015,WH-LIS,2025-06-05,2025-06-12,2025-06-13,2087,2008,1
PO-00002995,SUP-012,SKU-0015,WH-LIS,2025-06-22,2025-06-29,2025-06-30,2063,2042,1
PO-00002996,SUP-012,SKU-0015,WH-LIS,2025-07-09,2025-07-16,2025-07-17,2197,2182,1
PO-00002997,SUP-012,SKU-0015,WH-LIS,2025-07-31,2025-08-07,2025-08-13,2093,2035,1
PO-00002998,SUP-012,SKU-0015,WH-LIS,2025-08-23,2025-08-30,2025-08-28,2136,2127,0
PO-00002999,SUP-012,SKU-0015,WH-LIS,2025-09-12,2025-09-19,2025-09-19,2115,2073,0
PO-00003000,SUP-012,SKU-0015,WH-LIS,2025-10-02,2025-10-09,2025-10-08,2068,1975,0
PO-00003001,SUP-012,SKU-0015,WH-LIS,2025-10-21,2025-10-28,2025-10-26,2061,2018,0
PO-00003002,SUP-012,SKU-0015,WH-LIS,2025-11-07,2025-11-14,2025-11-13,2096,2094,0
PO-00003003,SUP-012,SKU-0015,WH-LIS,2025-11-25,2025-12-02,2025-11-30,2094,2075,0
PO-00003004,SUP-012,SKU-0015,WH-LIS,2025-12-13,2025-12-20,2025-12-19,2071,1993,0
PO-00003005,SUP-012,SKU-0015,WH-LIS,2025-12-27,2026-01-03,2026-01-02,2080,2061,0
PO-00003006,SUP-012,SKU-0015,WH-PORTO,2024-01-17,2024-01-24,2024-01-26,1723,1693,1
PO-00003007,SUP-012,SKU-0015,WH-PORTO,2024-02-08,2024-02-15,2024-02-18,1699,1691,1
PO-00003008,SUP-012,SKU-0015,WH-PORTO,2024-02-29,2024-03-07,2024-03-09,1674,1653,1
PO-00003009,SUP-012,SKU-0015,WH-PORTO,2024-03-18,2024-03-25,2024-03-24,1686,1646,0
PO-00003010,SUP-012,SKU-0015,WH-PORTO,2024-04-04,2024-04-11,2024-04-08,1688,1665,0
PO-00003011,SUP-012,SKU-0015,WH-PORTO,2024-04-24,2024-05-01,2024-04-29,1752,1693,0
PO-00003012,SUP-012,SKU-0015,WH-PORTO,2024-05-11,2024-05-18,2024-05-16,1707,1676,0
PO-00003013,SUP-012,SKU-0015,WH-PORTO,2024-05-31,2024-06-07,2024-06-07,1711,1688,0
PO-00003014,SUP-012,SKU-0015,WH-PORTO,2024-06-17,2024-06-24,2024-06-24,1675,1663,0
PO-00003015,SUP-012,SKU-0015,WH-PORTO,2024-07-03,2024-07-10,2024-07-11,1691,1691,1
PO-00003016,SUP-012,SKU-0015,WH-PORTO,2024-07-19,2024-07-26,2024-07-27,1675,1644,1
PO-00003017,SUP-012,SKU-0015,WH-PORTO,2024-08-04,2024-08-11,2024-08-10,1652,1633,0
PO-00003018,SUP-012,SKU-0015,WH-PORTO,2024-08-19,2024-08-26,2024-08-25,1694,1694,0
PO-00003019,SUP-012,SKU-0015,WH-PORTO,2024-09-04,2024-09-11,2024-09-11,1659,1639,0
PO-00003020,SUP-012,SKU-0015,WH-PORTO,2024-09-24,2024-10-01,2024-10-02,1669,1655,1
PO-00003021,SUP-012,SKU-0015,WH-PORTO,2024-10-16,2024-10-23,2024-10-23,1685,1685,0
PO-00003022,SUP-012,SKU-0015,WH-PORTO,2024-11-03,2024-11-10,2024-11-08,1712,1676,0
PO-00003023,SUP-012,SKU-0015,WH-PORTO,2024-11-19,2024-11-26,2024-11-30,1738,1731,1
PO-00003024,SUP-012,SKU-0015,WH-PORTO,2024-12-09,2024-12-16,2024-12-15,1760,1719,0
PO-00003025,SUP-012,SKU-0015,WH-PORTO,2024-12-28,2025-01-04,2025-01-04,1663,1643,0
PO-00003026,SUP-012,SKU-0015,WH-PORTO,2025-01-16,2025-01-23,2025-01-22,1698,1690,0
PO-00003027,SUP-012,SKU-0015,WH-PORTO,2025-02-05,2025-02-12,2025-02-13,1675,1675,1
PO-00003028,SUP-012,SKU-0015,WH-PORTO,2025-02-26,2025-03-05,2025-03-04,1711,1711,0
PO-00003029,SUP-012,SKU-0015,WH-PORTO,2025-03-15,2025-03-22,2025-03-21,1685,1644,0
PO-00003030,SUP-012,SKU-0015,WH-PORTO,2025-04-03,2025-04-10,2025-04-11,1690,1681,1
PO-00003031,SUP-012,SKU-0015,WH-PORTO,2025-04-24,2025-05-01,2025-04-30,1675,1675,0
PO-00003032,SUP-012,SKU-0015,WH-PORTO,2025-05-12,2025-05-19,2025-05-20,1661,1637,1
PO-00003033,SUP-012,SKU-0015,WH-PORTO,2025-05-30,2025-06-06,2025-06-07,1680,1636,1
PO-00003034,SUP-012,SKU-0015,WH-PORTO,2025-06-18,2025-06-25,2025-06-23,1735,1693,0
PO-00003035,SUP-012,SKU-0015,WH-PORTO,2025-07-06,2025-07-13,2025-07-11,1735,1688,0
