order_id,order_date,expected_delivery_date,product_id,supplier_id,warehouse_id,ordered_qty,unit_cost,expected_lead_time_days,realized_lead_time_days,received_qty,received_date,po_value
PO-0000585,2024-01-12,2024-01-16,SKU-005,SUP-06,WH-PORTO,1629,8.0,8,4,1629,2024-01-16,13032.0
PO-0000586,2024-02-07,2024-02-18,SKU-005,SUP-06,WH-PORTO,1620,8.0,8,11,1620,2024-02-18,12960.0
PO-0000587,2024-03-05,2024-03-12,SKU-005,SUP-06,WH-PORTO,1683,8.0,8,7,1683,2024-03-12,13464.0
PO-0000588,2024-03-31,2024-04-13,SKU-005,SUP-06,WH-PORTO,1654,8.0,8,13,1654,2024-04-13,13232.0
PO-0000589,2024-04-24,2024-05-03,SKU-005,SUP-06,WH-PORTO,1622,8.0,8,9,1622,2024-05-03,12976.0
PO-0000590,2024-05-18,2024-05-29,SKU-005,SUP-06,WH-PORTO,1622,8.0,8,11,1622,2024-05-29,12976.0
PO-0000591,2024-06-10,2024-06-19,SKU-005,SUP-06,WH-PORTO,1641,8.0,8,9,1641,2024-06-19,13128.0
PO-0000592,2024-07-03,2024-07-09,SKU-005,SUP-06,WH-PORTO,1629,8.0,8,6,1629,2024-07-09,13032.0
PO-0000593,2024-07-25,2024-08-01,SKU-005,SUP-06,WH-PORTO,1635,8.0,8,7,1635,2024-08-01,13080.0
PO-0000594,2024-08-16,2024-08-22,SKU-005,SUP-06,WH-PORTO,1630,8.0,8,6,1630,2024-08-22,13040.0
PO-0000595,2024-09-11,2024-09-18,SKU-005,SUP-06,WH-PORTO,1639,8.0,8,7,1639,2024-09-18,13112.0
PO-0000596,2024-10-07,2024-10-16,SKU-005,SUP-06,WH-PORTO,1652,8.0,8,9,1652,2024-10-16,13216.0
PO-0000597,2024-11-02,2024-11-09,SKU-005,SUP-06,WH-PORTO,1651,8.0,8,7,1651,2024-11-09,13208.0
PO-0000598,2024-11-26,2024-12-02,SKU-005,SUP-06,WH-PORTO,1637,8.0,8,6,1637,2024-12-02,13096.0
PO-0000599,2024-12-21,2024-12-23,SKU-005,SUP-06,WH-PORTO,1673,8.0,8,2,1673,2024-12-23,13384.0
PO-0000600,2025-01-15,2025-01-25,SKU-005,SUP-06,WH-PORTO,1636,8.0,8,10,1636,2025-01-25,13088.0
PO-0000601,2025-02-11,2025-02-22,SKU-005,SUP-06,WH-PORTO,1641,8.0,8,11,1641,2025-02-22,13128.0
PO-0000602,2025-03-11,2025-03-19,SKU-005,SUP-06,WH-PORTO,1662,8.0,8,8,1662,2025-03-19,13296.0
PO-0000603,2025-04-07,2025-04-17,SKU-005,SUP-06,WH-PORTO,1675,8.0,8,10,1675,2025-04-17,13400.0
PO-0000604,2025-05-05,2025-05-11,SKU-005,SUP-06,WH-PORTO,1627,8.0,8,6,1627,2025-05-11,13016.0
PO-0000605,2025-06-01,2025-06-07,SKU-005,SUP-06,WH-PORTO,1645,8.0,8,6,1645,2025-06-07,13160.0
PO-0000606,2025-06-25,2025-07-05,SKU-005,SUP-06,WH-PORTO,1632,8.0,8,10,1632,2025-07-05,13056.0
PO-0000607,2025-07-19,2025-07-23,SKU-005,SUP-06,WH-PORTO,1625,8.0,8,4,1625,2025-07-23,13000.0
PO-0000608,2025-08-13,2025-08-22,SKU-005,SUP-06,WH-PORTO,1658,8.0,8,9,1658,2025-08-22,13264.0
PO-0000609,2025-09-04,2025-09-11,SKU-005,SUP-06,WH-PORTO,1638,8.0,8,7,1638,2025-09-11,13104.0
PO-0000610,2025-09-28,2025-10-03,SKU-005,SUP-06,WH-PORTO,1657,8.0,8,5,1657,2025-10-03,13256.0
PO-0000611,2025-10-21,2025-10-31,SKU-005,SUP-06,WH-PORTO,1654,8.0,8,10,1654,2025-10-31,13232.0
PO-0000612,2025-11-14,2025-11-18,SKU-005,SUP-06,WH-PORTO,1670,8.0,8,4,1670,2025-11-18,13360.0
PO-0000613,2025-12-07,2025-12-12,SKU-005,SUP-06,WH-PORTO,1620,8.0,8,5,1620,2025-12-12,12960.0
PO-0000614,2025-12-30,2026-01-10,SKU-005,SUP-06,WH-PORTO,1654,8.0,8,11,1654,2026-01-10,13232.0
PO-0000615,2024-01-16,2024-01-22,SKU-005,SUP-06,WH-MAD,1239,8.0,8,6,1239,2024-01-22,9912.0
PO-0000616,2024-02-07,2024-02-15,SKU-005,SUP-06,WH-MAD,1262,8.0,8,8,1262,2024-02-15,10096.0
PO-0000617,2024-02-28,2024-03-06,SKU-005,SUP-06,WH-MAD,1227,8.0,8,7,1227,2024-03-06,9816.0
PO-0000618,2024-03-21,2024-03-27,SKU-005,SUP-06,WH-MAD,1239,8.0,8,6,1239,2024-03-27,9912.0
PO-0000619,2024-04-10,2024-04-19,SKU-005,SUP-06,WH-MAD,1251,8.0,8,9,1251,2024-04-19,10008.0
PO-0000620,2024-05-03,2024-05-13,SKU-005,SUP-06,WH-MAD,1256,8.0,8,10,1256,2024-05-13,10048.0
PO-0000621,2024-05-24,2024-05-30,SKU-005,SUP-06,WH-MAD,1223,8.0,8,6,1223,2024-05-30,9784.0
PO-0000622,2024-06-14,2024-06-21,SKU-005,SUP-06,WH-MAD,1256,8.0,8,7,1256,2024-06-21,10048.0
PO-0000623,2024-07-03,2024-07-05,SKU-005,SUP-06,WH-MAD,1231,8.0,8,2,1231,2024-07-05,9848.0
PO-0000624,2024-07-23,2024-07-29,SKU-005,SUP-06,WH-MAD,1234,8.0,8,6,1234,2024-07-29,9872.0
PO-0000625,2024-08-11,2024-08-23,SKU-005,SUP-06,WH-MAD,1233,8.0,8,12,1233,2024-08-23,9864.0
PO-0000626,2024-08-31,2024-09-11,SKU-005,SUP-06,WH-MAD,1249,8.0,8,11,1249,2024-09-11,9992.0
PO-0000627,2024-09-22,2024-09-29,SKU-005,SUP-06,WH-MAD,1232,8.0,8,7,1232,2024-09-29,9856.0
PO-0000628,2024-10-14,2024-10-26,SKU-005,SUP-06,WH-MAD,1267,8.0,8,12,1267,2024-10-26,10136.0
PO-0000629,2024-11-04,2024-11-08,SKU-005,SUP-06,WH-MAD,1216,8.0,8,4,1216,2024-11-08,9728.0
PO-0000630,2024-11-24,2024-11-29,SKU-005,SUP-06,WH-MAD,1293,8.0,8,5,1293,2024-11-29,10344.0
PO-0000631,2024-12-14,2024-12-18,SKU-005,SUP-06,WH-MAD,1232,8.0,8,4,1232,2024-12-18,9856.0
PO-0000632,2025-01-03,2025-01-12,SKU-005,SUP-06,WH-MAD,1252,8.0,8,9,1252,2025-01-12,10016.0
PO-0000633,2025-01-25,2025-02-03,SKU-005,SUP-06,WH-MAD,1244,8.0,8,9,1244,2025-02-03,9952.0
PO-0000634,2025-02-16,2025-02-22,SKU-005,SUP-06,WH-MAD,1251,8.0,8,6,1251,2025-02-22,10008.0
PO-0000635,2025-03-11,2025-03-20,SKU-005,SUP-06,WH-MAD,1268,8.0,8,9,1268,2025-03-20,10144.0
PO-0000636,2025-04-01,2025-04-05,SKU-005,SUP-06,WH-MAD,1253,8.0,8,4,1253,2025-04-05,10024.0
PO-0000637,2025-04-21,2025-05-01,SKU-005,SUP-06,WH-MAD,1229,8.0,8,10,1229,2025-05-01,9832.0
PO-0000638,2025-05-14,2025-05-22,SKU-005,SUP-06,WH-MAD,1230,8.0,8,8,1230,2025-05-22,9840.0
PO-0000639,2025-06-06,2025-06-16,SKU-005,SUP-06,WH-MAD,1275,8.0,8,10,1275,2025-06-16,10200.0
PO-0000640,2025-06-26,2025-07-03,SKU-005,SUP-06,WH-MAD,1262,8.0,8,7,1262,2025-07-03,10096.0
PO-0000641,2025-07-18,2025-07-24,SKU-005,SUP-06,WH-MAD,1232,8.0,8,6,1232,2025-07-24,9856.0
PO-0000642,2025-08-06,2025-08-12,SKU-005,SUP-06,WH-MAD,1241,8.0,8,6,1241,2025-08-12,9928.0
PO-0000643,2025-08-25,2025-09-02,SKU-005,SUP-06,WH-MAD,1218,8.0,8,8,1218,2025-09-02,9744.0
PO-0000644,2025-09-15,2025-09-25,SKU-005,SUP-06,WH-MAD,1263,8.0,8,10,1263,2025-09-25,10104.0
PO-0000645,2025-10-05,2025-10-16,SKU-005,SUP-06,WH-MAD,1275,8.0,8,11,1275,2025-10-16,10200.0
PO-0000646,2025-10-25,2025-11-03,SKU-005,SUP-06,WH-MAD,1254,8.0,8,9,1254,2025-11-03,10032.0
PO-0000647,2025-11-16,2025-11-24,SKU-005,SUP-06,WH-MAD,1258,8.0,8,8,1258,2025-11-24,10064.0
PO-0000648,2025-12-06,2025-12-16,SKU-005,SUP-06,WH-MAD,1245,8.0,8,10,1245,2025-12-16,9960.0
PO-0000649,2025-12-25,2026-01-01,SKU-005,SUP-06,WH-MAD,1220,8.0,8,7,1220,2026-01-01,9760.0
PO-0000650,2024-01-08,2024-01-12,SKU-006,SUP-03,WH-LIS,1307,54.45,7,4,1307,2024-01-12,71166.15
PO-0000651,2024-01-25,2024-02-03,SKU-006,SUP-03,WH-LIS,1338,54.45,7,9,1338,2024-02-03,72854.1
PO-0000652,2024-02-10,2024-02-14,SKU-006,SUP-03,WH-LIS,1280,54.45,7,4,1280,2024-02-14,69696.0
PO-0000653,2024-02-26,2024-03-02,SKU-006,SUP-03,WH-LIS,1316,54.45,7,5,1316,2024-03-02,71656.2
PO-0000654,2024-03-12,2024-03-21,SKU-006,SUP-03,WH-LIS,1297,54.45,7,9,1297,2024-03-21,70621.65
PO-0000655,2024-03-28,2024-04-04,SKU-006,SUP-03,WH-LIS,1315,54.45,7,7,1315,2024-04-04,71601.75
PO-0000656,2024-04-12,2024-04-21,SKU-006,SUP-03,WH-LIS,1320,54.45,7,9,1320,2024-04-21,71874.0
PO-0000657,2024-04-26,2024-05-06,SKU-006,SUP-03,WH-LIS,1287,54.45,7,10,1287,2024-05-06,70077.15
PO-0000658,2024-05-10,2024-05-16,SKU-006,SUP-03,WH-LIS,1313,54.45,7,6,1313,2024-05-16,71492.85
PO-0000659,2024-05-25,2024-06-03,SKU-006,SUP-03,WH-LIS,1291,54.45,7,9,1291,2024-06-03,70294.95
PO-0000660,2024-06-09,2024-06-15,SKU-006,SUP-03,WH-LIS,1343,54.45,7,6,1343,2024-06-15,73126.35
PO-0000661,2024-06-21,2024-06-27,SKU-006,SUP-03,WH-LIS,1394,54.45,7,6,1394,2024-06-27,75903.3
PO-0000662,2024-07-05,2024-07-12,SKU-006,SUP-03,WH-LIS,1346,54.45,7,7,1346,2024-07-12,73289.7
PO-0000663,2024-07-19,2024-07-27,SKU-006,SUP-03,WH-LIS,1290,54.45,7,8,1290,2024-07-27,70240.5
PO-0000664,2024-08-01,2024-08-09,SKU-006,SUP-03,WH-LIS,1405,54.45,7,8,1405,2024-08-09,76502.25
PO-0000665,2024-08-16,2024-08-23,SKU-006,SUP-03,WH-LIS,1277,54.45,7,7,1277,2024-08-23,69532.65
PO-0000666,2024-08-30,2024-09-11,SKU-006,SUP-03,WH-LIS,1342,54.45,7,12,1342,2024-09-11,73071.9
PO-0000667,2024-09-16,2024-09-23,SKU-006,SUP-03,WH-LIS,1324,54.45,7,7,1324,2024-09-23,72091.8
PO-0000668,2024-10-02,2024-10-11,SKU-006,SUP-03,WH-LIS,1287,54.45,7,9,1287,2024-10-11,70077.15
PO-0000669,2024-10-15,2024-10-21,SKU-006,SUP-03,WH-LIS,1314,54.45,7,6,1314,2024-10-21,71547.3
PO-0000670,2024-10-29,2024-11-04,SKU-006,SUP-03,WH-LIS,1325,54.45,7,6,1325,2024-11-04,72146.25
PO-0000671,2024-11-13,2024-11-18,SKU-006,SUP-03,WH-LIS,1328,54.45,7,5,1328,2024-11-18,72309.6
PO-0000672,2024-11-28,2024-12-03,SKU-006,SUP-03,WH-LIS,1338,54.45,7,5,1338,2024-12-03,72854.1
PO-0000673,2024-12-10,2024-12-16,SKU-006,SUP-03,WH-LIS,1335,54.45,7,6,1335,2024-12-16,72690.75
PO-0000674,2024-12-22,2024-12-29,SKU-006,SUP-03,WH-LIS,1312,54.45,7,7,1312,2024-12-29,71438.4
PO-0000675,2025-01-05,2025-01-10,SKU-006,SUP-03,WH-LIS,1364,54.45,7,5,1364,2025-01-10,74269.8
PO-0000676,2025-01-21,2025-01-25,SKU-006,SUP-03,WH-LIS,1280,54.45,7,4,1280,2025-01-25,69696.0
PO-0000677,2025-02-07,2025-02-14,SKU-006,SUP-03,WH-LIS,1340,54.45,7,7,1340,2025-02-14,72963.0
PO-0000678,2025-02-22,2025-03-02,SKU-006,SUP-03,WH-LIS,1284,54.45,7,8,1284,2025-03-02,69913.8
PO-0000679,2025-03-10,2025-03-17,SKU-006,SUP-03,WH-LIS,1319,54.45,7,7,1319,2025-03-17,71819.55
PO-0000680,2025-03-24,2025-03-29,SKU-006,SUP-03,WH-LIS,1326,54.45,7,5,1326,2025-03-29,72200.7
PO-0000681,2025-04-08,2025-04-14,SKU-006,SUP-03,WH-LIS,1319,54.45,7,6,1319,2025-04-14,71819.55
PO-0000682,2025-04-24,2025-05-01,SKU-006,SUP-03,WH-LIS,1388,54.45,7,7,1388,2025-05-01,75576.6
PO-0000683,2025-05-12,2025-05-20,SKU-006,SUP-03,WH-LIS,1305,54.45,7,8,1305,2025-05-20,71057.25
PO-0000684,2025-05-28,2025-06-02,SKU-006,SUP-03,WH-LIS,1277,54.45,7,5,1277,2025-06-02,69532.65
PO-0000685,2025-06-12,2025-06-19,SKU-006,SUP-03,WH-LIS,1322,54.45,7,7,1322,2025-06-19,71982.9
PO-0000686,2025-06-28,2025-07-05,SKU-006,SUP-03,WH-LIS,1330,54.45,7,7,1330,2025-07-05,72418.5
PO-0000687,2025-07-11,2025-07-18,SKU-006,SUP-03,WH-LIS,1343,54.45,7,7,1343,2025-07-18,73126.35
PO-0000688,2025-07-25,2025-08-01,SKU-006,SUP-03,WH-LIS,1354,54.45,7,7,1354,2025-08-01,73725.3
PO-0000689,2025-08-08,2025-08-14,SKU-006,SUP-03,WH-LIS,1296,54.45,7,6,1296,2025-08-14,70567.2
PO-0000690,2025-08-21,2025-08-26,SKU-006,SUP-03,WH-LIS,1325,54.45,7,5,1325,2025-08-26,72146.25
PO-0000691,2025-09-05,2025-09-14,SKU-006,SUP-03,WH-LIS,1326,54.45,7,9,1326,2025-09-14,72200.7
PO-0000692,2025-09-20,2025-09-26,SKU-006,SUP-03,WH-LIS,1326,54.45,7,6,1326,2025-09-26,72200.7
PO-0000693,2025-10-04,2025-10-13,SKU-006,SUP-03,WH-LIS,1339,54.45,7,9,1339,2025-10-13,72908.55
PO-0000694,2025-10-19,2025-10-22,SKU-006,SUP-03,WH-LIS,1332,54.45,7,3,1332,2025-10-22,72527.4
PO-0000695,2025-11-03,2025-11-12,SKU-006,SUP-03,WH-LIS,1294,54.45,7,9,1294,2025-11-12,70458.3
PO-0000696,2025-11-17,2025-11-25,SKU-006,SUP-03,WH-LIS,1317,54.45,7,8,1317,2025-11-25,71710.65
PO-0000697,2025-11-30,2025-12-07,SKU-006,SUP-03,WH-LIS,1311,54.45,7,7,1311,2025-12-07,71383.95
PO-0000698,2025-12-12,2025-12-18,SKU-006,SUP-03,WH-LIS,1305,54.45,7,6,1305,2025-12-18,71057.25
PO-0000699,2025-12-24,2025-12-29,SKU-006,SUP-03,WH-LIS,1285,54.45,7,5,1285,2025-12-29,69968.25
PO-0000700,2024-01-06,2024-01-10,SKU-006,SUP-03,WH-PORTO,1218,54.45,7,4,1218,2024-01-10,66320.1
PO-0000701,2024-01-25,2024-02-03,SKU-006,SUP-03,WH-PORTO,1307,54.45,7,9,1307,2024-02-03,71166.15
PO-0000702,2024-02-12,2024-02-20,SKU-006,SUP-03,WH-PORTO,1289,54.45,7,8,1289,2024-02-20,70186.05
PO-0000703,2024-03-01,2024-03-09,SKU-006,SUP-03,WH-PORTO,1226,54.45,7,8,1226,2024-03-09,66755.7
PO-0000704,2024-03-19,2024-03-26,SKU-006,SUP-03,WH-PORTO,1260,54.45,7,7,1260,2024-03-26,68607.0
PO-0000705,2024-04-04,2024-04-13,SKU-006,SUP-03,WH-PORTO,1220,54.45,7,9,1220,2024-04-13,66429.0
PO-0000706,2024-04-20,2024-04-29,SKU-006,SUP-03,WH-PORTO,1233,54.45,7,9,1233,2024-04-29,67136.85
PO-0000707,2024-05-07,2024-05-14,SKU-006,SUP-03,WH-PORTO,1281,54.45,7,7,1281,2024-05-14,69750.45
PO-0000708,2024-05-25,2024-05-29,SKU-006,SUP-03,WH-PORTO,1282,54.45,7,4,1282,2024-05-29,69804.9
PO-0000709,2024-06-12,2024-06-19,SKU-006,SUP-03,WH-PORTO,1212,54.45,7,7,1212,2024-06-19,65993.4
PO-0000710,2024-06-27,2024-07-02,SKU-006,SUP-03,WH-PORTO,1232,54.45,7,5,1232,2024-07-02,67082.4
PO-0000711,2024-07-12,2024-07-19,SKU-006,SUP-03,WH-PORTO,1267,54.45,7,7,1267,2024-07-19,68988.15
PO-0000712,2024-07-30,2024-08-04,SKU-006,SUP-03,WH-PORTO,1211,54.45,7,5,1211,2024-08-04,65938.95
PO-0000713,2024-08-14,2024-08-22,SKU-006,SUP-03,WH-PORTO,1284,54.45,7,8,1284,2024-08-22,69913.8
PO-0000714,2024-08-29,2024-09-07,SKU-006,SUP-03,WH-PORTO,1286,54.45,7,9,1286,2024-09-07,70022.7
PO-0000715,2024-09-14,2024-09-25,SKU-006,SUP-03,WH-PORTO,1274,54.45,7,11,1274,2024-09-25,69369.3
PO-0000716,2024-10-01,2024-10-08,SKU-006,SUP-03,WH-PORTO,1210,54.45,7,7,1210,2024-10-08,65884.5
PO-0000717,2024-10-17,2024-10-23,SKU-006,SUP-03,WH-PORTO,1262,54.45,7,6,1262,2024-10-23,68715.9
PO-0000718,2024-11-02,2024-11-06,SKU-006,SUP-03,WH-PORTO,1246,54.45,7,4,1246,2024-11-06,67844.7
PO-0000719,2024-11-18,2024-11-27,SKU-006,SUP-03,WH-PORTO,1279,54.45,7,9,1279,2024-11-27,69641.55
PO-0000720,2024-12-03,2024-12-09,SKU-006,SUP-03,WH-PORTO,1292,54.45,7,6,1292,2024-12-09,70349.4
PO-0000721,2024-12-17,2024-12-25,SKU-006,SUP-03,WH-PORTO,1231,54.45,7,8,1231,2024-12-25,67027.95
PO-0000722,2025-01-01,2025-01-07,SKU-006,SUP-03,WH-PORTO,1259,54.45,7,6,1259,2025-01-07,68552.55
PO-0000723,2025-01-20,2025-01-30,SKU-006,SUP-03,WH-PORTO,1273,54.45,7,10,1273,2025-01-30,69314.85
PO-0000724,2025-02-06,2025-02-10,SKU-006,SUP-03,WH-PORTO,1240,54.45,7,4,1240,2025-02-10,67518.0
PO-0000725,2025-02-24,2025-03-07,SKU-006,SUP-03,WH-PORTO,1271,54.45,7,11,1271,2025-03-07,69205.95
PO-0000726,2025-03-13,2025-03-22,SKU-006,SUP-03,WH-PORTO,1213,54.45,7,9,1213,2025-03-22,66047.85
PO-0000727,2025-03-30,2025-04-07,SKU-006,SUP-03,WH-PORTO,1219,54.45,7,8,1219,2025-04-07,66374.55
PO-0000728,2025-04-15,2025-04-24,SKU-006,SUP-03,WH-PORTO,1288,54.45,7,9,1288,2025-04-24,70131.6
PO-0000729,2025-05-03,2025-05-11,SKU-006,SUP-03,WH-PORTO,1263,54.45,7,8,1263,2025-05-11,68770.35
PO-0000730,2025-05-19,2025-05-26,SKU-006,SUP-03,WH-PORTO,1235,54.45,7,7,1235,2025-05-26,67245.75
PO-0000731,2025-06-04,2025-06-13,SKU-006,SUP-03,WH-PORTO,1219,54.45,7,9,1219,2025-06-13,66374.55
PO-0000732,2025-06-19,2025-06-26,SKU-006,SUP-03,WH-PORTO,1281,54.45,7,7,1281,2025-06-26,69750.45
PO-0000733,2025-07-03,2025-07-14,SKU-006,SUP-03,WH-PORTO,1269,54.45,7,11,1269,2025-07-14,69097.05
PO-0000734,2025-07-19,2025-07-24,SKU-006,SUP-03,WH-PORTO,1264,54.45,7,5,1264,2025-07-24,68824.8
PO-0000735,2025-08-02,2025-08-11,SKU-006,SUP-03,WH-PORTO,1242,54.45,7,9,1242,2025-08-11,67626.9
PO-0000736,2025-08-18,2025-08-29,SKU-006,SUP-03,WH-PORTO,1261,54.45,7,11,1261,2025-08-29,68661.45
PO-0000737,2025-09-02,2025-09-05,SKU-006,SUP-03,WH-PORTO,1243,54.45,7,3,1243,2025-09-05,67681.35
PO-0000738,2025-09-19,2025-09-26,SKU-006,SUP-03,WH-PORTO,1244,54.45,7,7,1244,2025-09-26,67735.8
PO-0000739,2025-10-06,2025-10-14,SKU-006,SUP-03,WH-PORTO,1270,54.45,7,8,1270,2025-10-14,69151.5
PO-0000740,2025-10-22,2025-10-28,SKU-006,SUP-03,WH-PORTO,1287,54.45,7,6,1287,2025-10-28,70077.15
PO-0000741,2025-11-07,2025-11-13,SKU-006,SUP-03,WH-PORTO,1255,54.45,7,6,1255,2025-11-13,68334.75
PO-0000742,2025-11-21,2025-11-29,SKU-006,SUP-03,WH-PORTO,1237,54.45,7,8,1237,2025-11-29,67354.65
PO-0000743,2025-12-05,2025-12-15,SKU-006,SUP-03,WH-PORTO,1266,54.45,7,10,1266,2025-12-15,68933.7
PO-0000744,2025-12-19,2025-12-27,SKU-006,SUP-03,WH-PORTO,1222,54.45,7,8,1222,2025-12-27,66537.9
PO-0000745,2024-01-10,2024-01-20,SKU-006,SUP-03,WH-MAD,943,54.45,7,10,943,2024-01-20,51346.35
PO-0000746,2024-01-25,2024-01-30,SKU-006,SUP-03,WH-MAD,927,54.45,7,5,927,2024-01-30,50475.15
PO-0000747,2024-02-07,2024-02-16,SKU-006,SUP-03,WH-MAD,912,54.45,7,9,912,2024-02-16,49658.4
PO-0000748,2024-02-21,2024-02-29,SKU-006,SUP-03,WH-MAD,961,54.45,7,8,961,2024-02-29,52326.45
PO-0000749,2024-03-07,2024-03-13,SKU-006,SUP-03,WH-MAD,967,54.45,7,6,967,2024-03-13,52653.15
PO-0000750,2024-03-23,2024-03-30,SKU-006,SUP-03,WH-MAD,967,54.45,7,7,967,2024-03-30,52653.15
PO-0000751,2024-04-05,2024-04-07,SKU-006,SUP-03,WH-MAD,941,54.45,7,2,941,2024-04-07,51237.45
PO-0000752,2024-04-19,2024-04-26,SKU-006,SUP-03,WH-MAD,910,54.45,7,7,910,2024-04-26,49549.5
PO-0000753,2024-05-03,2024-05-07,SKU-006,SUP-03,WH-MAD,956,54.45,7,4,956,2024-05-07,52054.2
PO-0000754,2024-05-17,2024-05-24,SKU-006,SUP-03,WH-MAD,947,54.45,7,7,947,2024-05-24,51564.15
PO-0000755,2024-05-31,2024-06-06,SKU-006,SUP-03,WH-MAD,945,54.45,7,6,945,2024-06-06,51455.25
PO-0000756,2024-06-14,2024-06-21,SKU-006,SUP-03,WH-MAD,966,54.45,7,7,966,2024-06-21,52598.7
PO-0000757,2024-06-29,2024-07-06,SKU-006,SUP-03,WH-MAD,907,54.45,7,7,907,2024-07-06,49386.15
PO-0000758,2024-07-11,2024-07-19,SKU-006,SUP-03,WH-MAD,945,54.45,7,8,945,2024-07-19,51455.25
PO-0000759,2024-07-24,2024-07-30,SKU-006,SUP-03,WH-MAD,970,54.45,7,6,970,2024-07-30,52816.5
PO-0000760,2024-08-05,2024-08-10,SKU-006,SUP-03,WH-MAD,959,54.45,7,5,959,2024-08-10,52217.55
PO-0000761,2024-08-20,2024-08-26,SKU-006,SUP-03,WH-MAD,963,54.45,7,6,963,2024-08-26,52435.35
PO-0000762,2024-09-01,2024-09-07,SKU-006,SUP-03,WH-MAD,915,54.45,7,6,915,2024-09-07,49821.75
PO-0000763,2024-09-15,2024-09-22,SKU-006,SUP-03,WH-MAD,923,54.45,7,7,923,2024-09-22,50257.35
PO-0000764,2024-09-29,2024-10-04,SKU-006,SUP-03,WH-MAD,976,54.45,7,5,976,2024-10-04,53143.2
PO-0000765,2024-10-12,2024-10-14,SKU-006,SUP-03,WH-MAD,907,54.45,7,2,907,2024-10-14,49386.15
PO-0000766,2024-10-25,2024-11-01,SKU-006,SUP-03,WH-MAD,969,54.45,7,7,969,2024-11-01,52762.05
PO-0000767,2024-11-08,2024-11-17,SKU-006,SUP-03,WH-MAD,965,54.45,7,9,965,2024-11-17,52544.25
PO-0000768,2024-11-21,2024-11-28,SKU-006,SUP-03,WH-MAD,948,54.45,7,7,948,2024-11-28,51618.6
PO-0000769,2024-12-03,2024-12-10,SKU-006,SUP-03,WH-MAD,954,54.45,7,7,954,2024-12-10,51945.3
PO-0000770,2024-12-14,2024-12-20,SKU-006,SUP-03,WH-MAD,962,54.45,7,6,962,2024-12-20,52380.9
PO-0000771,2024-12-26,2024-12-31,SKU-006,SUP-03,WH-MAD,972,54.45,7,5,972,2024-12-31,52925.4
PO-0000772,2025-01-07,2025-01-15,SKU-006,SUP-03,WH-MAD,926,54.45,7,8,926,2025-01-15,50420.7
PO-0000773,2025-01-22,2025-01-30,SKU-006,SUP-03,WH-MAD,928,54.45,7,8,928,2025-01-30,50529.6
PO-0000774,2025-02-07,2025-02-17,SKU-006,SUP-03,WH-MAD,917,54.45,7,10,917,2025-02-17,49930.65
PO-0000775,2025-02-20,2025-02-25,SKU-006,SUP-03,WH-MAD,923,54.45,7,5,923,2025-02-25,50257.35
PO-0000776,2025-03-07,2025-03-16,SKU-006,SUP-03,WH-MAD,923,54.45,7,9,923,2025-03-16,50257.35
PO-0000777,2025-03-21,2025-03-26,SKU-006,SUP-03,WH-MAD,945,54.45,7,5,945,2025-03-26,51455.25
PO-0000778,2025-04-04,2025-04-09,SKU-006,SUP-03,WH-MAD,964,54.45,7,5,964,2025-04-09,52489.8
PO-0000779,2025-04-17,2025-04-27,SKU-006,SUP-03,WH-MAD,972,54.45,7,10,972,2025-04-27,52925.4
PO-0000780,2025-05-01,2025-05-12,SKU-006,SUP-03,WH-MAD,935,54.45,7,11,935,2025-05-12,50910.75
PO-0000781,2025-05-17,2025-05-25,SKU-006,SUP-03,WH-MAD,960,54.45,7,8,960,2025-05-25,52272.0
PO-0000782,2025-05-31,2025-06-05,SKU-006,SUP-03,WH-MAD,920,54.45,7,5,920,2025-06-05,50094.0
PO-0000783,2025-06-11,2025-06-23,SKU-006,SUP-03,WH-MAD,912,54.45,7,12,912,2025-06-23,49658.4
PO-0000784,2025-06-26,2025-07-08,SKU-006,SUP-03,WH-MAD,926,54.45,7,12,926,2025-07-08,50420.7
PO-0000785,2025-07-12,2025-07-20,SKU-006,SUP-03,WH-MAD,949,54.45,7,8,949,2025-07-20,51673.05
PO-0000786,2025-07-24,2025-07-30,SKU-006,SUP-03,WH-MAD,969,54.45,7,6,969,2025-07-30,52762.05
PO-0000787,2025-08-05,2025-08-12,SKU-006,SUP-03,WH-MAD,965,54.45,7,7,965,2025-08-12,52544.25
PO-0000788,2025-08-18,2025-08-26,SKU-006,SUP-03,WH-MAD,941,54.45,7,8,941,2025-08-26,51237.45
PO-0000789,2025-08-31,2025-09-06,SKU-006,SUP-03,WH-MAD,924,54.45,7,6,924,2025-09-06,50311.8
PO-0000790,2025-09-13,2025-09-21,SKU-006,SUP-03,WH-MAD,927,54.45,7,8,927,2025-09-21,50475.15
PO-0000791,2025-09-26,2025-10-05,SKU-006,SUP-03,WH-MAD,963,54.45,7,9,963,2025-10-05,52435.35
PO-0000792,2025-10-10,2025-10-15,SKU-006,SUP-03,WH-MAD,964,54.45,7,5,964,2025-10-15,52489.8
PO-0000793,2025-10-24,2025-10-30,SKU-006,SUP-03,WH-MAD,973,54.45,7,6,973,2025-10-30,52979.85
PO-0000794,2025-11-06,2025-11-15,SKU-006,SUP-03,WH-MAD,946,54.45,7,9,946,2025-11-15,51509.7
PO-0000795,2025-11-18,2025-11-21,SKU-006,SUP-03,WH-MAD,909,54.45,7,3,909,2025-11-21,49495.05
