entity_type,entity_id,entity_name,service_risk_score,stockout_risk_score,excess_inventory_score,supplier_risk_score,working_capital_risk_score,governance_priority_score,risk_tier,main_risk_driver,recommended_action,lost_sales_revenue,inventory_value_sum
sku_warehouse,SKU-0108|WH-LYON,SKU-0108 @ WH-LYON,16.930312699425645,19.087701217285662,79.84221883374633,98.25809170536029,45.878294746013275,45.79424340500439,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,7077.09,8046747.93
supplier,SUP-005,Supplier 5,55.23690877512942,60.42147553360639,24.210633147212043,62.22816255992259,24.590886813252023,45.759364842198245,Medium,Supplier Risk,investigate supplier reliability and execute corrective action plan,3011273.29,331084540.86
sku_warehouse,SKU-0073|WH-PORTO,SKU-0073 @ WH-PORTO,54.2187870612462,74.87591622137568,1.0980587732964562,95.15844504508887,4.614707529548067,45.620154830343836,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,52336.64,3880928.45
segment,Household | Portugal South,Household | Portugal South,42.459701714456244,53.27264702082498,37.28225565797564,70.26194243481818,21.548670005666086,45.116776704329304,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,442330.64,184895396.25
sku_warehouse,SKU-0058|WH-LYON,SKU-0058 @ WH-LYON,60.13089239190664,68.68367683837383,1.15595075239398,95.15844504508887,0.0,45.04460246628861,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,22289.7,1117064.52
sku_warehouse,SKU-0038|WH-LYON,SKU-0038 @ WH-LYON,63.970605503838634,57.501611191114094,7.3119015047879605,95.15844504508887,0.0,44.9835073513297,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,42149.799999999996,2906950.5
sku_warehouse,SKU-0008|WH-PORTO,SKU-0008 @ WH-PORTO,69.34439905001094,70.88359252024696,7.786568418151751,58.97763862848871,9.733210522689689,44.90489420054812,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,637822.35,19242736.24
sku_warehouse,SKU-0108|WH-PORTO,SKU-0108 @ WH-PORTO,18.16668806161746,17.84424704646709,76.48186172324208,98.25809170536029,42.49824507470924,44.81352486220851,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,7477.68,7896443.21
sku_warehouse,SKU-0058|WH-MAD,SKU-0058 @ WH-MAD,57.73775529200765,70.48079152142797,0.0,95.15844504508887,0.0,44.58818661201021,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,28645.96,1305738.72
sku_warehouse,SKU-0010|WH-MAD,SKU-0010 @ WH-MAD,52.6686688454782,56.08964648484792,15.143390083415355,95.15844504508887,2.436419546813657,44.18106631336912,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,75292.39,4757872.38
sku_warehouse,SKU-0096|WH-PORTO,SKU-0096 @ WH-PORTO,42.52712010331467,28.458267821667082,40.98078778066246,96.02684642340185,16.957403952292445,44.041048793986505,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,10516.4,3874278.56
sku_warehouse,SKU-0023|WH-PORTO,SKU-0023 @ WH-PORTO,73.24461519325224,73.57748999173131,2.5954515542553462,56.988316867560705,3.2443144428191824,43.9609985383871,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,178985.99,5553965.6
sku_warehouse,SKU-0007|WH-PORTO,SKU-0007 @ WH-PORTO,68.89474011685269,70.1416533191545,4.385072158209765,62.228162559922595,5.481340197762206,43.7422123135033,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,262128.72,8524137.87
sku_warehouse,SKU-0118|WH-MAD,SKU-0118 @ WH-MAD,34.46217219772569,14.666696865036865,57.24322845417237,95.15844504508887,32.57403308046263,43.654821929855835,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,2059.6,1775334.4
sku_warehouse,SKU-0006|WH-LYON,SKU-0006 @ WH-LYON,75.0630135940548,74.30401356722679,0.0,56.988316867560705,0.0,43.480136946172756,Medium,Service Risk,review reorder point and raise safety stock,83602.54000000001,2228261.16
sku_warehouse,SKU-0089|WH-LYON,SKU-0089 @ WH-LYON,37.79829176273317,38.85235216778734,39.64106155950752,96.02684642340185,6.39084392488496,43.28140966367271,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,4685.0,884776.14
segment,Personal Care | France South-East,Personal Care | France South-East,52.495216950372935,63.20335382769689,18.353442521253662,62.03860072423471,16.15175838101615,43.09583840450352,Medium,Stockout Risk,raise safety stock for critical SKUs and protect promotion allocation,853554.01,65045706.9
segment,Snacks | France South-East,Snacks | France South-East,58.35306755993104,67.06653955792378,9.093838426627206,64.31387539154522,13.266315568416452,43.08940038174274,Medium,Stockout Risk,raise safety stock for critical SKUs and protect promotion allocation,541584.27,26312940.96
segment,Personal Care | Spain Central,Personal Care | Spain Central,52.19071935152484,63.286231908064615,17.6631533925707,61.10338937924365,17.145631207197642,42.8648311480438,Medium,Stockout Risk,raise safety stock for critical SKUs and protect promotion allocation,1036628.16,79567821.93
sku_warehouse,SKU-0100|WH-MAD,SKU-0100 @ WH-MAD,28.683462239128744,33.37723000869893,44.79659047185909,96.02684642340185,24.89503245619621,42.861015530198785,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,17710.26,5633270.4
sku_warehouse,SKU-0089|WH-PORTO,SKU-0089 @ WH-PORTO,33.3578831196132,41.9616911300993,40.60766073871409,96.02684642340185,6.6112672553165,42.83818876096294,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,4160.28,912210.39
sku_warehouse,SKU-0018|WH-LYON,SKU-0018 @ WH-LYON,71.78900965763958,72.28652701083408,0.0,58.97763862848871,0.0,42.56882044077519,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,141224.72,2805027.18
sku_warehouse,SKU-0073|WH-MAD,SKU-0073 @ WH-MAD,49.509099307989494,65.08193357986784,1.591822312193538,95.15844504508887,5.231911953169418,42.540065457072785,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,55498.24,4367841.1
sku_warehouse,SKU-0074|WH-LYON,SKU-0074 @ WH-LYON,47.5373592772759,62.42655884768463,0.60875512995896,95.15844504508887,14.434771794552914,42.53512966267861,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,12092.46,1510409.56
sku_warehouse,SKU-0095|WH-LYON,SKU-0095 @ WH-LYON,6.24133146242594,4.129110952145124,85.91327907265445,98.25809170536029,60.11078799639573,42.38199907363056,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,5010.72,12289138.06
sku_warehouse,SKU-0118|WH-PORTO,SKU-0118 @ WH-PORTO,22.538165438165436,1.0042395336512986,71.89295759233927,95.15844504508887,50.954641462504675,42.282115707438855,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,520.3199999999999,1955532.8
sku_warehouse,SKU-0018|WH-MAD,SKU-0018 @ WH-MAD,69.83135796931337,70.79808237882499,1.136762608949903,58.97763862848872,1.4209532611873787,42.243282699249114,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,173345.38,3917051.22
sku_warehouse,SKU-0087|WH-LYON,SKU-0087 @ WH-LYON,30.76478966545214,37.67622349008862,41.835717297599345,98.2580917053603,9.81015339976314,42.1433513298475,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,15790.52,4717923.84
segment,Dairy | France South-East,Dairy | France South-East,55.502211838887185,59.58159712136756,19.178274711495604,55.47751056813075,15.02096136806204,42.01060442122234,Medium,Stockout Risk,raise safety stock for critical SKUs and protect promotion allocation,347281.09,30725037.77
sku_warehouse,SKU-0024|WH-MAD,SKU-0024 @ WH-MAD,60.28749071699107,61.77934348367542,8.62393921104807,62.22816255992259,10.360977365383274,41.53724158987926,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,341961.52,21700836.2
segment,Personal Care | Portugal North,Personal Care | Portugal North,46.170890972762415,57.80932778158721,20.900642258197664,60.91016754288533,17.4761220201935,41.007503977068346,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,795094.51,84766349.79
sku_warehouse,SKU-0108|WH-LIS,SKU-0108 @ WH-LIS,18.347096456692903,17.994573455724453,63.96758391271523,98.25809170536029,30.04243201127707,40.90433535599243,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,9836.71,8351092.18
segment,Beverages | France South-East,Beverages | France South-East,45.30611698434254,55.71105966150468,22.757930571302868,61.15930927233477,17.055950709464987,40.76512712178459,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,354607.89,55944114.29
sku_warehouse,SKU-0096|WH-LYON,SKU-0096 @ WH-LYON,33.493249324932506,14.014930904855191,47.176025970653974,96.02684642340185,26.613158193947985,40.71308184616262,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,6447.759999999999,4274718.4
sku_warehouse,SKU-0049|WH-PORTO,SKU-0049 @ WH-PORTO,35.51887239560046,36.789559783494916,36.13967168262654,95.15844504508885,1.1396716826265383,40.639411016703725,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,3823.3,885949.5
segment,Beverages | Spain Central,Beverages | Spain Central,43.99633057974273,55.10486012468495,23.679969531879337,61.323124132560864,17.49030515573961,40.62572383723327,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,395844.87,67512971.33
sku_warehouse,SKU-0085|WH-LYON,SKU-0085 @ WH-LYON,36.81058080364978,28.227862473292532,37.19190584700584,98.25809170536029,6.355104296072317,40.55885631198811,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,12220.6,5042558.58
sku_warehouse,SKU-0073|WH-LIS,SKU-0073 @ WH-LIS,43.45521388299643,62.2770056494351,2.1607849483785135,95.15844504508887,4.823851475238096,40.54947137615326,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,54598.4,5005133.35
sku_warehouse,SKU-0028|WH-MAD,SKU-0028 @ WH-MAD,62.53991015397012,74.50540139659755,0.0,56.59388396504527,0.0,40.455788178611535,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,60957.75,2018725.2
sku_warehouse,SKU-0029|WH-PORTO,SKU-0029 @ WH-PORTO,48.89767799712282,42.84209959149511,12.782800028996771,96.02684642340185,6.154628627217237,40.45452007195234,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,69658.05,9697192.4
sku_warehouse,SKU-0038|WH-LIS,SKU-0038 @ WH-LIS,54.56107913005435,51.98392081884935,2.2735166767954,95.15844504508887,0.37096561343611145,40.354051966886075,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,39756.2,3203573.3
sku_warehouse,SKU-0001|WH-PORTO,SKU-0001 @ WH-PORTO,67.42003264828915,68.32219917279785,0.0,56.988316867560705,0.0,40.32982235241464,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,69013.34999999999,1415316.1
segment,Snacks | Spain Central,Snacks | Spain Central,50.77177688618463,61.19103023716348,10.3361129479843,63.59023490773816,13.99836528646029,40.26212893771906,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,562181.99,35425426.34
sku_warehouse,SKU-0007|WH-LIS,SKU-0007 @ WH-LIS,58.91411759849524,62.060625494993204,6.025355139088229,62.22816255992259,7.531693923860286,40.24975422484659,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,281569.09,12623295.42
sku_warehouse,SKU-0086|WH-PORTO,SKU-0086 @ WH-PORTO,66.12335393217097,67.65512958659518,0.0,58.97763862848871,0.0,40.19015563333017,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,15444.82,704723.12
sku_warehouse,SKU-0118|WH-LIS,SKU-0118 @ WH-LIS,29.498724760892664,12.781942068683332,54.25779480164158,95.15844504508887,23.992280562119134,40.012318233584516,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,1593.48,1856588.8
segment,Snacks | Portugal North,Snacks | Portugal North,48.43969983464768,58.9445973906372,12.996813209404316,64.35783646906447,14.151697811759538,39.99106608520932,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,446788.55,37006078.81
sku_warehouse,SKU-0100|WH-LYON,SKU-0100 @ WH-LYON,18.189273182957397,17.75327355822712,53.33722069928117,96.02684642340185,38.345050808811074,39.69580440454564,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,10586.58,5962067.13
supplier,SUP-006,Supplier 6,29.736725325011243,41.17762531386464,45.80567651992392,62.9149668876714,23.88895628864429,39.635965522577514,Medium,Supplier Risk,investigate supplier reliability and execute corrective action plan,229378.01,213819767.85
sku_warehouse,SKU-0095|WH-PORTO,SKU-0095 @ WH-PORTO,1.2242300439974858,0.0,86.16086899029908,98.2580917053603,56.68939614957637,39.534035565251415,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,1990.56,13039491.0
sku_warehouse,SKU-0061|WH-LYON,SKU-0061 @ WH-LYON,34.7415139681586,17.20297884576152,35.5520019132334,96.02684642340186,24.078884371394995,39.341809120636725,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,9095.58,3405399.57
sku_warehouse,SKU-0061|WH-MAD,SKU-0061 @ WH-MAD,39.2177341597796,25.490196078431374,26.587643764627142,96.02684642340185,17.139075287801084,39.16489980714897,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,14966.640000000001,3503873.97
supplier,SUP-008,Supplier 8,42.016658431641574,49.19929514316939,24.019051623097447,56.59388396504527,24.45353409111531,39.15093155179802,Medium,Supplier Risk,investigate supplier reliability and execute corrective action plan,1049118.81,322489556.35
sku_warehouse,SKU-0087|WH-MAD,SKU-0087 @ WH-MAD,27.569606099986657,39.64411787531269,32.426530126472265,98.25809170536029,3.1561262198363877,38.99251552896454,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,19693.12,4506108.24
sku_warehouse,SKU-0100|WH-PORTO,SKU-0100 @ WH-PORTO,19.358631256384065,21.014841074325545,51.88617141441658,96.02684642340185,27.516328370744276,38.98694666751032,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,10982.34,5680773.96
sku_warehouse,SKU-0096|WH-LIS,SKU-0096 @ WH-LIS,40.10330711189597,19.566642313896622,36.500276258073086,96.02684642340185,5.490567309906363,38.82249616898102,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,12723.119999999999,4273166.24
segment,Dairy | Spain Central,Dairy | Spain Central,49.639759976234146,54.767985823295234,16.270594714879124,54.88805964545307,15.166985672751585,38.772909544449845,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,336141.16,37328209.37
segment,Beverages | Portugal North,Beverages | Portugal North,37.049273138350166,48.579882235708766,28.466277617109018,61.230512340601436,17.528656000368986,38.66220008771402,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,230682.63,70652152.02
sku_warehouse,SKU-0115|WH-LIS,SKU-0115 @ WH-LIS,41.59662105996456,60.28441213971314,0.0,96.02684642340185,0.0,38.61005515287268,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,29377.949999999997,2079503.4
sku_warehouse,SKU-0086|WH-MAD,SKU-0086 @ WH-MAD,62.188343199339215,64.44448043534595,0.0,58.97763862848871,0.0,38.53941024417571,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,15211.08,668199.02
sku_warehouse,SKU-0095|WH-MAD,SKU-0095 @ WH-MAD,7.88182165605096,9.138424333253857,69.49868801639035,98.25809170536029,41.037461749128646,38.351303010817055,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,7275.84,11747009.92
sku_warehouse,SKU-0036|WH-MAD,SKU-0036 @ WH-MAD,37.08836104908125,36.898445748612616,18.99225258339809,95.15844504508887,9.299481255923403,38.104283919533316,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,146492.4,17709029.31
sku_warehouse,SKU-0093|WH-MAD,SKU-0093 @ WH-MAD,59.54565028046661,62.632937288929476,0.0,62.22816255992259,0.0,38.026708280464085,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,31055.04,2211582.36
segment,Dairy | Portugal North,Dairy | Portugal North,45.233410382284355,51.00459870572744,20.461232657407173,55.192709320223535,14.988253709874044,37.91691505540413,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,254464.29,40248513.61
sku_warehouse,SKU-0090|WH-LYON,SKU-0090 @ WH-LYON,51.51477321904245,72.44400193237041,0.0,58.97763862848871,0.0,37.73764817824988,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,38222.58,1545187.84
sku_warehouse,SKU-0112|WH-PORTO,SKU-0112 @ WH-PORTO,39.62025250957258,28.208002740482605,27.244731034051895,95.15844504508887,0.8916618338532732,37.60354051732972,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,7876.31,3369222.85
segment,Snacks | Portugal South,Snacks | Portugal South,38.69367996960879,50.648210422696316,18.169783763379545,64.14333742988747,15.021592138415869,37.15579447707061,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,340322.63,52387276.33
sku_warehouse,SKU-0112|WH-MAD,SKU-0112 @ WH-MAD,42.371448167744454,25.931872936230235,21.174915307602262,95.15844504508887,5.849473633321386,37.00041679593308,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,9327.58,3439412.41
sku_warehouse,SKU-0071|WH-PORTO,SKU-0071 @ WH-PORTO,18.70844793713162,18.071241713331162,51.56789056087551,98.25809170536029,16.56789056087551,36.911227210410146,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,2171.18,1820070.0
segment,Personal Care | Portugal South,Personal Care | Portugal South,32.1461805956409,46.12663512478325,25.212993173806773,61.30580528871765,19.4807877508882,36.45030056343893,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,447178.39,124435992.94
segment,Beverages | Portugal South,Beverages | Portugal South,29.29987596982924,42.178853897424794,32.513799349464946,61.30609294034413,18.346877549804276,36.29933225871358,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,176219.22,100147894.84
sku_warehouse,SKU-0008|WH-LIS,SKU-0008 @ WH-LIS,49.028804744760265,50.49360098583733,9.398452290148573,58.97763862848871,11.748065362685715,36.21228523659653,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,407268.18,28303279.68
sku_warehouse,SKU-0107|WH-PORTO,SKU-0107 @ WH-PORTO,34.160916899416655,42.899663144855325,10.810437184976898,96.02684642340185,4.2021709682252295,36.18365023541845,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,57033.72,6672145.04
sku_warehouse,SKU-0093|WH-LYON,SKU-0093 @ WH-LYON,54.97015980630644,58.62445723187814,0.0,62.22816255992259,0.0,36.04672495411435,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,23196.600000000002,1790776.26
sku_warehouse,SKU-0086|WH-LYON,SKU-0086 @ WH-LYON,56.21752072343634,59.38583270535042,0.0,58.97763862848871,0.0,35.99351034936001,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,12028.62,722852.24
sku_warehouse,SKU-0090|WH-MAD,SKU-0090 @ WH-MAD,47.16271017623194,68.92976525998728,0.0,58.97763862848871,0.0,35.92002098005106,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,45791.21,2017191.68
sku_warehouse,SKU-0018|WH-PORTO,SKU-0018 @ WH-PORTO,54.18310269360639,57.76332679314764,1.5655208233753533,58.97763862848871,1.9569010292191915,35.79798986321698,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,109492.04000000001,4340427.96
sku_warehouse,SKU-0107|WH-MAD,SKU-0107 @ WH-MAD,34.12106778749685,40.621010552593425,8.334705554165673,96.02684642340185,7.225526576459112,35.50187707201813,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,57910.68,6872250.36
sku_warehouse,SKU-0075|WH-LYON,SKU-0075 @ WH-LYON,0.6786385688295938,0.0,73.4315294117647,96.02684642340184,46.15071856734237,35.246662891938755,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,244.29,2028997.62
segment,Dairy | Portugal South,Dairy | Portugal South,37.37634635406779,44.412070371196236,23.20763132583771,54.73179439221439,15.195699668013052,35.19529518111663,Medium,Supplier Risk,review sourcing mix and supplier dependency for this segment,206783.88999999998,54773062.8
sku_warehouse,SKU-0108|WH-MAD,SKU-0108 @ WH-MAD,2.131412103746395,0.6806238345482287,72.66108014844049,98.25809170536027,38.74076605422368,35.013157221892776,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,1869.42,8389865.78
sku_warehouse,SKU-0040|WH-LYON,SKU-0040 @ WH-LYON,50.08684024275239,51.14611722274188,6.224418929100559,56.988316867560705,7.780523661375699,34.97425200165023,Low,Supplier Risk,monitor only,146485.77,13239367.3
sku_warehouse,SKU-0095|WH-LIS,SKU-0095 @ WH-LIS,6.733283740701374,4.534912796149279,64.73858620484187,98.25809170536029,32.27729070904324,34.91072682635849,Low,Supplier Risk,monitor only,7756.32,12975731.94
sku_warehouse,SKU-0087|WH-LIS,SKU-0087 @ WH-LIS,22.706434664359016,24.0317774914504,37.125211625162756,98.25809170536029,2.656514531453448,34.87466624721721,Low,Supplier Risk,monitor only,16030.68,4962693.84
sku_warehouse,SKU-0089|WH-MAD,SKU-0089 @ WH-MAD,21.344342478713344,27.298276324376832,36.46448153214774,96.02684642340185,2.095000124362637,34.63012565591857,Low,Supplier Risk,monitor only,3073.3599999999997,903965.73
sku_warehouse,SKU-0051|WH-MAD,SKU-0051 @ WH-MAD,46.50823174060473,62.16066121948987,1.598668737504983,56.988316867560705,1.9983359218812287,34.61889931090719,Low,Stockout Risk,monitor only,106550.6,4375005.25
sku_warehouse,SKU-0075|WH-MAD,SKU-0075 @ WH-MAD,13.385991540184115,13.764065874263025,50.101876880984946,96.02684642340185,20.582538490237525,34.30808060934794,Low,Supplier Risk,monitor only,2385.42,1715491.44
sku_warehouse,SKU-0028|WH-LYON,SKU-0028 @ WH-LYON,47.99163062824554,62.390732300540456,0.0,56.593883965045265,0.0,34.298973891305074,Low,Stockout Risk,monitor only,40672.65,2074610.25
sku_warehouse,SKU-0062|WH-LYON,SKU-0062 @ WH-LYON,32.34403319380186,15.194910105683404,32.61969904240765,95.15844504508887,1.0036065166024124,34.28349212856284,Low,Supplier Risk,monitor only,2318.8,1614155.74
sku_warehouse,SKU-0062|WH-PORTO,SKU-0062 @ WH-PORTO,32.57454883227176,22.199609432655514,24.411764705882348,95.15844504508887,2.4959582141524685,34.13541468153676,Low,Supplier Risk,monitor only,2604.8,1671768.2
sku_warehouse,SKU-0002|WH-LYON,SKU-0002 @ WH-LYON,57.19609844761162,59.947976834602734,0.0,44.96728559196592,0.0,34.11038422575393,Low,Stockout Risk,monitor only,97909.56,2581527.36
sku_warehouse,SKU-0021|WH-LYON,SKU-0021 @ WH-LYON,53.97061160380879,53.424298997386344,0.8179544543863617,56.59388396504527,1.0224430679829521,34.10076509731668,Low,Supplier Risk,monitor only,60626.6,3629244.72
sku_warehouse,SKU-0068|WH-LYON,SKU-0068 @ WH-LYON,40.267406103979916,63.176564558423436,0.0,62.9149668876714,3.242134062927496,34.08331513864561,Low,Stockout Risk,monitor only,18756.620000000003,2497962.11
sku_warehouse,SKU-0071|WH-LYON,SKU-0071 @ WH-LYON,6.224081237911037,7.675787916714073,61.38775376196991,98.25809170536029,26.38775376196991,34.02127358973842,Low,Supplier Risk,monitor only,726.3299999999999,1763710.2
sku_warehouse,SKU-0085|WH-PORTO,SKU-0085 @ WH-PORTO,28.64171186041027,7.587820448965851,37.79725038849459,98.25809170536029,6.738697048545728,33.73005138647864,Low,Supplier Risk,monitor only,7838.04,5828838.24
sku_warehouse,SKU-0040|WH-MAD,SKU-0040 @ WH-MAD,46.93634365960934,46.352932813529925,7.532931020567652,56.98831686756071,9.416163775709565,33.70666476962812,Low,Supplier Risk,monitor only,168734.52,18109185.65
sku_warehouse,SKU-0024|WH-LIS,SKU-0024 @ WH-LIS,38.5693145161081,25.48188022609969,29.81545165988566,62.22816255992259,12.226564916854336,33.686582629927656,Low,Supplier Risk,monitor only,141680.68,31019318.7
supplier,SUP-012,Supplier 12,39.45084679068824,46.653501348078755,16.204183810179497,44.96728559196592,19.997781822307893,33.61543279062323,Low,Stockout Risk,monitor only,609289.65,137386162.44
sku_warehouse,SKU-0006|WH-MAD,SKU-0006 @ WH-MAD,50.61289451617547,54.290938771738084,0.4676499015050369,56.988316867560705,0.5845623768812961,33.403306621598794,Low,Supplier Risk,monitor only,58861.32,3337328.22
sku_warehouse,SKU-0100|WH-LIS,SKU-0100 @ WH-LIS,13.238892105771079,13.639485904379121,46.058929387965584,96.02684642340185,18.850882976096138,33.26638086492629,Low,Supplier Risk,monitor only,10487.64,6536233.08
sku_warehouse,SKU-0112|WH-LIS,SKU-0112 @ WH-LIS,32.347715130700244,19.781402700019488,23.589441833148324,95.15844504508887,1.0240799932137938,33.145548671592096,Low,Supplier Risk,monitor only,5734.63,3630382.56
sku_warehouse,SKU-0107|WH-LIS,SKU-0107 @ WH-LIS,21.72222353110972,30.156854956152436,20.596213399608114,96.02684642340185,6.174473315857612,33.019654645690174,Low,Supplier Risk,monitor only,45789.840000000004,9734114.28
sku_warehouse,SKU-0069|WH-LYON,SKU-0069 @ WH-LYON,27.764177886576903,11.517726040009862,50.96858002735978,62.9149668876714,20.703065787837332,33.00232141202465,Low,Supplier Risk,monitor only,2411.33,2478759.21
sku_warehouse,SKU-0045|WH-MAD,SKU-0045 @ WH-MAD,55.43921915170786,58.09350685724176,0.0,42.55582425755428,0.0,32.89491598621176,Low,Stockout Risk,monitor only,25095.4,715383.6
sku_warehouse,SKU-0043|WH-MAD,SKU-0043 @ WH-MAD,39.021095858762465,55.64926899352615,3.132616002497997,62.22816255992259,3.9157700031224962,32.86444383530302,Low,Supplier Risk,monitor only,88915.2,6316060.74
sku_warehouse,SKU-0112|WH-LYON,SKU-0112 @ WH-LYON,27.441521212893353,8.851003193294831,35.601328892901485,95.15844504508887,4.73997102782938,32.47686341822547,Low,Supplier Risk,monitor only,2888.45,3445847.58
sku_warehouse,SKU-0074|WH-LIS,SKU-0074 @ WH-LIS,27.959307314551566,32.539671570124796,10.45827633378933,95.15844504508887,4.361397836090038,32.21489472529609,Low,Supplier Risk,monitor only,9901.56,2594630.88
sku_warehouse,SKU-0021|WH-MAD,SKU-0021 @ WH-MAD,46.18013403347401,49.39717336232082,2.342479706559359,56.59388396504528,2.9280996331991984,31.977760820373717,Low,Supplier Risk,monitor only,62981.409999999996,5227625.52
sku_warehouse,SKU-0068|WH-MAD,SKU-0068 @ WH-MAD,37.016432805806396,56.864443544192646,0.0,62.9149668876714,3.61522198731501,31.96664723336744,Low,Supplier Risk,monitor only,20471.39,2510695.34
sku_warehouse,SKU-0089|WH-LIS,SKU-0089 @ WH-LIS,17.75916533835676,22.011399572409488,35.0,96.02684642340185,0.0,31.834552935181414,Low,Supplier Risk,monitor only,3410.68,1032008.67
sku_warehouse,SKU-0018|WH-LIS,SKU-0018 @ WH-LIS,42.813144042203206,48.376347371813864,3.4997824284191865,58.97763862848871,4.374728035523983,31.806782880279975,Low,Supplier Risk,monitor only,91277.40000000001,6896306.82
sku_warehouse,SKU-0075|WH-PORTO,SKU-0075 @ WH-PORTO,8.479912826899128,9.66778990550143,51.585532147742825,96.02684642340185,17.216050739957723,31.73082594521214,Low,Supplier Risk,monitor only,1652.55,1788057.18
sku_warehouse,SKU-0113|WH-MAD,SKU-0113 @ WH-MAD,7.9836826797713325,5.492958992843954,49.483150321019146,98.25809170536029,24.387000953133146,31.6459976464368,Low,Supplier Risk,monitor only,9336.99,8275866.2
sku_warehouse,SKU-0074|WH-MAD,SKU-0074 @ WH-MAD,27.32513596942526,38.86212122522228,0.0,95.15844504508887,8.838452928740205,31.570433919448813,Low,Supplier Risk,monitor only,10241.64,2018113.06
sku_warehouse,SKU-0085|WH-LIS,SKU-0085 @ WH-LIS,23.507863321180924,5.512228286319693,38.094473309386764,98.25809170536029,4.871698153335867,31.52538682935889,Low,Supplier Risk,monitor only,4656.47,6258655.1
sku_warehouse,SKU-0119|WH-LYON,SKU-0119 @ WH-LYON,18.21289694466085,15.718855823510214,29.020705822121872,95.15844504508887,14.584083993856789,31.412867378906608,Low,Supplier Risk,monitor only,23393.36,6273173.9
