alert_id,alert_date,entity_type,entity_id,region,metric_name,metric_value,baseline_mean,baseline_std,z_score,severity,diagnosis,recommended_action
ALT-00124,2025-04-19,warehouse,WH-LYON,France South-East,lost_sales_revenue,31855.739999999998,12667.19,6274.73045990321,3.0580676130422955,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00125,2025-04-15,warehouse,WH-MAD,Spain Central,stockout_rate,0.16928886091881687,0.08625041328692462,0.027290523328577482,3.042757613407065,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00126,2025-04-12,warehouse,WH-LYON,France South-East,stockout_rate,0.15977808599167823,0.0844500573176106,0.022604113301354267,3.332492085392022,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00127,2025-04-10,warehouse,WH-MAD,Spain Central,stockout_rate,0.1391949628963346,0.07923866817092902,0.02362999165983401,2.5372964827287094,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00128,2025-04-09,warehouse,WH-LIS,Portugal South,stockout_rate,0.09671005061460593,0.030497837634165085,0.017673832679240185,3.7463415084954494,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00129,2025-04-08,supplier,SUP-009,Global,avg_delay_days,2.111111111111111,0.499751984126984,0.23166010209734836,6.955704121666151,Critical,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00130,2025-04-08,supplier,SUP-011,Global,late_rate,0.5,0.28787878787878785,0.10331955831049881,2.0530596102989485,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00131,2025-04-07,warehouse,WH-MAD,Spain Central,lost_sales_revenue,27730.72,11758.088214285714,6196.896660588668,2.5775210820115535,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00132,2025-04-05,warehouse,WH-PORTO,Portugal North,stockout_rate,0.13370541130793498,0.04722218882160958,0.032228861026953534,2.683409209341839,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00133,2025-04-03,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,22896.23,5298.6675000000005,5225.632871845137,3.3675466554133213,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00134,2025-04-03,warehouse,WH-PORTO,Portugal North,stockout_rate,0.12505726065048098,0.04063972507320859,0.025767796197573543,3.2760867452538167,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00135,2025-04-02,warehouse,WH-PORTO,Portugal North,stockout_rate,0.11923800564440264,0.03779485978040332,0.020659729991089712,3.9421205358988107,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00136,2025-04-01,warehouse,WH-PORTO,Portugal North,stockout_rate,0.10615199034981906,0.034644332258300554,0.016064644265507078,4.45124441660093,Critical,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00137,2025-04-01,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,19520.920000000002,4137.703571428571,3818.766793307545,4.028320466054849,Critical,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00138,2025-04-01,supplier,SUP-011,Global,avg_delay_days,1.2,0.36032196969696967,0.23398666667782286,3.5885721277408775,High,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00139,2025-04-01,supplier,SUP-007,Global,avg_delay_days,2.4375,1.3440305609423258,0.3502110060465933,3.1223160328439117,High,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00140,2025-04-01,supplier,SUP-011,Global,late_rate,0.5,0.22537878787878787,0.10780492023301286,2.547390337357863,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00141,2025-04-01,supplier,SUP-006,Global,avg_delay_days,4.5,1.6375,1.3358829789069602,2.1427775076093423,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00142,2025-04-01,supplier,SUP-012,Global,avg_delay_days,2.3,0.8749343487394958,0.6741851338503351,2.11376012271558,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00143,2025-04-01,supplier,SUP-006,Global,late_rate,1.0,0.38958333333333334,0.30196939559004304,2.0214520927656356,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00144,2025-03-31,warehouse,WH-PORTO,Portugal North,stockout_rate,0.07711019216735587,0.03291795320532402,0.013764762690704424,3.210534024816542,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00145,2025-03-31,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,14032.66,3696.2853571428573,3313.5496325122754,3.1194265332371933,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00146,2025-03-30,warehouse,WH-PORTO,Portugal North,stockout_rate,0.08414409676571127,0.03196183025495919,0.010652720928627612,4.898491837002879,Critical,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00147,2025-03-30,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,14856.710000000001,3279.4196428571436,2489.166315874696,4.651071438380197,Critical,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00148,2025-03-29,warehouse,WH-LYON,France South-East,lost_sales_revenue,20529.57,10166.757500000002,4106.894093084476,2.523272396395551,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00149,2025-03-26,warehouse,WH-LIS,Portugal South,lost_sales_revenue,22448.27,5910.61,5139.703810228911,3.21762899392902,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00150,2025-03-25,warehouse,WH-LIS,Portugal South,lost_sales_revenue,20440.17,5242.3607142857145,4333.844210648318,3.5067733280243543,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00151,2025-03-18,supplier,SUP-012,Global,avg_delay_days,2.3333333333333335,0.6955414377289377,0.3009217394832653,5.442584169614226,Critical,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00152,2025-03-18,supplier,SUP-012,Global,late_rate,0.6666666666666666,0.3685210622710623,0.08339240851772527,3.575212776499107,High,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00153,2025-03-18,supplier,SUP-010,Global,avg_delay_days,2.888888888888889,1.1261904761904762,0.6937606610894594,2.540787495690989,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00154,2025-03-14,warehouse,WH-LIS,Portugal South,lost_sales_revenue,13991.65,5019.370714285715,3279.0301521130045,2.7362600737088543,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00155,2025-03-14,warehouse,WH-LIS,Portugal South,stockout_rate,0.06564597315436242,0.02755901608216999,0.01486487149368172,2.5622123331763214,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00156,2025-03-13,warehouse,WH-MAD,Spain Central,stockout_rate,0.12701100762066045,0.06074745678490767,0.024846859152845617,2.6668783538447296,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00157,2025-03-11,warehouse,WH-MAD,Spain Central,stockout_rate,0.11539376635736379,0.05493775826680206,0.021502679860953635,2.811556907394729,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00158,2025-03-10,warehouse,WH-LYON,France South-East,stockout_rate,0.1349575691212702,0.057660340027554116,0.01991057674690136,3.8822194894854403,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00159,2025-03-09,warehouse,WH-LYON,France South-East,stockout_rate,0.11314285714285714,0.0553399985058824,0.016738270127876168,3.4533352727238515,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00160,2025-03-09,warehouse,WH-LYON,France South-East,lost_sales_revenue,18234.51,6896.391071428572,3866.0441816087373,2.9327442719119188,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00161,2025-02-08,warehouse,WH-LIS,Portugal South,stockout_rate,0.05693702068324425,0.018515176665684363,0.011684223964913006,3.2883522374218677,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00162,2025-02-08,warehouse,WH-LIS,Portugal South,lost_sales_revenue,14964.390000000001,4119.177142857143,4261.8543127235735,2.5447169380626096,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00163,2025-02-06,warehouse,WH-MAD,Spain Central,lost_sales_revenue,25569.19,7981.2985714285705,6554.321556837125,2.6834038086252665,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00164,2025-01-28,warehouse,WH-LYON,France South-East,lost_sales_revenue,28874.45,10215.817500000001,6176.044213586485,3.0211300072874256,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00165,2025-01-26,warehouse,WH-LYON,France South-East,lost_sales_revenue,25530.12,10013.695000000002,5711.4449867168205,2.716724933197596,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00166,2025-01-21,supplier,SUP-007,Global,late_rate,0.6363636363636364,0.417438668357786,0.08356393756705059,2.619849834507713,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00167,2025-01-21,supplier,SUP-002,Global,late_rate,0.75,0.5289065713698067,0.09655449193466535,2.289830583747451,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00168,2025-01-21,supplier,SUP-007,Global,avg_delay_days,2.1818181818181817,1.3032684737647975,0.42262212478115563,2.0788067082581616,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00169,2025-01-14,supplier,SUP-011,Global,late_rate,0.6666666666666666,0.3292748917748918,0.16866235435282967,2.0003976357757653,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00170,2024-12-31,supplier,SUP-012,Global,avg_delay_days,1.25,0.6184014933724686,0.3015767975276762,2.0943206234875165,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00171,2024-12-31,supplier,SUP-006,Global,late_rate,1.0,0.47916666666666663,0.2549120607781412,2.0431882734125812,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00172,2024-12-31,supplier,SUP-005,Global,late_rate,0.7142857142857143,0.4765873015873016,0.11865543867321156,2.003266056375695,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00173,2024-12-24,supplier,SUP-008,Global,avg_delay_days,2.7222222222222223,1.36056786350904,0.5109338848471335,2.6650304454177594,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00174,2024-12-24,supplier,SUP-011,Global,avg_delay_days,1.125,0.4877795815295815,0.27377033871594275,2.3275728899600856,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00175,2024-12-20,warehouse,WH-PORTO,Portugal North,stockout_rate,0.2047887872299007,0.08468624084250723,0.02905064872018003,4.134246623689483,Critical,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00176,2024-12-20,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,40848.57,13608.17142857143,7837.463813884776,3.4756649878459074,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00177,2024-12-17,supplier,SUP-005,Global,late_rate,0.6666666666666666,0.4341991341991342,0.07982566265630843,2.9121904501867744,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00178,2024-12-17,supplier,SUP-010,Global,avg_delay_days,3.125,0.9273809523809523,0.8164202043760179,2.6917744512443402,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00179,2024-12-17,supplier,SUP-012,Global,late_rate,0.5333333333333333,0.36076508952863445,0.08536196442808285,2.0216058166056734,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00180,2024-12-16,warehouse,WH-LIS,Portugal South,stockout_rate,0.12834135812717914,0.04624343198247975,0.017366264227127066,4.72743735042669,Critical,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00181,2024-12-16,warehouse,WH-LIS,Portugal South,lost_sales_revenue,33979.89,8339.115,6199.365688425389,4.13603202144906,Critical,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00182,2024-12-15,warehouse,WH-LIS,Portugal South,lost_sales_revenue,24143.829999999998,7549.319642857144,5477.980716240241,3.0293115687585583,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00183,2024-12-15,warehouse,WH-LIS,Portugal South,stockout_rate,0.09050317705650009,0.04394776317487268,0.015440596463166128,3.0151305354483124,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00184,2024-12-14,warehouse,WH-LYON,France South-East,stockout_rate,0.24957139358314964,0.12274012797978337,0.040485935347765525,3.1327241056409547,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00185,2024-12-14,warehouse,WH-PORTO,Portugal North,stockout_rate,0.14591643921897962,0.07894257061630741,0.02449276666728176,2.734434599098929,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00186,2024-12-13,warehouse,WH-LYON,France South-East,lost_sales_revenue,38796.51,15333.14607142857,6692.958444198869,3.5056790093935715,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00187,2024-12-13,warehouse,WH-LYON,France South-East,stockout_rate,0.22501998401278978,0.11758564093304799,0.035910769091197864,2.991702650725884,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00188,2024-12-12,warehouse,WH-LYON,France South-East,lost_sales_revenue,30237.839999999997,14877.525357142857,6043.460601961054,2.5416422236413427,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00189,2024-12-11,warehouse,WH-LYON,France South-East,lost_sales_revenue,32993.22,14417.619285714285,5016.533794124393,3.702875626202769,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00190,2024-12-11,warehouse,WH-LYON,France South-East,stockout_rate,0.21074745687748783,0.11147723920583359,0.02746405038308636,3.614551251070725,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00191,2024-12-11,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,28206.55,9565.027142857143,5901.52839748273,3.1587618666876724,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00192,2024-12-10,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,25224.8,8974.859642857144,5041.032636904541,3.2235340509759474,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00193,2024-12-10,warehouse,WH-LIS,Portugal South,lost_sales_revenue,16610.18,5905.342857142858,4161.67674891216,2.5722413797888866,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00194,2024-12-09,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,27441.079999999998,8298.2375,3509.4249744901003,5.454694897069667,Critical,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00195,2024-12-09,warehouse,WH-PORTO,Portugal North,stockout_rate,0.14673366834170853,0.07472632113929822,0.018324931144421956,3.9294743666378844,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00196,2024-12-09,warehouse,WH-LYON,France South-East,stockout_rate,0.18446813139003698,0.10668996402452886,0.02015283528334096,3.85941562425225,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00197,2024-12-08,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,18633.49,8323.466428571428,3588.1325130895475,2.87336756204446,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00198,2024-12-08,warehouse,WH-MAD,Spain Central,stockout_rate,0.19817810001859082,0.10729396191218896,0.03226729984098296,2.8166019020584168,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00199,2024-12-05,warehouse,WH-MAD,Spain Central,stockout_rate,0.1939949958298582,0.10301962818314926,0.026812368771959572,3.393037311266999,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00200,2024-12-05,warehouse,WH-MAD,Spain Central,lost_sales_revenue,39805.07,18390.200714285715,7868.352128020552,2.7216460241341083,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00201,2024-12-05,warehouse,WH-LYON,France South-East,stockout_rate,0.14790545284343554,0.09789726892481054,0.018947494010330048,2.639303323772572,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00202,2024-12-03,supplier,SUP-009,Global,avg_delay_days,2.2,0.6278357059607059,0.3934313007619889,3.9960325754314963,High,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00203,2024-12-03,supplier,SUP-004,Global,late_rate,0.8181818181818182,0.35982142857142857,0.20772920180561724,2.2065284304096098,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00204,2024-12-03,supplier,SUP-009,Global,late_rate,0.7,0.3863827145077145,0.15063228537156112,2.082005758053083,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00205,2024-11-26,supplier,SUP-008,Global,avg_delay_days,2.4,1.2783695793370715,0.2942001273000698,3.8124742873374764,High,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00206,2024-11-26,supplier,SUP-009,Global,avg_delay_days,1.3333333333333333,0.5861690392940392,0.31856997203470855,2.3453694937634917,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00207,2024-11-19,supplier,SUP-001,Global,avg_delay_days,8.307692307692308,4.208467023172905,1.4581810444561571,2.811190901228763,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00208,2024-11-19,supplier,SUP-001,Global,late_rate,0.7692307692307693,0.5484004965622613,0.10577690100393031,2.087698453751284,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00209,2024-11-11,warehouse,WH-MAD,Spain Central,lost_sales_revenue,31513.04,11250.475357142857,6538.088551320439,3.0991572665018268,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00210,2024-11-08,warehouse,WH-MAD,Spain Central,stockout_rate,0.16121162837975198,0.07221368677622104,0.025319112693017874,3.5150497840342347,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00211,2024-11-05,supplier,SUP-010,Global,late_rate,1.0,0.41527777777777775,0.21495559608728865,2.720200045337641,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00212,2024-11-05,supplier,SUP-007,Global,avg_delay_days,2.3157894736842106,1.4365812496327202,0.3533174088449435,2.4884373145545706,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00213,2024-11-05,supplier,SUP-006,Global,avg_delay_days,6.5,3.0863095238095237,1.5702782586292814,2.1739398462858017,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00214,2024-10-28,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,23231.93,9027.211428571429,4622.1425703099885,3.0731891877744304,High,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00215,2024-10-23,warehouse,WH-LIS,Portugal South,lost_sales_revenue,26371.33,8500.686785714286,6072.880121442812,2.9426965223940496,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00216,2024-10-23,warehouse,WH-LIS,Portugal South,stockout_rate,0.11314634611715321,0.042902195638436065,0.024641490548335684,2.8506453512188825,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00217,2024-10-23,warehouse,WH-PORTO,Portugal North,lost_sales_revenue,17135.4,7637.686428571428,3351.4990588250434,2.8338702785607364,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00218,2024-10-22,warehouse,WH-LIS,Portugal South,stockout_rate,0.10830254715146802,0.041104011601726734,0.021303171454517784,3.154391152191118,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00219,2024-10-22,warehouse,WH-LIS,Portugal South,lost_sales_revenue,22470.61,7892.382857142858,5442.00504523829,2.6788338161525544,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00220,2024-10-22,supplier,SUP-006,Global,avg_delay_days,5.75,2.4717261904761907,1.2557760539731702,2.610556077376715,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00221,2024-10-15,supplier,SUP-006,Global,avg_delay_days,5.0,1.9300595238095237,0.8910398171699816,3.4453460070290336,High,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00222,2024-10-15,supplier,SUP-006,Global,late_rate,1.0,0.42336309523809523,0.1869204004679831,3.0849329624707003,High,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00223,2024-10-15,supplier,SUP-011,Global,avg_delay_days,1.4285714285714286,0.5006493506493507,0.44853258617050945,2.0687952370295095,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00224,2024-10-15,supplier,SUP-011,Global,late_rate,0.5714285714285714,0.27654220779220784,0.1466240739978584,2.0111728967554856,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00225,2024-10-09,warehouse,WH-MAD,Spain Central,lost_sales_revenue,31162.489999999998,13790.416428571427,6788.6064122415855,2.5590043841844032,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00226,2024-10-08,supplier,SUP-006,Global,avg_delay_days,3.75,1.7113095238095237,0.5165212654742072,3.94696329553595,High,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00227,2024-10-08,supplier,SUP-007,Global,late_rate,0.6363636363636364,0.4646695409853304,0.05635106428619077,3.046865175541694,High,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00228,2024-10-08,warehouse,WH-MAD,Spain Central,lost_sales_revenue,30607.62,12995.732142857143,6004.09329159475,2.9333134916138115,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00229,2024-10-08,supplier,SUP-006,Global,late_rate,0.75,0.3712797619047619,0.13324893693764103,2.8422008220033663,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00230,2024-10-08,supplier,SUP-009,Global,late_rate,0.5555555555555556,0.2849882756132756,0.1312109125807688,2.0620790955609603,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00231,2024-10-01,supplier,SUP-009,Global,avg_delay_days,1.0,0.3889655483405483,0.24694215732673633,2.4744031487947775,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00232,2024-10-01,supplier,SUP-009,Global,late_rate,0.5,0.25998827561327564,0.09964898057485683,2.408571798749374,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00233,2024-10-01,supplier,SUP-011,Global,late_rate,0.5714285714285714,0.2767045454545455,0.12399388481322125,2.3769238815122598,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00234,2024-10-01,supplier,SUP-005,Global,late_rate,0.7777777777777778,0.5055309274059274,0.1306166355994436,2.0843198810198884,Medium,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00235,2024-09-17,supplier,SUP-002,Global,avg_delay_days,8.083333333333334,5.181671106671106,1.3991669203542276,2.0738499348795445,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00236,2024-09-14,warehouse,WH-LIS,Portugal South,stockout_rate,0.12916224814422056,0.06720249421639353,0.024206903186127535,2.5595902727175304,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00237,2024-09-12,warehouse,WH-LYON,France South-East,stockout_rate,0.20493150684931508,0.09995438716931601,0.03941129045748168,2.6636306109603836,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00238,2024-09-11,warehouse,WH-LYON,France South-East,stockout_rate,0.208130081300813,0.09646749989318201,0.03333693380128658,3.3495156475164967,High,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00239,2024-09-11,warehouse,WH-LYON,France South-East,lost_sales_revenue,24023.64,10544.298214285713,4964.134849906087,2.715345612734371,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00240,2024-09-10,supplier,SUP-012,Global,avg_delay_days,2.888888888888889,0.7216320240217299,0.5959788851849223,3.6364658526361975,High,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00241,2024-09-10,supplier,SUP-012,Global,late_rate,0.8888888888888888,0.37914650708768355,0.1634115852827209,3.11937725173703,High,Supplier late-delivery spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00242,2024-09-10,supplier,SUP-010,Global,avg_delay_days,1.875,0.6035714285714286,0.4260907039373883,2.9839387709697625,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00243,2024-09-10,warehouse,WH-LIS,Portugal South,lost_sales_revenue,26698.92,10628.519285714287,5540.711307047494,2.900421953738143,Medium,Warehouse lost-sales spike vs 4-week baseline,review demand shock and recover priority SKUs
ALT-00244,2024-09-10,warehouse,WH-LIS,Portugal South,stockout_rate,0.11547256097560976,0.0633729989312394,0.020709593242855796,2.5157211652306684,Medium,Warehouse stockout spike vs 4-week baseline,expedite replenishment and rebalance stock across warehouses
ALT-00245,2024-08-27,supplier,SUP-005,Global,avg_delay_days,5.363636363636363,2.031164321789322,0.6287655877511178,5.300022944586024,Critical,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
ALT-00246,2024-08-27,supplier,SUP-004,Global,avg_delay_days,3.142857142857143,1.5973800505050506,0.7243026687149496,2.133744854335635,Medium,Supplier delay-duration spike vs 8-week baseline,investigate supplier reliability and trigger corrective plan
