product_id,warehouse_id,supplier_id,service_risk_score,stockout_risk_score,excess_inventory_score,supplier_risk_score,working_capital_risk_score,governance_priority_score,risk_tier,main_risk_driver,recommended_action
SKU-0018,WH-LIS,SUP-004,42.8131,48.3763,3.4998,58.9776,4.3747,31.8068,Low,Supplier Risk,monitor only
SKU-0075,WH-PORTO,SUP-002,8.4799,9.6678,51.5855,96.0268,17.2161,31.7308,Low,Supplier Risk,monitor only
SKU-0113,WH-MAD,SUP-003,7.9837,5.493,49.4832,98.2581,24.387,31.646,Low,Supplier Risk,monitor only
SKU-0074,WH-MAD,SUP-001,27.3251,38.8621,0.0,95.1584,8.8385,31.5704,Low,Supplier Risk,monitor only
SKU-0085,WH-LIS,SUP-003,23.5079,5.5122,38.0945,98.2581,4.8717,31.5254,Low,Supplier Risk,monitor only
SKU-0119,WH-LYON,SUP-001,18.2129,15.7189,29.0207,95.1584,14.5841,31.4129,Low,Supplier Risk,monitor only
SKU-0035,WH-LYON,SUP-012,44.7444,59.7492,0.0,44.9673,0.0,31.0782,Low,Stockout Risk,monitor only
SKU-0056,WH-LYON,SUP-007,41.7954,39.6879,7.6467,56.9883,9.5584,31.0538,Low,Supplier Risk,monitor only
SKU-0078,WH-LYON,SUP-006,34.4738,14.715,35.2278,62.915,7.2008,30.9949,Low,Supplier Risk,monitor only
SKU-0071,WH-LIS,SUP-003,8.6758,7.441,49.5234,98.2581,14.5234,30.9085,Low,Supplier Risk,monitor only
SKU-0004,WH-LIS,SUP-006,20.0,0.0,60.3663,62.915,28.2521,30.8876,Low,Supplier Risk,monitor only
SKU-0045,WH-PORTO,SUP-010,50.4929,53.9203,0.0,42.5558,0.0,30.7897,Low,Stockout Risk,monitor only
SKU-0061,WH-PORTO,SUP-002,24.2496,3.8122,32.0943,96.0268,10.4669,30.7202,Low,Supplier Risk,monitor only
SKU-0028,WH-LIS,SUP-008,39.5397,54.1527,0.3488,56.5939,0.436,30.6029,Low,Supplier Risk,monitor only
SKU-0033,WH-LYON,SUP-005,39.6348,43.823,3.1777,62.2282,3.9721,30.4286,Low,Supplier Risk,monitor only
SKU-0024,WH-PORTO,SUP-005,37.713,24.6903,18.4912,62.2282,10.8961,30.4028,Low,Supplier Risk,monitor only
SKU-0113,WH-PORTO,SUP-003,0.0,0.0,54.4535,98.2581,34.5743,30.3633,Low,Supplier Risk,monitor only
SKU-0043,WH-LYON,SUP-005,34.5197,51.7361,1.2787,62.2282,1.5984,30.1538,Low,Supplier Risk,monitor only
SKU-0103,WH-LIS,SUP-001,18.576,25.15,17.5223,95.1584,4.897,30.1075,Low,Supplier Risk,monitor only
SKU-0035,WH-MAD,SUP-012,42.238,57.8174,0.0,44.9673,0.0,30.0517,Low,Stockout Risk,monitor only
SKU-0036,WH-PORTO,SUP-001,14.6147,6.4432,41.3116,95.1584,10.8649,29.9844,Low,Supplier Risk,monitor only
SKU-0061,WH-LIS,SUP-002,20.4873,0.0,36.3992,96.0268,13.5722,29.9624,Low,Supplier Risk,monitor only
SKU-0113,WH-LYON,SUP-003,3.7486,3.3397,48.2307,98.2581,25.2091,29.7914,Low,Supplier Risk,monitor only
SKU-0053,WH-MAD,SUP-008,48.9474,40.3154,0.0,56.5939,0.0,29.6718,Low,Supplier Risk,monitor only
SKU-0103,WH-MAD,SUP-001,23.6098,34.0154,3.124,95.1584,3.905,29.6715,Low,Supplier Risk,monitor only
SKU-0001,WH-LIS,SUP-007,42.5215,46.2888,0.0,56.9883,0.0,29.5068,Low,Supplier Risk,monitor only
SKU-0056,WH-MAD,SUP-007,38.2194,34.4955,8.6422,56.9883,10.8027,29.4663,Low,Supplier Risk,monitor only
SKU-0085,WH-MAD,SUP-003,21.098,0.0,36.2553,98.2581,6.2166,29.447,Low,Supplier Risk,monitor only
SKU-0036,WH-LYON,SUP-001,17.6551,11.2842,28.4347,95.1584,9.1327,29.4013,Low,Supplier Risk,monitor only
SKU-0042,WH-LYON,SUP-008,38.027,50.6836,0.0,56.5939,0.0,29.3319,Low,Supplier Risk,monitor only
SKU-0004,WH-PORTO,SUP-006,20.0,0.0,55.512,62.915,23.2427,29.3125,Low,Supplier Risk,monitor only
SKU-0119,WH-PORTO,SUP-001,11.3581,9.8477,39.2232,95.1584,10.0135,29.2613,Low,Supplier Risk,monitor only
SKU-0028,WH-PORTO,SUP-008,35.6735,52.2092,0.0,56.5939,0.0,29.1027,Low,Supplier Risk,monitor only
SKU-0075,WH-LIS,SUP-002,0.6898,0.0,56.6093,96.0268,22.6129,28.9267,Low,Supplier Risk,monitor only
SKU-0043,WH-PORTO,SUP-005,37.3979,39.1625,3.2195,62.2282,4.0244,28.8839,Low,Supplier Risk,monitor only
SKU-0068,WH-PORTO,SUP-006,29.0949,52.3612,0.0,62.915,0.0,28.5686,Low,Supplier Risk,monitor only
SKU-0113,WH-LIS,SUP-003,4.1309,2.2906,46.1402,98.2581,19.9357,28.5607,Low,Supplier Risk,monitor only
SKU-0069,WH-LIS,SUP-006,27.58,6.7826,41.8601,62.915,7.8637,28.4683,Low,Supplier Risk,monitor only
SKU-0042,WH-MAD,SUP-008,37.0186,47.5829,0.0,56.5939,0.0,28.4077,Low,Supplier Risk,monitor only
SKU-0053,WH-LYON,SUP-008,42.1612,41.4399,0.0,56.5939,0.6305,28.3788,Low,Supplier Risk,monitor only
SKU-0093,WH-PORTO,SUP-005,39.964,39.9097,0.0,62.2282,0.0,28.328,Low,Supplier Risk,monitor only
SKU-0087,WH-PORTO,SUP-003,7.633,6.7193,41.9865,98.2581,7.5545,28.1046,Low,Supplier Risk,monitor only
SKU-0011,WH-LIS,SUP-010,20.0,0.0,61.6155,42.5558,29.1392,27.9792,Low,Excess Inventory,monitor only
SKU-0093,WH-LIS,SUP-005,41.2128,36.443,0.2166,62.2282,0.2707,27.9549,Low,Supplier Risk,monitor only
SKU-0078,WH-MAD,SUP-006,26.2032,12.3321,35.0,62.915,4.7345,27.6032,Low,Supplier Risk,monitor only
SKU-0004,WH-MAD,SUP-006,20.9204,0.1059,49.0918,62.915,16.6774,27.5372,Low,Supplier Risk,monitor only
SKU-0071,WH-MAD,SUP-003,0.7191,0.0,51.5185,98.2581,16.5185,27.5229,Low,Supplier Risk,monitor only
SKU-0036,WH-LIS,SUP-001,8.2685,0.0,44.8771,95.1584,12.3464,27.5123,Low,Supplier Risk,monitor only
SKU-0097,WH-MAD,SUP-007,32.1834,43.3775,0.0,56.9883,7.7192,27.4659,Low,Supplier Risk,monitor only
SKU-0069,WH-MAD,SUP-006,25.8901,7.5971,39.5427,62.915,5.1732,27.3467,Low,Supplier Risk,monitor only
SKU-0039,WH-MAD,SUP-008,29.4502,44.0653,2.6301,56.5939,3.2877,26.9089,Low,Supplier Risk,monitor only
SKU-0103,WH-PORTO,SUP-001,12.2437,17.3772,19.4392,95.1584,4.2152,26.8106,Low,Supplier Risk,monitor only
SKU-0023,WH-LIS,SUP-007,31.6468,37.5384,4.3095,56.9883,5.3869,26.7603,Low,Supplier Risk,monitor only
SKU-0111,WH-MAD,SUP-005,23.4767,40.9931,2.8061,62.2282,10.4806,26.7502,Low,Supplier Risk,monitor only
SKU-0072,WH-LIS,SUP-008,20.0,0.0,51.2025,56.5939,17.5687,26.7311,Low,Supplier Risk,monitor only
SKU-0103,WH-LYON,SUP-001,9.7444,17.4922,21.5804,95.1584,5.1594,26.6037,Low,Supplier Risk,monitor only
SKU-0062,WH-MAD,SUP-001,23.9034,3.5356,20.171,95.1584,0.0,26.5811,Low,Supplier Risk,monitor only
SKU-0051,WH-LYON,SUP-007,31.1663,43.1841,1.1605,56.9883,1.4507,26.5802,Low,Supplier Risk,monitor only
SKU-0045,WH-LYON,SUP-010,40.4877,45.6772,0.0,42.5558,0.0,26.575,Low,Stockout Risk,monitor only
SKU-0104,WH-LYON,SUP-008,35.2534,26.692,8.7958,56.5939,7.5997,26.563,Low,Supplier Risk,monitor only
SKU-0009,WH-LIS,SUP-005,20.0,0.0,47.3404,62.2282,14.5408,26.5135,Low,Supplier Risk,monitor only
SKU-0009,WH-MAD,SUP-005,30.0705,11.2214,23.4968,62.2282,7.9192,26.39,Low,Supplier Risk,monitor only
SKU-0032,WH-LYON,SUP-009,41.0676,46.3091,0.0,39.6503,0.0,26.3883,Low,Stockout Risk,monitor only
SKU-0019,WH-LYON,SUP-012,38.7846,44.5713,0.0,44.9673,0.0,26.3088,Low,Supplier Risk,monitor only
SKU-0041,WH-PORTO,SUP-006,23.5592,24.931,20.0681,62.915,1.9234,26.291,Low,Supplier Risk,monitor only
SKU-0002,WH-MAD,SUP-012,37.075,43.3785,1.4594,44.9673,1.8243,26.2417,Low,Supplier Risk,monitor only
SKU-0067,WH-LYON,SUP-006,23.0211,47.1332,0.5154,62.915,0.6442,26.1747,Low,Supplier Risk,monitor only
SKU-0078,WH-PORTO,SUP-006,26.3398,7.8705,35.0,62.915,1.0036,26.1403,Low,Supplier Risk,monitor only
SKU-0004,WH-LYON,SUP-006,20.4865,0.0,44.9091,62.915,12.256,26.0118,Low,Supplier Risk,monitor only
SKU-0074,WH-PORTO,SUP-001,12.8932,20.0148,8.2695,95.1584,9.2115,25.9973,Low,Supplier Risk,monitor only
SKU-0069,WH-PORTO,SUP-006,20.2051,0.0,45.328,62.915,12.0778,25.9779,Low,Supplier Risk,monitor only
SKU-0119,WH-MAD,SUP-001,6.3896,5.6338,28.973,95.1584,16.8717,25.9589,Low,Supplier Risk,monitor only
SKU-0057,WH-LYON,SUP-005,28.8857,40.8108,0.0,62.2282,0.0,25.8674,Low,Supplier Risk,monitor only
SKU-0015,WH-LYON,SUP-012,39.2519,41.2175,0.0,44.9673,0.0,25.6831,Low,Supplier Risk,monitor only
SKU-0039,WH-LYON,SUP-008,30.9058,38.4364,1.7719,56.5939,2.2148,25.6637,Low,Supplier Risk,monitor only
SKU-0051,WH-PORTO,SUP-007,29.349,37.099,2.4193,56.9883,3.0241,25.3277,Low,Supplier Risk,monitor only
SKU-0006,WH-PORTO,SUP-007,34.6472,32.8138,1.35,56.9883,1.6875,25.2127,Low,Supplier Risk,monitor only
SKU-0072,WH-PORTO,SUP-008,20.0,0.0,46.0867,56.5939,11.9943,25.0298,Low,Supplier Risk,monitor only
SKU-0062,WH-LIS,SUP-001,21.2086,1.3636,18.2558,95.1584,0.0,24.9968,Low,Supplier Risk,monitor only
SKU-0041,WH-MAD,SUP-006,21.828,28.06,12.9773,62.915,2.1228,24.8901,Low,Supplier Risk,monitor only
SKU-0064,WH-LIS,SUP-005,20.1856,0.0,40.9859,62.2282,10.3515,24.8389,Low,Supplier Risk,monitor only
SKU-0002,WH-PORTO,SUP-012,40.4664,33.3683,1.2157,44.9673,1.5197,24.7523,Low,Supplier Risk,monitor only
SKU-0011,WH-PORTO,SUP-010,20.0,0.0,51.7209,42.5558,18.7985,24.7505,Low,Excess Inventory,monitor only
SKU-0097,WH-LYON,SUP-007,23.3878,40.3605,0.0,56.9883,8.0923,24.7434,Low,Supplier Risk,monitor only
SKU-0009,WH-PORTO,SUP-005,20.1194,0.0,41.7433,62.2282,8.4291,24.6862,Low,Supplier Risk,monitor only
SKU-0033,WH-LIS,SUP-005,21.9016,26.3864,10.5342,62.2282,6.2508,24.4212,Low,Supplier Risk,monitor only
SKU-0102,WH-LYON,SUP-009,32.5885,38.2769,0.0,39.6503,12.9424,24.3982,Low,Supplier Risk,monitor only
SKU-0017,WH-MAD,SUP-008,31.8046,26.3683,4.5186,56.5939,5.6483,24.3644,Low,Supplier Risk,monitor only
SKU-0019,WH-MAD,SUP-012,34.1585,39.4225,0.6834,44.9673,0.8542,24.3494,Low,Supplier Risk,monitor only
SKU-0020,WH-LIS,SUP-008,20.2913,0.0,42.2709,56.5939,11.209,24.3204,Low,Supplier Risk,monitor only
SKU-0020,WH-LYON,SUP-008,32.099,17.4854,10.2934,56.5939,7.8308,24.1723,Low,Supplier Risk,monitor only
SKU-0119,WH-LIS,SUP-001,0.0,0.0,40.6951,95.1584,10.7341,24.0532,Low,Supplier Risk,monitor only
SKU-0017,WH-LYON,SUP-008,34.7749,22.0455,4.2583,56.5939,5.3229,24.0182,Low,Supplier Risk,monitor only
SKU-0021,WH-PORTO,SUP-008,34.1831,25.6378,2.659,56.5939,3.3238,24.0028,Low,Supplier Risk,monitor only
SKU-0064,WH-PORTO,SUP-005,20.0,0.0,37.3865,62.2282,8.9675,23.9415,Low,Supplier Risk,monitor only
SKU-0120,WH-PORTO,SUP-004,20.9448,3.6364,36.3987,58.9776,5.2368,23.8048,Low,Supplier Risk,monitor only
SKU-0079,WH-LYON,SUP-010,24.7824,46.5836,0.0,42.5558,5.1076,23.7202,Low,Stockout Risk,monitor only
SKU-0066,WH-MAD,SUP-012,23.5333,49.2723,0.0,44.9673,0.2574,23.7187,Low,Stockout Risk,monitor only
SKU-0104,WH-PORTO,SUP-008,30.1755,13.3268,14.9318,56.5939,6.4245,23.7121,Low,Supplier Risk,monitor only
SKU-0094,WH-LYON,SUP-007,20.5178,1.3636,27.8317,56.9883,22.2696,23.7009,Low,Supplier Risk,monitor only
SKU-0067,WH-MAD,SUP-006,23.1271,33.6201,1.6098,62.915,2.0122,23.6814,Low,Supplier Risk,monitor only
SKU-0104,WH-MAD,SUP-008,32.5316,24.4578,0.6862,56.5939,8.5769,23.6088,Low,Supplier Risk,monitor only
SKU-0057,WH-MAD,SUP-005,23.5409,36.3351,0.0,62.2282,0.0,23.6,Low,Supplier Risk,monitor only
SKU-0120,WH-MAD,SUP-004,22.3395,2.1746,34.1738,58.9776,5.3626,23.5187,Low,Supplier Risk,monitor only
SKU-0056,WH-LIS,SUP-007,23.5415,2.1854,26.6543,56.9883,13.9181,23.4077,Low,Supplier Risk,monitor only
SKU-0120,WH-LYON,SUP-004,20.1606,0.0,39.2136,58.9776,5.267,23.2804,Low,Supplier Risk,monitor only
SKU-0040,WH-PORTO,SUP-007,28.8067,17.1446,7.9349,56.9883,9.9186,23.0965,Low,Supplier Risk,monitor only
SKU-0011,WH-MAD,SUP-010,20.0,0.0,46.3262,42.5558,13.2812,23.007,Low,Excess Inventory,monitor only
SKU-0033,WH-MAD,SUP-005,23.3411,25.4112,4.3103,62.2282,5.3878,22.9376,Low,Supplier Risk,monitor only
SKU-0094,WH-LIS,SUP-007,20.0,0.0,35.0,56.9883,10.7039,22.9167,Low,Supplier Risk,monitor only
SKU-0072,WH-MAD,SUP-008,20.0,0.0,39.0877,56.5939,5.2248,22.8223,Low,Supplier Risk,monitor only
SKU-0011,WH-LYON,SUP-010,20.0,0.0,45.7486,42.5558,12.5584,22.8019,Low,Excess Inventory,monitor only
SKU-0042,WH-PORTO,SUP-008,22.5169,37.7017,0.0,56.5939,0.0,22.7534,Low,Supplier Risk,monitor only
SKU-0094,WH-PORTO,SUP-007,20.0,0.0,30.1573,56.9883,14.8079,22.6195,Low,Supplier Risk,monitor only
SKU-0078,WH-LIS,SUP-006,20.5146,0.0,35.0,62.915,0.0,22.5208,Low,Supplier Risk,monitor only
SKU-0072,WH-LYON,SUP-008,20.0,0.0,37.3883,56.5939,4.7351,22.4478,Low,Supplier Risk,monitor only
SKU-0076,WH-MAD,SUP-008,20.5602,38.2663,0.0,56.5939,0.0,22.4081,Low,Supplier Risk,monitor only
SKU-0120,WH-LIS,SUP-004,20.5227,0.0,32.794,58.9776,5.8608,22.3167,Low,Supplier Risk,monitor only
SKU-0021,WH-LIS,SUP-008,28.3912,20.8285,4.207,56.5939,5.2587,22.1971,Low,Supplier Risk,monitor only
SKU-0111,WH-LYON,SUP-005,14.2112,28.3632,2.118,62.2282,14.4706,22.1413,Low,Supplier Risk,monitor only
SKU-0064,WH-MAD,SUP-005,20.3433,0.0,25.1347,62.2282,10.9702,22.1196,Low,Supplier Risk,monitor only
SKU-0057,WH-PORTO,SUP-005,24.6929,28.1797,0.0,62.2282,0.0,22.0823,Low,Supplier Risk,monitor only
SKU-0020,WH-PORTO,SUP-008,21.0504,0.0,29.0745,56.5939,10.1034,22.018,Low,Supplier Risk,monitor only
SKU-0040,WH-LIS,SUP-007,28.936,10.4547,8.7798,56.9883,10.9747,22.0064,Low,Supplier Risk,monitor only
SKU-0054,WH-LYON,SUP-009,34.5841,30.7507,1.1764,39.6503,1.4705,21.8976,Low,Supplier Risk,monitor only
SKU-0104,WH-LIS,SUP-008,32.5142,19.8527,1.1479,56.5939,2.8115,21.8951,Low,Supplier Risk,monitor only
SKU-0064,WH-LYON,SUP-005,22.3888,2.1755,16.7716,62.2282,13.7454,21.758,Low,Supplier Risk,monitor only
SKU-0033,WH-PORTO,SUP-005,21.4872,19.1868,6.5158,62.2282,5.3318,21.6448,Low,Supplier Risk,monitor only
SKU-0094,WH-MAD,SUP-007,20.7164,1.3636,17.2982,56.9883,21.8965,21.6072,Low,Supplier Risk,monitor only
SKU-0006,WH-LIS,SUP-007,26.9412,21.7969,2.7197,56.9883,3.3997,21.508,Low,Supplier Risk,monitor only
SKU-0090,WH-PORTO,SUP-004,17.5269,35.445,0.0,58.9776,0.0,21.4408,Low,Supplier Risk,monitor only
SKU-0056,WH-PORTO,SUP-007,22.2024,11.5221,11.5929,56.9883,11.6782,21.3988,Low,Supplier Risk,monitor only
SKU-0101,WH-LYON,SUP-004,28.8036,16.7474,0.0,58.9776,9.2115,21.3233,Low,Supplier Risk,monitor only
SKU-0109,WH-LIS,SUP-008,20.1989,0.0,27.7051,56.5939,7.7008,21.1797,Low,Supplier Risk,monitor only
SKU-0097,WH-PORTO,SUP-007,19.5528,30.2695,0.0,56.9883,4.3614,21.0807,Low,Supplier Risk,monitor only
SKU-0015,WH-MAD,SUP-012,30.7604,27.3307,0.8923,44.9673,1.1154,20.9603,Low,Supplier Risk,monitor only
SKU-0052,WH-MAD,SUP-012,23.6325,27.5776,4.4433,44.9673,5.5541,20.7776,Low,Supplier Risk,monitor only
SKU-0117,WH-LYON,SUP-011,20.7225,0.0,35.0,33.8773,20.0311,20.7415,Low,Excess Inventory,monitor only
SKU-0041,WH-LIS,SUP-006,9.8602,4.4504,33.8105,62.915,3.7115,20.609,Low,Supplier Risk,monitor only
SKU-0086,WH-LIS,SUP-004,27.7459,20.4612,0.0,58.9776,0.0,20.5969,Low,Supplier Risk,monitor only
SKU-0101,WH-MAD,SUP-004,27.7707,15.878,1.0628,58.9776,4.5706,20.4895,Low,Supplier Risk,monitor only
SKU-0109,WH-PORTO,SUP-008,23.6511,1.8981,18.0842,56.5939,5.9346,20.3199,Low,Supplier Risk,monitor only
SKU-0045,WH-LIS,SUP-010,28.7104,30.0691,0.0,42.5558,0.0,20.3146,Low,Supplier Risk,monitor only
SKU-0027,WH-MAD,SUP-008,20.0908,22.3575,3.6141,56.5939,4.5176,20.2953,Low,Supplier Risk,monitor only
SKU-0032,WH-MAD,SUP-009,29.7052,30.9293,0.0,39.6503,0.0,20.2777,Low,Supplier Risk,monitor only
SKU-0102,WH-MAD,SUP-009,30.57,20.528,0.0,39.6503,14.4348,20.2179,Low,Supplier Risk,monitor only
SKU-0027,WH-LYON,SUP-008,19.5348,24.0766,2.6173,56.5939,3.2717,20.1264,Low,Supplier Risk,monitor only
SKU-0043,WH-LIS,SUP-005,17.0142,17.4829,4.9051,62.2282,6.1313,19.9218,Low,Supplier Risk,monitor only
SKU-0068,WH-LIS,SUP-006,15.5905,27.1762,0.1994,62.915,0.5066,19.9057,Low,Supplier Risk,monitor only
SKU-0041,WH-LYON,SUP-006,15.7993,18.4899,7.5899,62.915,0.8605,19.8681,Low,Supplier Risk,monitor only
SKU-0009,WH-LYON,SUP-005,20.6969,0.0,16.363,62.2282,7.0389,19.8363,Low,Supplier Risk,monitor only
SKU-0110,WH-LYON,SUP-007,27.8119,18.3498,0.0,56.9883,0.0,19.8299,Low,Supplier Risk,monitor only
SKU-0017,WH-LIS,SUP-008,20.0,0.0,17.9218,56.5939,9.1584,19.4384,Low,Supplier Risk,monitor only
SKU-0117,WH-MAD,SUP-011,21.1154,1.3636,33.5773,33.8773,8.8385,19.3363,Low,Supplier Risk,monitor only
SKU-0020,WH-MAD,SUP-008,21.0863,3.6364,13.0893,56.5939,8.9317,19.3076,Low,Supplier Risk,monitor only
SKU-0117,WH-PORTO,SUP-011,20.2181,0.0,35.0,33.8773,10.7039,19.2843,Low,Excess Inventory,monitor only
SKU-0026,WH-LYON,SUP-011,23.2999,35.9425,0.0,33.8773,0.0,18.9197,Low,Stockout Risk,monitor only
SKU-0035,WH-PORTO,SUP-012,16.4732,34.8901,0.0,44.9673,0.0,18.8241,Low,Supplier Risk,monitor only
SKU-0099,WH-MAD,SUP-008,12.3941,28.97,0.0,56.5939,2.496,18.7524,Low,Supplier Risk,monitor only
SKU-0109,WH-MAD,SUP-008,24.3367,8.4112,4.128,56.5939,7.2215,18.748,Low,Supplier Risk,monitor only
SKU-0066,WH-LYON,SUP-012,10.7999,38.4107,0.0,44.9673,2.869,18.6388,Low,Supplier Risk,monitor only
SKU-0067,WH-PORTO,SUP-006,13.8063,20.9965,1.1549,62.915,1.4436,18.4784,Low,Supplier Risk,monitor only
SKU-0101,WH-PORTO,SUP-004,24.2091,10.6081,0.524,58.9776,4.6433,18.3562,Low,Supplier Risk,monitor only
SKU-0014,WH-LYON,SUP-009,24.773,24.5676,1.5715,39.6503,1.9643,18.3466,Low,Supplier Risk,monitor only
SKU-0109,WH-LYON,SUP-008,23.118,9.6863,0.8567,56.5939,8.7901,18.1706,Low,Supplier Risk,monitor only
SKU-0065,WH-LYON,SUP-007,4.1026,8.2687,23.4537,56.9883,11.9003,18.0557,Low,Supplier Risk,monitor only
SKU-0079,WH-MAD,SUP-010,13.3562,32.121,0.4827,42.5558,6.084,18.0486,Low,Supplier Risk,monitor only
SKU-0101,WH-LIS,SUP-004,20.3296,0.0,12.4607,58.9776,4.9369,17.9973,Low,Supplier Risk,monitor only
SKU-0099,WH-LYON,SUP-008,12.9713,24.8866,0.0,56.5939,2.1229,17.9404,Low,Supplier Risk,monitor only
SKU-0065,WH-LIS,SUP-007,0.0,0.0,41.1581,56.9883,10.0708,17.9365,Low,Supplier Risk,monitor only
SKU-0110,WH-MAD,SUP-007,24.5689,13.2681,0.0,56.9883,0.0,17.9337,Low,Supplier Risk,monitor only
SKU-0106,WH-MAD,SUP-010,13.8711,28.0434,0.0,42.5558,10.7039,17.8061,Low,Supplier Risk,monitor only
SKU-0065,WH-PORTO,SUP-007,0.4801,0.0,37.458,56.9883,12.284,17.7243,Low,Supplier Risk,monitor only
SKU-0015,WH-LIS,SUP-012,24.5467,12.9741,5.8185,44.9673,2.4082,17.6738,Low,Supplier Risk,monitor only
SKU-0032,WH-PORTO,SUP-009,28.2084,20.5584,0.0,39.6503,0.0,17.6369,Low,Supplier Risk,monitor only
SKU-0117,WH-LIS,SUP-011,20.3148,0.0,28.7893,33.8773,6.2268,17.5686,Low,Supplier Risk,monitor only
SKU-0053,WH-PORTO,SUP-008,24.6197,10.8979,0.0,56.5939,0.0,17.3613,Low,Supplier Risk,monitor only
SKU-0102,WH-PORTO,SUP-009,26.6832,15.0306,0.0,39.6503,9.2115,17.3444,Low,Supplier Risk,monitor only
SKU-0039,WH-LIS,SUP-008,9.1732,3.8868,20.7984,56.5939,6.2562,17.2817,Low,Supplier Risk,monitor only
SKU-0035,WH-LIS,SUP-012,15.9706,27.6266,0.0,44.9673,0.0,17.1055,Low,Supplier Risk,monitor only
SKU-0017,WH-PORTO,SUP-008,21.0651,3.6364,5.2649,56.5939,6.5812,17.0956,Low,Supplier Risk,monitor only
SKU-0065,WH-MAD,SUP-007,0.0,0.0,33.6931,56.9883,11.1751,16.7474,Low,Supplier Risk,monitor only
SKU-0039,WH-PORTO,SUP-008,13.0068,13.9749,3.0179,56.5939,3.7724,16.5036,Low,Supplier Risk,monitor only
SKU-0054,WH-MAD,SUP-009,22.691,16.0691,2.6948,39.6503,3.3685,16.4434,Low,Supplier Risk,monitor only
SKU-0063,WH-PORTO,SUP-007,9.5856,21.9525,0.0,56.9883,0.0,16.2482,Low,Supplier Risk,monitor only
SKU-0019,WH-LIS,SUP-012,24.4584,10.6623,1.9889,44.9673,2.4862,16.2359,Low,Supplier Risk,monitor only
SKU-0070,WH-LYON,SUP-012,23.2493,14.3714,0.0,44.9673,1.7498,16.1813,Low,Supplier Risk,monitor only
SKU-0002,WH-LIS,SUP-012,24.6568,8.6383,2.813,44.9673,3.5162,16.1802,Low,Supplier Risk,monitor only
SKU-0057,WH-LIS,SUP-005,15.2704,11.2408,0.0,62.2282,0.0,16.0944,Low,Supplier Risk,monitor only
SKU-0022,WH-LIS,SUP-011,20.0,0.0,20.7221,33.8773,6.6738,16.0847,Low,Supplier Risk,monitor only
SKU-0050,WH-LYON,SUP-009,17.7684,24.6,0.0,39.6503,0.0,16.0205,Low,Supplier Risk,monitor only
SKU-0019,WH-PORTO,SUP-012,24.803,10.9515,1.043,44.9673,1.3038,15.9897,Low,Supplier Risk,monitor only
SKU-0114,WH-PORTO,SUP-007,0.0,0.0,35.0,56.9883,3.9883,15.9765,Low,Supplier Risk,monitor only
SKU-0014,WH-MAD,SUP-009,20.9639,15.0,3.0512,39.6503,3.814,15.9416,Low,Supplier Risk,monitor only
SKU-0114,WH-LIS,SUP-007,0.0,0.0,35.7875,56.9883,2.3559,15.8897,Low,Supplier Risk,monitor only
SKU-0092,WH-LIS,SUP-012,0.0,0.0,39.7095,44.9673,10.9945,15.8817,Low,Supplier Risk,monitor only
SKU-0027,WH-LIS,SUP-008,7.9524,0.0,19.536,56.5939,6.5592,15.8755,Low,Supplier Risk,monitor only
SKU-0015,WH-PORTO,SUP-012,23.3902,12.0356,0.9757,44.9673,1.2196,15.8612,Low,Supplier Risk,monitor only
SKU-0088,WH-LIS,SUP-011,20.5799,0.0,16.0917,33.8773,10.8746,15.744,Low,Supplier Risk,monitor only
SKU-0092,WH-PORTO,SUP-012,0.0,0.0,38.3196,44.9673,10.7494,15.5972,Low,Supplier Risk,monitor only
SKU-0111,WH-LIS,SUP-005,3.5586,10.0835,4.7726,62.2282,9.2079,15.3906,Low,Supplier Risk,monitor only
SKU-0027,WH-PORTO,SUP-008,8.471,5.9091,9.8312,56.5939,5.0301,15.3702,Low,Supplier Risk,monitor only
SKU-0111,WH-PORTO,SUP-005,3.673,10.1652,3.39,62.2282,10.0913,15.3007,Low,Supplier Risk,monitor only
SKU-0051,WH-LIS,SUP-007,9.9234,9.0595,4.275,56.9883,5.3437,15.267,Low,Supplier Risk,monitor only
SKU-0092,WH-MAD,SUP-012,0.0,0.0,31.3842,44.9673,17.2121,15.2536,Low,Supplier Risk,monitor only
SKU-0014,WH-LIS,SUP-009,20.4235,0.0,12.9343,39.6503,5.831,15.1663,Low,Supplier Risk,monitor only
SKU-0110,WH-PORTO,SUP-007,21.4448,3.7735,0.0,56.9883,0.0,15.0951,Low,Supplier Risk,monitor only
SKU-0114,WH-MAD,SUP-007,0.2458,0.0,29.4733,56.9883,3.9883,15.0554,Low,Supplier Risk,monitor only
SKU-0076,WH-LYON,SUP-008,7.015,17.6935,0.0,56.5939,2.869,15.0329,Low,Supplier Risk,monitor only
SKU-0083,WH-PORTO,SUP-008,7.8782,15.9244,0.0,56.5939,2.1229,14.7463,Low,Supplier Risk,monitor only
SKU-0063,WH-LYON,SUP-007,9.3861,14.9595,0.0,56.9883,0.0,14.6619,Low,Supplier Risk,monitor only
SKU-0053,WH-LIS,SUP-008,21.3466,1.3636,0.1984,56.5939,0.0,14.5258,Low,Supplier Risk,monitor only
SKU-0097,WH-LIS,SUP-007,6.1909,12.2536,1.5898,56.9883,5.2294,14.4134,Low,Supplier Risk,monitor only
SKU-0088,WH-LYON,SUP-011,20.9354,5.9091,4.6674,33.8773,10.9418,14.3969,Low,Supplier Risk,monitor only
