month,region,warehouse_id,product_id,category,supplier_id,abc_class,units_demanded,units_fulfilled,units_lost_sales,lost_sales_revenue,inventory_value,avg_days_of_supply,excess_inventory_proxy,slow_moving_proxy,trapped_wc_proxy,lost_sales_margin_proxy,observation_days,stockout_month_flag
2024-06-01,Spain Central,WH-MAD,SKU-0060,Household,SUP-002,B,1698,1510,188,2487.24,145139.6,9.5,0.0,9240.62,4620.31,641.08,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0061,Frozen,SUP-002,C,377,377,0,0.0,110935.98,25.36,0.0,7791.66,3895.83,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0062,Dairy,SUP-001,C,614,614,0,0.0,62103.54,26.95,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0063,Pet Care,SUP-007,C,344,344,0,0.0,101517.64,21.07,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0064,Health,SUP-005,C,538,538,0,0.0,466130.21,40.64,46980.23,0.0,46980.23,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0065,Beverages,SUP-007,C,336,336,0,0.0,169935.36,29.86,19777.28,0.0,19777.28,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0066,Snacks,SUP-012,C,249,249,0,0.0,19931.36,10.84,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0067,Personal Care,SUP-006,C,700,700,0,0.0,153442.98,14.6,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0068,Household,SUP-006,C,398,398,0,0.0,104655.99,16.11,0.0,5208.28,2604.14,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0069,Frozen,SUP-006,C,129,129,0,0.0,180834.66,84.86,90924.57,12302.34,94119.25,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0070,Dairy,SUP-012,C,532,532,0,0.0,25702.6,20.4,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0071,Pet Care,SUP-003,C,246,246,0,0.0,77905.8,60.47,42289.59,0.0,42289.59,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0072,Health,SUP-008,C,383,383,0,0.0,353207.25,56.82,76589.46,0.0,76589.46,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0073,Beverages,SUP-001,C,788,788,0,0.0,211768.55,21.58,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0074,Snacks,SUP-001,C,861,762,99,647.46,75419.22,18.64,0.0,4821.32,2410.66,138.6,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0075,Personal Care,SUP-002,C,167,152,15,215.55,15001.74,13.51,0.0,0.0,0.0,110.25,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0076,Household,SUP-008,C,341,287,54,977.4,35391.59,10.91,0.0,2585.18,1292.59,549.18,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0077,Frozen,SUP-003,C,781,601,180,5657.4,175408.24,21.68,210.15,7744.45,4082.38,3099.6,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0078,Dairy,SUP-006,C,166,166,0,0.0,67292.48,51.83,10434.81,2826.24,11408.93,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0079,Pet Care,SUP-010,C,445,441,4,165.12,135872.59,12.5,0.0,0.0,0.0,69.08,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0080,Health,SUP-003,C,68,68,0,0.0,840916.02,197.41,649229.03,0.0,649229.03,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0081,Beverages,SUP-010,C,274,274,0,0.0,99027.5,27.62,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0082,Snacks,SUP-010,C,496,496,0,0.0,19026.9,25.41,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0083,Personal Care,SUP-008,C,529,512,17,446.42,107835.52,17.61,0.0,3866.72,1933.36,216.58,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0084,Household,SUP-009,C,417,417,0,0.0,123245.76,19.74,0.0,10817.4,5408.7,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0085,Frozen,SUP-003,C,587,587,0,0.0,147509.16,23.68,0.0,2191.08,1095.54,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0086,Dairy,SUP-004,C,681,509,172,1546.28,23661.54,9.74,0.0,0.0,0.0,820.44,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0087,Pet Care,SUP-003,C,305,305,0,0.0,241952.16,45.69,21299.45,5985.92,24292.41,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0088,Health,SUP-011,C,604,604,0,0.0,640438.26,27.78,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0089,Beverages,SUP-002,C,237,237,0,0.0,60926.64,76.97,25305.01,2449.56,25898.73,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0090,Snacks,SUP-004,C,654,654,0,0.0,148386.56,22.74,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0091,Personal Care,SUP-011,C,488,488,0,0.0,187367.95,17.37,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0092,Household,SUP-012,C,518,518,0,0.0,185138.5,23.35,4384.98,8030.56,8400.26,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0093,Frozen,SUP-005,C,571,358,213,5041.71,50865.36,7.71,0.0,0.0,0.0,2217.33,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0094,Dairy,SUP-007,C,355,355,0,0.0,36786.05,39.68,2161.46,826.55,2574.74,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0095,Pet Care,SUP-003,C,175,175,0,0.0,251317.94,42.11,17457.41,7828.0,21371.41,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0096,Health,SUP-002,C,206,112,94,3241.12,21922.08,6.03,6378.13,540.64,6648.45,1601.76,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0097,Beverages,SUP-007,C,577,552,25,707.5,89956.67,10.21,0.0,0.0,0.0,277.25,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0098,Snacks,SUP-003,C,734,315,419,9289.23,123375.69,14.12,0.0,0.0,0.0,4298.94,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0099,Personal Care,SUP-008,C,355,294,61,2365.58,116637.6,18.61,0.0,0.0,0.0,1076.65,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0100,Household,SUP-002,C,200,200,0,0.0,293317.2,68.42,100390.1,9431.58,103606.87,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0101,Frozen,SUP-004,C,560,560,0,0.0,203260.96,26.81,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0102,Dairy,SUP-009,C,616,571,45,843.75,84087.5,14.57,0.0,8841.2,4420.6,411.3,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0103,Pet Care,SUP-001,C,648,648,0,0.0,321243.0,27.81,8933.04,0.0,8933.04,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0104,Health,SUP-008,C,298,272,26,1142.7,144353.88,19.76,0.0,0.0,0.0,396.24,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0105,Beverages,SUP-010,C,561,561,0,0.0,95041.32,20.04,0.0,4816.68,2408.34,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0106,Snacks,SUP-010,C,538,538,0,0.0,107676.64,18.51,0.0,4226.54,2113.27,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0107,Personal Care,SUP-002,C,984,976,8,250.56,216012.4,18.83,0.0,0.0,0.0,146.08,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0108,Household,SUP-003,C,135,135,0,0.0,293168.33,73.78,114366.28,0.0,114366.28,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0109,Frozen,SUP-008,C,794,794,0,0.0,212670.99,25.68,0.0,4438.49,2219.24,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0110,Dairy,SUP-007,C,511,511,0,0.0,46310.88,17.19,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0111,Pet Care,SUP-005,C,457,457,0,0.0,236856.6,17.08,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0112,Health,SUP-001,C,440,440,0,0.0,148606.22,31.95,26779.6,0.0,26779.6,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0113,Beverages,SUP-003,C,375,375,0,0.0,528984.0,90.06,264667.82,37525.0,273476.68,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0114,Snacks,SUP-007,C,343,343,0,0.0,102814.18,33.03,16386.07,1210.02,16991.08,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0115,Personal Care,SUP-002,C,549,316,233,3991.29,57517.2,14.92,0.0,3471.0,1735.5,2173.89,30,1
2024-06-01,Spain Central,WH-MAD,SKU-0116,Household,SUP-011,C,411,411,0,0.0,164009.6,12.92,0.0,0.0,0.0,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0117,Frozen,SUP-011,C,60,60,0,0.0,25338.74,24.75,5519.92,1366.82,6203.33,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0118,Dairy,SUP-001,C,174,174,0,0.0,131616.0,131.61,89025.71,10240.0,90820.52,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0119,Pet Care,SUP-001,C,678,678,0,0.0,232777.72,26.61,0.0,9656.5,4828.25,0.0,30,0
2024-06-01,Spain Central,WH-MAD,SKU-0120,Health,SUP-004,C,242,242,0,0.0,226032.0,23.24,38898.77,0.0,38898.77,0.0,30,0
2024-07-01,France South-East,WH-LYON,SKU-0001,Beverages,SUP-007,A,2346,1769,577,5452.65,27623.12,2.78,0.0,0.0,0.0,2792.68,31,1
2024-07-01,France South-East,WH-LYON,SKU-0002,Snacks,SUP-012,A,2370,1803,567,12859.56,74862.24,3.39,0.0,0.0,0.0,6599.88,31,1
2024-07-01,France South-East,WH-LYON,SKU-0003,Personal Care,SUP-002,A,2282,1421,861,39123.84,487511.96,9.04,11483.04,0.0,11483.04,17073.63,31,1
2024-07-01,France South-East,WH-LYON,SKU-0004,Household,SUP-006,A,2848,2643,205,9237.3,699114.85,11.81,24701.07,0.0,24701.07,4430.05,31,1
2024-07-01,France South-East,WH-LYON,SKU-0005,Frozen,SUP-003,A,1854,1636,218,1922.76,77827.94,10.7,3002.0,0.0,3002.0,924.32,31,1
2024-07-01,France South-East,WH-LYON,SKU-0006,Dairy,SUP-007,A,2464,2240,224,2477.44,105964.02,5.53,0.0,0.0,0.0,636.16,31,1
2024-07-01,France South-East,WH-LYON,SKU-0007,Pet Care,SUP-005,A,2254,1632,622,26229.74,224344.08,4.61,0.0,0.0,0.0,11283.08,31,1
2024-07-01,France South-East,WH-LYON,SKU-0008,Health,SUP-004,A,2113,1925,188,19170.36,451504.56,4.37,0.0,0.0,0.0,9980.92,31,1
2024-07-01,France South-East,WH-LYON,SKU-0009,Beverages,SUP-005,A,2702,2702,0,0.0,610271.91,17.09,30081.6,0.0,30081.6,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0010,Snacks,SUP-001,A,2850,1888,962,13958.62,110164.43,7.22,2898.22,0.0,2898.22,8119.28,31,1
2024-07-01,France South-East,WH-LYON,SKU-0011,Personal Care,SUP-010,A,1851,1851,0,0.0,642230.64,19.67,117378.02,0.0,117378.02,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0012,Household,SUP-003,A,2902,2902,0,0.0,229220.12,9.09,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0013,Frozen,SUP-001,A,2179,2179,0,0.0,155553.75,11.7,251.06,0.0,251.06,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0014,Dairy,SUP-009,A,3049,3010,39,429.39,162882.78,7.62,0.0,0.0,0.0,122.85,31,1
2024-07-01,France South-East,WH-LYON,SKU-0015,Pet Care,SUP-012,A,2671,2671,0,0.0,107437.98,7.71,0.0,2470.65,1235.32,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0016,Health,SUP-002,A,2388,1029,1359,140574.96,199535.76,1.61,0.0,0.0,0.0,61929.63,31,1
2024-07-01,France South-East,WH-LYON,SKU-0017,Beverages,SUP-008,A,2862,2381,481,14872.52,268115.32,7.0,0.0,0.0,0.0,7219.81,31,1
2024-07-01,France South-East,WH-LYON,SKU-0018,Snacks,SUP-004,A,2561,2144,417,8515.14,87674.01,4.0,0.0,0.0,0.0,4624.53,31,1
2024-07-01,France South-East,WH-LYON,SKU-0019,Personal Care,SUP-012,A,2275,2132,143,1705.99,98658.0,6.22,0.0,0.0,0.0,624.91,31,1
2024-07-01,France South-East,WH-LYON,SKU-0020,Household,SUP-008,A,2039,2039,0,0.0,716278.7,15.17,21512.21,0.0,21512.21,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0021,Frozen,SUP-008,A,2381,2055,326,4241.26,167407.68,7.25,0.0,0.0,0.0,994.3,31,1
2024-07-01,France South-East,WH-LYON,SKU-0022,Dairy,SUP-011,A,2225,2225,0,0.0,214185.87,9.79,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0023,Pet Care,SUP-007,A,1565,1336,229,8612.69,147826.7,5.4,0.0,0.0,0.0,4275.43,31,1
2024-07-01,France South-East,WH-LYON,SKU-0024,Health,SUP-005,A,2766,1764,1002,47815.44,381427.4,5.2,0.0,0.0,0.0,19458.84,31,1
2024-07-01,France South-East,WH-LYON,SKU-0025,Beverages,SUP-011,B,874,874,0,0.0,123924.06,10.83,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0026,Snacks,SUP-011,B,846,762,84,474.6,12481.91,6.32,0.0,0.0,0.0,231.84,31,1
2024-07-01,France South-East,WH-LYON,SKU-0027,Personal Care,SUP-008,B,860,713,147,7213.29,161319.72,9.58,0.0,0.0,0.0,3880.8,31,1
2024-07-01,France South-East,WH-LYON,SKU-0028,Household,SUP-008,B,563,514,49,1673.35,69408.9,7.83,0.0,0.0,0.0,769.3,31,1
2024-07-01,France South-East,WH-LYON,SKU-0029,Frozen,SUP-002,B,1713,965,748,18288.6,110545.48,5.8,0.0,0.0,0.0,7726.84,31,1
2024-07-01,France South-East,WH-LYON,SKU-0030,Dairy,SUP-003,B,891,891,0,0.0,84656.64,26.22,8515.52,0.0,8515.52,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0031,Pet Care,SUP-003,B,1926,1097,829,50411.49,359071.36,7.59,0.0,0.0,0.0,22424.45,31,1
2024-07-01,France South-East,WH-LYON,SKU-0032,Health,SUP-009,B,644,573,71,2128.58,48531.64,5.52,0.0,0.0,0.0,1023.82,31,1
2024-07-01,France South-East,WH-LYON,SKU-0033,Beverages,SUP-005,B,1422,1206,216,7754.4,232218.87,11.37,0.0,0.0,0.0,4145.04,31,1
2024-07-01,France South-East,WH-LYON,SKU-0034,Snacks,SUP-012,B,908,908,0,0.0,113587.71,16.02,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0035,Personal Care,SUP-012,B,514,407,107,2706.03,40256.48,4.44,0.0,0.0,0.0,610.97,31,1
2024-07-01,France South-East,WH-LYON,SKU-0036,Household,SUP-001,B,1290,1290,0,0.0,996999.06,30.61,159823.91,0.0,159823.91,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0037,Frozen,SUP-003,B,1824,1282,542,12319.66,174796.24,7.01,0.0,0.0,0.0,3951.18,31,1
2024-07-01,France South-East,WH-LYON,SKU-0038,Dairy,SUP-001,B,845,845,0,0.0,121930.65,16.46,831.63,0.0,831.63,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0039,Pet Care,SUP-008,B,1556,1286,270,6274.8,129796.52,8.96,0.0,0.0,0.0,3591.0,31,1
2024-07-01,France South-East,WH-LYON,SKU-0040,Health,SUP-007,B,1686,1498,188,11154.04,414050.4,8.34,0.0,0.0,0.0,4940.64,31,1
2024-07-01,France South-East,WH-LYON,SKU-0041,Beverages,SUP-006,B,1183,1183,0,0.0,153030.86,17.82,1256.2,0.0,1256.2,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0042,Snacks,SUP-008,B,1170,1170,0,0.0,83923.2,10.21,0.0,1473.12,736.56,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0043,Personal Care,SUP-005,B,1321,1201,120,4041.6,167971.54,9.73,0.0,0.0,0.0,2114.4,31,1
2024-07-01,France South-East,WH-LYON,SKU-0044,Household,SUP-011,B,1201,1181,20,534.4,261148.44,11.97,0.0,0.0,0.0,148.0,31,1
2024-07-01,France South-East,WH-LYON,SKU-0045,Frozen,SUP-010,B,1579,1511,68,456.28,25897.55,5.39,0.0,0.0,0.0,248.88,31,1
2024-07-01,France South-East,WH-LYON,SKU-0046,Dairy,SUP-002,B,717,412,305,6493.45,85158.0,12.65,0.0,0.0,0.0,3455.65,31,1
2024-07-01,France South-East,WH-LYON,SKU-0047,Pet Care,SUP-003,B,2086,1567,519,18056.01,225281.47,5.09,0.0,0.0,0.0,5501.4,31,1
2024-07-01,France South-East,WH-LYON,SKU-0048,Health,SUP-003,B,1616,1212,404,24603.6,577650.6,10.88,0.0,0.0,0.0,10144.44,31,1
2024-07-01,France South-East,WH-LYON,SKU-0049,Beverages,SUP-001,B,382,382,0,0.0,45544.41,46.65,16269.92,0.0,16269.92,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0050,Snacks,SUP-009,B,926,851,75,1260.75,77184.64,12.55,0.0,0.0,0.0,636.75,31,1
2024-07-01,France South-East,WH-LYON,SKU-0051,Personal Care,SUP-007,B,864,768,96,4779.84,171807.02,9.69,0.0,0.0,0.0,2636.16,31,1
2024-07-01,France South-East,WH-LYON,SKU-0052,Household,SUP-012,B,1217,1210,7,239.82,256992.48,10.32,0.0,0.0,0.0,74.9,31,1
2024-07-01,France South-East,WH-LYON,SKU-0053,Frozen,SUP-008,B,1832,1171,661,3040.6,35180.51,7.36,0.0,5206.61,2603.31,1103.87,31,1
2024-07-01,France South-East,WH-LYON,SKU-0054,Dairy,SUP-009,B,2047,1659,388,8089.8,126730.5,7.33,0.0,0.0,0.0,4326.2,31,1
2024-07-01,France South-East,WH-LYON,SKU-0055,Pet Care,SUP-002,B,794,522,272,17816.0,210165.08,7.24,0.0,0.0,0.0,6549.76,31,1
2024-07-01,France South-East,WH-LYON,SKU-0056,Health,SUP-007,B,879,817,62,7332.74,790274.45,13.63,0.0,0.0,0.0,3077.68,31,1
2024-07-01,France South-East,WH-LYON,SKU-0057,Beverages,SUP-005,B,1554,1531,23,94.07,37015.11,9.19,0.0,0.0,0.0,25.76,31,1
2024-07-01,France South-East,WH-LYON,SKU-0058,Snacks,SUP-001,B,928,928,0,0.0,75485.52,22.76,4061.08,0.0,4061.08,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0059,Personal Care,SUP-009,B,1010,1010,0,0.0,92156.16,10.22,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0060,Household,SUP-002,B,1809,1643,166,2196.18,105722.12,7.23,0.0,0.0,0.0,566.06,31,1
2024-07-01,France South-East,WH-LYON,SKU-0061,Frozen,SUP-002,C,317,317,0,0.0,82383.48,24.71,4740.87,2791.8,6136.77,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0062,Dairy,SUP-001,C,614,614,0,0.0,102447.14,54.89,20211.0,2885.64,21564.2,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0063,Pet Care,SUP-007,C,286,286,0,0.0,82433.78,21.19,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0064,Health,SUP-005,C,500,500,0,0.0,224692.54,25.38,4423.52,13391.51,11119.27,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0065,Beverages,SUP-007,C,295,295,0,0.0,166781.44,33.76,9639.7,0.0,9639.7,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0066,Snacks,SUP-012,C,200,186,14,168.42,11613.44,8.61,0.0,0.0,0.0,72.1,31,1
2024-07-01,France South-East,WH-LYON,SKU-0067,Personal Care,SUP-006,C,682,681,1,25.98,134317.08,15.13,0.0,0.0,0.0,9.84,31,1
2024-07-01,France South-East,WH-LYON,SKU-0068,Household,SUP-006,C,359,272,87,1841.79,118860.39,22.26,0.0,4886.99,2443.5,370.62,31,1
2024-07-01,France South-East,WH-LYON,SKU-0069,Frozen,SUP-006,C,122,122,0,0.0,184567.56,114.12,116431.92,0.0,116431.92,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0070,Dairy,SUP-012,C,474,474,0,0.0,20402.8,19.89,0.0,895.4,447.7,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0071,Pet Care,SUP-003,C,185,155,30,234.3,121020.48,126.27,84847.97,0.0,84847.97,64.2,31,1
2024-07-01,France South-East,WH-LYON,SKU-0072,Health,SUP-008,C,306,306,0,0.0,198465.39,39.54,11258.12,4468.23,13492.24,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0073,Beverages,SUP-001,C,540,181,359,8730.88,103724.6,13.24,4175.17,0.0,4175.17,3327.93,31,1
2024-07-01,France South-East,WH-LYON,SKU-0074,Snacks,SUP-001,C,757,537,220,1438.8,21500.62,7.1,0.0,262.14,131.07,308.0,31,1
2024-07-01,France South-East,WH-LYON,SKU-0075,Personal Care,SUP-002,C,136,136,0,0.0,26493.48,28.56,0.0,2716.74,1358.37,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0076,Household,SUP-008,C,367,367,0,0.0,47064.55,19.4,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0077,Frozen,SUP-003,C,599,599,0,0.0,241996.3,32.43,5845.29,18785.62,15238.1,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0078,Dairy,SUP-006,C,171,171,0,0.0,35018.88,30.39,71.84,1420.48,782.08,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0079,Pet Care,SUP-010,C,390,353,37,1527.36,102618.74,11.15,0.0,6458.69,3229.34,638.99,31,1
2024-07-01,France South-East,WH-LYON,SKU-0080,Health,SUP-003,C,62,62,0,0.0,946221.96,308.55,808219.81,92625.12,814897.36,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0081,Beverages,SUP-010,C,243,187,56,1655.92,60747.5,18.44,0.0,0.0,0.0,885.92,31,1
2024-07-01,France South-East,WH-LYON,SKU-0082,Snacks,SUP-010,C,420,420,0,0.0,11931.18,19.24,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0083,Personal Care,SUP-008,C,406,406,0,0.0,98831.2,21.19,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0084,Household,SUP-009,C,394,394,0,0.0,73282.44,14.42,0.0,4181.76,2090.88,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0085,Frozen,SUP-003,C,475,430,45,948.15,158417.44,28.79,54143.7,0.0,54143.7,418.05,31,1
2024-07-01,France South-East,WH-LYON,SKU-0086,Dairy,SUP-004,C,617,617,0,0.0,40014.04,17.34,0.0,915.74,457.87,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0087,Pet Care,SUP-003,C,267,267,0,0.0,301349.68,77.09,125436.2,9488.32,128268.72,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0088,Health,SUP-011,C,498,498,0,0.0,393425.34,20.41,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0089,Beverages,SUP-002,C,194,194,0,0.0,57996.21,78.55,24771.55,3838.74,25843.65,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0090,Snacks,SUP-004,C,626,426,200,3994.0,40776.96,7.77,0.0,0.0,0.0,2202.0,31,1
2024-07-01,France South-East,WH-LYON,SKU-0091,Personal Care,SUP-011,C,439,439,0,0.0,142538.55,15.81,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0092,Household,SUP-012,C,346,346,0,0.0,167202.32,28.04,17134.22,3503.9,18886.17,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0093,Frozen,SUP-005,C,489,377,112,2651.04,56487.6,10.18,0.0,0.0,0.0,1165.92,31,1
2024-07-01,France South-East,WH-LYON,SKU-0094,Dairy,SUP-007,C,278,278,0,0.0,24360.35,32.88,457.24,1561.6,1238.04,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0095,Pet Care,SUP-003,C,143,143,0,0.0,219653.68,42.81,16900.52,16673.64,24358.91,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0096,Health,SUP-002,C,191,191,0,0.0,230085.92,74.1,90348.47,29403.84,99361.83,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0097,Beverages,SUP-007,C,543,426,117,3311.1,72970.4,10.89,0.0,5421.15,2710.58,1297.53,31,1
2024-07-01,France South-East,WH-LYON,SKU-0098,Snacks,SUP-003,C,752,752,0,0.0,148696.35,23.25,0.0,5490.51,2745.26,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0099,Personal Care,SUP-008,C,275,235,40,1551.2,71229.23,14.11,0.0,0.0,0.0,706.0,31,1
2024-07-01,France South-East,WH-LYON,SKU-0100,Household,SUP-002,C,191,141,50,2473.5,51528.03,13.02,10969.14,3604.74,12771.51,1239.0,31,1
2024-07-01,France South-East,WH-LYON,SKU-0101,Frozen,SUP-004,C,468,468,0,0.0,125852.03,23.83,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0102,Dairy,SUP-009,C,517,517,0,0.0,87181.92,16.65,0.0,3171.3,1585.65,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0103,Pet Care,SUP-001,C,506,506,0,0.0,231660.0,24.96,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0104,Health,SUP-008,C,240,182,58,2549.1,165168.63,27.24,1839.32,9388.17,6237.28,883.92,31,1
2024-07-01,France South-East,WH-LYON,SKU-0105,Beverages,SUP-010,C,359,359,0,0.0,64222.4,19.43,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0106,Snacks,SUP-010,C,501,501,0,0.0,67782.74,16.04,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0107,Personal Care,SUP-002,C,725,628,97,3038.04,236203.16,22.15,0.0,7875.18,3937.59,1771.22,31,1
2024-07-01,France South-East,WH-LYON,SKU-0108,Household,SUP-003,C,150,150,0,0.0,243133.28,68.27,82860.99,0.0,82860.99,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0109,Frozen,SUP-008,C,676,676,0,0.0,131671.4,20.1,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0110,Dairy,SUP-007,C,494,494,0,0.0,40201.92,15.6,0.0,0.0,0.0,0.0,31,0
2024-07-01,France South-East,WH-LYON,SKU-0111,Pet Care,SUP-005,C,382,382,0,0.0,238485.6,18.61,0.0,9089.82,4544.91,0.0,31,0
