intervention_id,intervention_rank,created_date,due_date,intervention_status,owner_function,intervention_type,product_id,product_name,warehouse_id,supplier_id,category,region,risk_tier,main_risk_driver,recommended_action,selected_scenario,governance_priority_score,target_governance_score,required_score_reduction,service_risk_score,stockout_risk_score,excess_inventory_score,supplier_risk_score,working_capital_risk_score,fill_rate,stockout_rate,lost_sales_revenue,inventory_value_sum,expected_margin_recovery_proxy,expected_wc_release_proxy,expected_value_proxy,sla_days,evidence_required
INT-00088,88,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0010,Snacks Product 10,WH-LIS,SUP-001,Snacks,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,46.74873938937255,30.0,16.748739389372552,50.588829508774666,44.00802824471523,37.4179500266122,95.15844504508888,5.142820570200958,0.9287521131279228,0.0712478868720771,83780.74,7989079.06,14834.293501926422,102716.00031682433,117550.29381875075,35,Supplier corrective action plan and OTD recovery evidence
INT-00089,89,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0048,Health Product 48,WH-LIS,SUP-003,Health,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Balanced Baseline,46.53007671230563,30.0,16.53007671230563,63.39718578615201,53.37477989910745,9.279532224018949,98.25809170536029,11.599415280023686,0.9051483280835692,0.0948516719164308,324597.0,27508945.59,72024.87710119654,797719.2095349656,869744.0866361621,35,Supplier corrective action plan and OTD recovery evidence
INT-00090,90,2026-04-02,2026-05-07,Monitor,Inventory Planning,Service Recovery,SKU-0107,Personal Care Product 107,WH-LYON,SUP-002,Personal Care,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,46.349410097263366,30.0,16.349410097263366,56.464931605733355,75.33390988001192,1.9856159446858077,96.02684642340184,2.739450598684644,0.8603940047120157,0.1396059952879843,87226.2,4799602.24,17238.274960298066,32870.68307454039,50108.95803483846,35,ROP/safety-stock update plus fill-rate improvement evidence
INT-00091,91,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0115,Personal Care Product 115,WH-PORTO,SUP-002,Personal Care,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,46.20366452029128,30.0,16.203664520291277,55.57583650606966,69.6340881110993,9.090287277701778,96.02684642340184,0.0,0.853477196482002,0.146522803517998,27682.08,1751685.0,5384.591632797793,0.0,5384.591632797793,35,Supplier corrective action plan and OTD recovery evidence
INT-00092,92,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0080,Health Product 80,WH-LIS,SUP-003,Health,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,46.19106278429739,30.0,16.191062784297387,20.0,0.0,87.72201109598062,98.25809170536029,61.99861510116592,1.0,0.0,0.0,18947656.74,0.0,2936821.19323068,2936821.19323068,35,Supplier corrective action plan and OTD recovery evidence
INT-00093,93,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0115,Personal Care Product 115,WH-LYON,SUP-002,Personal Care,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,45.88717820049558,30.0,15.887178200495583,55.59886562673115,65.05578542616944,11.142270861833104,96.02684642340184,1.3766944409899264,0.8530851165914979,0.146914883408502,26226.03,1818523.2,5103.481312624169,6258.87695062803,11362.358263252198,35,Supplier corrective action plan and OTD recovery evidence
INT-00094,94,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0108,Household Product 108,WH-LYON,SUP-003,Household,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,45.79424340500439,30.0,15.794243405004387,16.930312699425645,19.087701217285662,79.84221883374633,98.25809170536029,45.878294746013275,0.9492661135928526,0.0507338864071474,7077.09,8046747.93,419.3607134569238,922927.6831985305,923347.0439119873,35,Supplier corrective action plan and OTD recovery evidence
INT-00095,95,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0073,Beverages Product 73,WH-PORTO,SUP-001,Beverages,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,45.62015483034384,30.0,15.620154830343843,54.2187870612462,74.87591622137568,1.0980587732964562,95.15844504508888,4.614707529548067,0.8613580724133488,0.1386419275866512,52336.64,3880928.45,9931.70198881385,44773.37434963077,54705.07633844462,35,Supplier corrective action plan and OTD recovery evidence
INT-00096,96,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0058,Snacks Product 58,WH-LYON,SUP-001,Snacks,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,45.04460246628861,30.0,15.044602466288609,60.13089239190664,68.68367683837383,1.15595075239398,95.15844504508888,0.0,0.8614603481624759,0.1385396518375241,22289.7,1117064.52,4691.048432517585,0.0,4691.048432517585,35,Supplier corrective action plan and OTD recovery evidence
INT-00097,97,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0038,Dairy Product 38,WH-LYON,SUP-001,Dairy,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,44.9835073513297,30.0,14.983507351329699,63.970605503838634,57.501611191114094,7.31190150478796,95.15844504508888,0.0,0.8877937076861808,0.1122062923138191,42149.8,2906950.5,9437.218797529942,0.0,9437.218797529942,35,Supplier corrective action plan and OTD recovery evidence
INT-00098,98,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0008,Health Product 8,WH-PORTO,SUP-004,Health,Portugal North,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,44.90489420054812,30.0,14.90489420054812,69.34439905001094,70.88359252024696,7.786568418151751,58.97763862848871,9.733210522689689,0.8965397466009462,0.1034602533990538,637822.35,19242736.24,154802.92646495506,468234.0071412755,623036.9336062305,35,Periodic risk monitoring evidence
INT-00099,99,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0108,Household Product 108,WH-PORTO,SUP-003,Household,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,44.81352486220851,30.0,14.81352486220851,18.16668806161746,17.84424704646709,76.48186172324208,98.25809170536029,42.49824507470924,0.9460847240051348,0.0539152759948652,7477.68,7896443.21,475.45637994608484,838962.4468927593,839437.9032727054,35,Supplier corrective action plan and OTD recovery evidence
INT-00100,100,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0058,Snacks Product 58,WH-MAD,SUP-001,Snacks,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,44.58818661201021,30.0,14.588186612010212,57.73775529200765,70.48079152142797,0.0,95.15844504508888,0.0,0.8694372539980851,0.1305627460019148,28645.96,1305738.72,5788.837000046238,0.0,5788.837000046238,35,Supplier corrective action plan and OTD recovery evidence
INT-00101,101,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0010,Snacks Product 10,WH-MAD,SUP-001,Snacks,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,44.18106631336912,30.0,14.181066313369122,52.6686688454782,56.08964648484792,15.143390083415357,95.15844504508888,2.436419546813657,0.9227471005970016,0.0772528994029984,75292.39,4757872.38,13879.42484423108,28980.433169692038,42859.85801392312,35,Supplier corrective action plan and OTD recovery evidence
INT-00102,102,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0096,Health Product 96,WH-PORTO,SUP-002,Health,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,44.041048793986505,30.0,14.041048793986505,42.52712010331467,28.45826782166708,40.98078778066246,96.02684642340184,16.957403952292445,0.9343521308652604,0.0656478691347395,10516.4,3874278.56,1565.3127204907444,164244.2664140647,165809.57913455545,35,Supplier corrective action plan and OTD recovery evidence
INT-00103,103,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0023,Pet Care Product 23,WH-PORTO,SUP-007,Pet Care,Portugal North,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,43.9609985383871,30.0,13.960998538387102,73.24461519325224,73.57748999173131,2.5954515542553462,56.988316867560705,3.2443144428191824,0.8766043508699147,0.1233956491300853,178985.99,5553965.6,45884.159868866525,45047.02702750226,90931.18689636879,35,Periodic risk monitoring evidence
INT-00104,104,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0007,Pet Care Product 7,WH-PORTO,SUP-005,Pet Care,Portugal North,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,43.7422123135033,30.0,13.742212313503302,68.89474011685269,70.1416533191545,4.385072158209765,62.228162559922595,5.481340197762206,0.8907096138968985,0.1092903861031014,262128.72,8524137.87,63207.51514547136,116809.24889524525,180016.76404071663,35,Periodic risk monitoring evidence
INT-00105,105,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0118,Dairy Product 118,WH-MAD,SUP-001,Dairy,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,43.654821929855835,30.0,13.654821929855835,34.46217219772569,14.666696865036863,57.24322845417237,95.15844504508888,32.57403308046263,0.9559062427477372,0.0440937572522627,2059.6,1775334.4,248.4240145045254,144574.50368620816,144822.9277007127,35,Supplier corrective action plan and OTD recovery evidence
INT-00106,106,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0006,Dairy Product 6,WH-LYON,SUP-007,Dairy,France South-East,Medium,Service Risk,review reorder point and raise safety stock,Service Protect,43.48013694617275,30.0,13.480136946172749,75.0630135940548,74.30401356722679,0.0,56.988316867560705,0.0,0.8674045747965198,0.1325954252034802,83602.54000000001,2228261.16,21964.105087811284,0.0,21964.105087811284,35,Periodic risk monitoring evidence
INT-00107,107,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0089,Beverages Product 89,WH-LYON,SUP-002,Beverages,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,43.28140966367271,30.0,13.281409663672711,37.79829176273317,38.85235216778734,39.64106155950752,96.02684642340184,6.39084392488496,0.8952001676797318,0.1047998323202683,4685.0,884776.14,619.7974891794172,14136.165548005414,14755.96303718483,35,Supplier corrective action plan and OTD recovery evidence
INT-00108,108,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0100,Household Product 100,WH-MAD,SUP-002,Household,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,42.861015530198785,30.0,12.861015530198785,28.683462239128744,33.37723000869893,44.79659047185909,96.02684642340184,24.89503245619621,0.9193148523777328,0.0806851476222672,17710.26,5633270.4,1777.9705088430326,350601.1236063235,352379.0941151665,35,Supplier corrective action plan and OTD recovery evidence
INT-00109,109,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0089,Beverages Product 89,WH-PORTO,SUP-002,Beverages,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,42.83818876096294,30.0,12.838188760962943,33.3578831196132,41.9616911300993,40.60766073871409,96.02684642340184,6.6112672553165,0.9066638637796932,0.0933361362203069,4160.28,912210.39,485.72346894702525,15077.166703416235,15562.89017236326,35,Supplier corrective action plan and OTD recovery evidence
INT-00110,110,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0018,Snacks Product 18,WH-LYON,SUP-004,Snacks,France South-East,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,42.56882044077519,30.0,12.568820440775191,71.78900965763958,72.28652701083408,0.0,58.97763862848871,0.0,0.8784299249415528,0.1215700750584471,141224.72,2805027.18,35484.33975792106,0.0,35484.33975792106,35,Periodic risk monitoring evidence
INT-00111,111,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0073,Beverages Product 73,WH-MAD,SUP-001,Beverages,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Balanced Baseline,42.540065457072785,30.0,12.540065457072785,49.509099307989494,65.08193357986784,1.591822312193538,95.15844504508888,5.231911953169418,0.8739017516715478,0.1260982483284522,55498.24,4367841.1,9616.837564525222,57130.40015158665,66747.23771611186,35,Supplier corrective action plan and OTD recovery evidence
INT-00112,112,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0074,Snacks Product 74,WH-LYON,SUP-001,Snacks,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,42.53512966267861,30.0,12.535129662678607,47.5373592772759,62.42655884768463,0.60875512995896,95.15844504508888,14.434771794552914,0.8715079916608756,0.1284920083391244,12092.46,1510409.56,2011.9526544813068,54506.043287277695,56517.995941759,35,Supplier corrective action plan and OTD recovery evidence
INT-00113,113,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0095,Pet Care Product 95,WH-LYON,SUP-003,Pet Care,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,42.38199907363056,30.0,12.38199907363056,6.24133146242594,4.129110952145124,85.91327907265445,98.25809170536029,60.11078799639573,0.9772372934206424,0.0227627065793576,5010.72,12289138.06,109.45747534892416,1846774.431457745,1846883.8889330938,35,Supplier corrective action plan and OTD recovery evidence
INT-00114,114,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0118,Dairy Product 118,WH-PORTO,SUP-001,Dairy,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,42.282115707438855,30.0,12.282115707438855,22.538165438165436,1.0042395336512986,71.89295759233927,95.15844504508888,50.954641462504675,0.9868959868959868,0.0131040131040131,520.3199999999999,1955532.8,41.04470384275183,249108.6817304197,249149.72643426244,35,Supplier corrective action plan and OTD recovery evidence
INT-00115,115,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0018,Snacks Product 18,WH-MAD,SUP-004,Snacks,Spain Central,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,42.243282699249114,30.0,12.243282699249114,69.83135796931337,70.79808237882499,1.136762608949903,58.97763862848872,1.4209532611873787,0.8849027184597654,0.1150972815402345,173345.38,3917051.22,42367.30149087329,13914.866763242502,56282.16825411579,35,Periodic risk monitoring evidence
INT-00116,116,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0087,Pet Care Product 87,WH-LYON,SUP-003,Pet Care,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,42.1433513298475,30.0,12.143351329847498,30.76478966545214,37.67622349008862,41.835717297599345,98.2580917053603,9.81015339976314,0.912885061278569,0.0871149387214309,15790.52,4717923.84,1700.2720927784037,115708.89149699891,117409.16358977732,35,Supplier corrective action plan and OTD recovery evidence
INT-00117,117,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0024,Health Product 24,WH-MAD,SUP-005,Health,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Balanced Baseline,41.53724158987926,30.0,11.537241589879258,60.28749071699107,61.77934348367542,8.62393921104807,62.22816255992259,10.360977365383274,0.9147706323814508,0.0852293676185492,341961.52,21700836.2,72156.00686898855,562104.681695225,634260.6885642135,35,Periodic risk monitoring evidence
INT-00118,118,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0108,Household Product 108,WH-LIS,SUP-003,Household,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,40.90433535599243,30.0,10.90433535599243,18.347096456692903,17.994573455724453,63.96758391271523,98.25809170536029,30.04243201127707,0.9456200787401576,0.0543799212598425,9836.71,8351092.18,631.6627351528047,627217.7975938941,627849.4603290468,35,Supplier corrective action plan and OTD recovery evidence
INT-00119,119,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0096,Health Product 96,WH-LYON,SUP-002,Health,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,40.71308184616262,30.0,10.713081846162623,33.493249324932506,14.014930904855191,47.176025970653974,96.02684642340184,26.613158193947985,0.957920792079208,0.042079207920792,6447.759999999999,4274718.4,755.8475164356437,284409.39253445057,285165.24005088623,35,Supplier corrective action plan and OTD recovery evidence
INT-00120,120,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0049,Beverages Product 49,WH-PORTO,SUP-001,Beverages,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,40.639411016703725,30.0,10.639411016703725,35.51887239560046,36.78955978349491,36.13967168262654,95.15844504508884,1.1396716826265385,0.9226504515782884,0.0773495484217115,3823.3,885949.5,475.2975669053473,2524.2288934678513,2999.5264603731985,35,Supplier corrective action plan and OTD recovery evidence
INT-00121,121,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0085,Frozen Product 85,WH-LYON,SUP-003,Frozen,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,40.55885631198811,30.0,10.558856311988109,36.81058080364978,28.227862473292532,37.19190584700584,98.25809170536029,6.355104296072317,0.9491138796280048,0.050886120371995,12220.6,5042558.58,1574.4658431917887,80114.96423738581,81689.4300805776,35,Supplier corrective action plan and OTD recovery evidence
INT-00122,122,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0073,Beverages Product 73,WH-LIS,SUP-001,Beverages,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Balanced Baseline,40.54947137615326,30.0,10.549471376153257,43.45521388299643,62.2770056494351,2.1607849483785135,95.15844504508888,4.823851475238096,0.8894469887231005,0.1105530112768996,54598.4,5005133.35,8304.048023842872,60360.04973540224,68664.09775924511,35,Supplier corrective action plan and OTD recovery evidence
INT-00123,123,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0028,Household Product 28,WH-MAD,SUP-008,Household,Spain Central,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,40.455788178611535,30.0,10.455788178611535,62.53991015397012,74.50540139659755,0.0,56.59388396504527,0.0,0.8638963019443385,0.1361036980556614,60957.75,2018725.2,13343.022728658601,0.0,13343.022728658601,35,Periodic risk monitoring evidence
INT-00124,124,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0029,Frozen Product 29,WH-PORTO,SUP-002,Frozen,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Balanced Baseline,40.45452007195234,30.0,10.454520071952338,48.89767799712282,42.84209959149511,12.782800028996771,96.02684642340184,6.154628627217237,0.9306694570851484,0.0693305429148516,69658.05,9697192.4,11921.409145826185,149206.54487168358,161127.95401750976,35,Supplier corrective action plan and OTD recovery evidence
INT-00125,125,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0038,Dairy Product 38,WH-LIS,SUP-001,Dairy,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,40.354051966886075,30.0,10.354051966886075,54.56107913005435,51.98392081884935,2.2735166767954,95.15844504508888,0.3709656134361114,0.9113390883689896,0.0886609116310104,39756.2,3203573.3,7591.994109385933,2971.038836055119,10563.032945441053,35,Supplier corrective action plan and OTD recovery evidence
INT-00126,126,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0001,Beverages Product 1,WH-PORTO,SUP-007,Beverages,Portugal North,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,40.32982235241464,30.0,10.329822352414638,67.42003264828915,68.32219917279785,0.0,56.988316867560705,0.0,0.8841418916775073,0.1158581083224926,69013.34999999999,1415316.1,16285.08808558732,0.0,16285.08808558732,35,Periodic risk monitoring evidence
INT-00127,127,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0007,Pet Care Product 7,WH-LIS,SUP-005,Pet Care,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,40.24975422484659,30.0,10.24975422484659,58.91411759849524,62.0606254949932,6.025355139088229,62.22816255992259,7.531693923860286,0.9163409011176264,0.0836590988823735,281569.09,12623295.42,58059.38068126452,237686.99353476844,295746.374216033,35,Periodic risk monitoring evidence
INT-00128,128,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0086,Dairy Product 86,WH-PORTO,SUP-004,Dairy,Portugal North,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,40.19015563333017,30.0,10.190155633330171,66.12335393217097,67.65512958659518,0.0,58.97763862848871,0.0,0.8736114176414331,0.1263885823585669,15444.82,704723.12,3574.421547475355,0.0,3574.421547475355,35,Periodic risk monitoring evidence
INT-00129,129,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0118,Dairy Product 118,WH-LIS,SUP-001,Dairy,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,40.01231823358451,30.0,10.012318233584509,29.498724760892664,12.781942068683332,54.25779480164158,95.15844504508888,23.992280562119134,0.9687566418703508,0.0312433581296493,1593.48,1856588.8,164.51969776195534,111359.49844522022,111524.01814298217,35,Supplier corrective action plan and OTD recovery evidence
INT-00130,130,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0100,Household Product 100,WH-LYON,SUP-002,Household,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,39.69580440454564,30.0,9.69580440454564,18.189273182957397,17.75327355822712,53.33722069928117,96.02684642340184,38.345050808811074,0.9463659147869674,0.0536340852130325,10586.58,5962067.13,673.9676849263159,571539.417563481,572213.3852484074,35,Supplier corrective action plan and OTD recovery evidence
INT-00131,131,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0095,Pet Care Product 95,WH-PORTO,SUP-003,Pet Care,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,39.534035565251415,30.0,9.534035565251415,1.2242300439974858,0.0,86.16086899029908,98.2580917053603,56.68939614957637,0.9908862350722816,0.0091137649277184,1990.56,13039491.0,8.529161747328722,1848002.1772195892,1848010.7063813366,35,Supplier corrective action plan and OTD recovery evidence
INT-00132,132,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0061,Frozen Product 61,WH-LYON,SUP-002,Frozen,France South-East,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,39.341809120636725,30.0,9.341809120636725,34.7415139681586,17.20297884576152,35.5520019132334,96.02684642340186,24.078884371394995,0.9550916191048364,0.0449083808951637,9095.58,3405399.57,1105.979768664764,204995.5562110706,206101.53597973534,35,Supplier corrective action plan and OTD recovery evidence
INT-00133,133,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0061,Frozen Product 61,WH-MAD,SUP-002,Frozen,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,39.16489980714897,30.0,9.16489980714897,39.2177341597796,25.490196078431374,26.587643764627146,96.02684642340184,17.139075287801084,0.943526170798898,0.0564738292011019,14966.64,3503873.97,2054.3519807479333,150132.8994269912,152187.25140773915,35,Supplier corrective action plan and OTD recovery evidence
INT-00134,134,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0087,Pet Care Product 87,WH-MAD,SUP-003,Pet Care,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,38.99251552896454,30.0,8.992515528964539,27.569606099986657,39.64411787531269,32.426530126472265,98.25809170536029,3.1561262198363877,0.9219883458199548,0.0780116541800451,19693.12,4506108.24,1900.2604644791925,35554.615914212,37454.876378691195,35,Supplier corrective action plan and OTD recovery evidence
INT-00135,135,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0100,Household Product 100,WH-PORTO,SUP-002,Household,Portugal North,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,38.98694666751032,30.0,8.986946667510317,19.358631256384065,21.014841074325545,51.88617141441658,96.02684642340184,27.516328370744276,0.9433094994892748,0.0566905005107252,10982.34,5680773.96,744.1107463728295,390785.10420833324,391529.2149547061,35,Supplier corrective action plan and OTD recovery evidence
INT-00136,136,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0096,Health Product 96,WH-LIS,SUP-002,Health,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,38.82249616898102,30.0,8.822496168981019,40.10330711189597,19.566642313896622,36.500276258073086,96.02684642340184,5.490567309906363,0.940760956814898,0.0592390431851019,12723.12,4273166.24,1785.8371607352706,58655.267167848724,60441.10432858399,35,Supplier corrective action plan and OTD recovery evidence
INT-00137,137,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0115,Personal Care Product 115,WH-LIS,SUP-002,Personal Care,Portugal South,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,38.61005515287268,30.0,8.610055152872683,41.59662105996456,60.28441213971314,0.0,96.02684642340184,0.0,0.8899441699287686,0.1100558300712314,29377.949999999997,2079503.4,4277.08208784005,0.0,4277.08208784005,35,Supplier corrective action plan and OTD recovery evidence
INT-00138,138,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0086,Dairy Product 86,WH-MAD,SUP-004,Dairy,Spain Central,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,38.53941024417571,30.0,8.539410244175713,62.188343199339215,64.44448043534595,0.0,58.97763862848871,0.0,0.8835352422907489,0.1164647577092511,15211.08,668199.02,3310.8315221541166,0.0,3310.8315221541166,35,Periodic risk monitoring evidence
INT-00139,139,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0095,Pet Care Product 95,WH-MAD,SUP-003,Pet Care,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Service Protect,38.351303010817055,30.0,8.351303010817055,7.88182165605096,9.138424333253855,69.49868801639035,98.25809170536029,41.037461749128646,0.9729936305732484,0.0270063694267515,7275.84,11747009.92,200.71405647286633,1205168.6756465868,1205369.3897030596,35,Supplier corrective action plan and OTD recovery evidence
INT-00140,140,2026-04-02,2026-05-07,Monitor,Procurement,Supplier Stabilization,SKU-0036,Household Product 36,WH-MAD,SUP-001,Household,Spain Central,Medium,Supplier Risk,investigate supplier reliability and qualify backup source,Balanced Baseline,38.10428391953331,30.0,8.104283919533309,37.08836104908125,36.898445748612616,18.99225258339809,95.15844504508888,9.299481255923403,0.9347573855353584,0.0652426144646416,146492.4,17709029.31,19016.070577512502,411711.96532235784,430728.03589987033,35,Supplier corrective action plan and OTD recovery evidence
INT-00141,141,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0093,Frozen Product 93,WH-MAD,SUP-005,Frozen,Spain Central,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,38.026708280464085,30.0,8.026708280464085,59.54565028046661,62.63293728892947,0.0,62.22816255992259,0.0,0.8944319279047312,0.1055680720952687,31055.04,2211582.36,6472.1739295006555,0.0,6472.1739295006555,35,Periodic risk monitoring evidence
INT-00142,142,2026-04-02,2026-05-07,Monitor,Operations Intelligence,Monitor,SKU-0090,Snacks Product 90,WH-LYON,SUP-004,Snacks,France South-East,Medium,Stockout Risk,expedite replenishment and rebalance stock across warehouses,Service Protect,37.73764817824988,30.0,7.737648178249877,51.51477321904245,72.44400193237041,0.0,58.97763862848871,0.0,0.8660039204704565,0.1339960795295435,38222.58,1545187.84,6891.596391913477,0.0,6891.596391913477,35,Periodic risk monitoring evidence
