product_id,warehouse_id,category,abc_class,service_level,stockout_day_rate,excess_inventory_rate,avg_days_of_supply,risk_score,risk_tier,lost_margin_value,excess_inventory_value,estimated_margin_recovery_12m,estimated_wc_release_12m,recommended_action
SKU-031,WH-LIS,Beverages,B,0.9928263077704419,0.008207934336525308,0.017783857729138167,18.002448700410397,8.22,Low,291.5399999999999,0.0,160.35,0.0,Monitor: maintain policy and track variability
SKU-029,WH-LIS,Frozen,B,0.981967731730465,0.02188782489740082,0.0,10.195800273597811,8.12,Low,7064.01,0.0,3885.21,0.0,Monitor: maintain policy and track variability
SKU-048,WH-LIS,Dairy,C,0.99757231046681,0.005471956224350205,0.0,20.079603283173736,7.92,Low,87.49999999999997,0.0,48.12,0.0,Monitor: maintain policy and track variability
SKU-005,WH-MAD,Frozen,A,0.992127417519909,0.012311901504787962,0.009575923392612859,13.198700410396716,7.45,Low,1214.46,0.0,667.95,0.0,Monitor: maintain policy and track variability
SKU-049,WH-MAD,Beverages,C,0.9973710819009101,0.0027359781121751026,0.0,24.04984952120383,7.41,Low,360.62,0.0,198.34,0.0,Monitor: maintain policy and track variability
SKU-025,WH-LIS,Beverages,B,0.9978398487894152,0.004103967168262654,0.0,14.563967168262653,7.31,Low,995.04,0.0,547.27,0.0,Monitor: maintain policy and track variability
SKU-042,WH-MAD,Dairy,B,0.9893643131800703,0.015047879616963064,0.0,11.03421340629275,7.25,Low,1671.7999999999995,0.0,919.49,0.0,Monitor: maintain policy and track variability
SKU-016,WH-PORTO,Personal Care,A,0.9897727026499967,0.015047879616963064,0.0,7.038358413132695,7.19,Low,25275.600000000002,0.0,13901.58,0.0,Monitor: maintain policy and track variability
SKU-006,WH-LIS,Dairy,A,0.9976886820955949,0.0027359781121751026,0.038303693570451436,10.590396716826266,7.0,Low,5763.51,0.0,3169.93,0.0,Monitor: maintain policy and track variability
SKU-007,WH-LIS,Beverages,A,0.9935590505563413,0.01094391244870041,0.0013679890560875513,7.587017783857728,6.92,Low,1954.2600000000002,0.0,1074.84,0.0,Monitor: maintain policy and track variability
SKU-027,WH-LIS,Household,B,0.998911860718172,0.0027359781121751026,0.0027359781121751026,11.988440492476059,6.82,Low,459.35999999999996,0.0,252.65,0.0,Monitor: maintain policy and track variability
SKU-048,WH-MAD,Dairy,C,0.9988330341113106,0.0027359781121751026,0.0,21.175554035567714,6.65,Low,32.499999999999986,0.0,17.87,0.0,Monitor: maintain policy and track variability
SKU-010,WH-PORTO,Personal Care,A,1.0,0.0,0.0560875512995896,14.774500683994528,6.62,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-014,WH-PORTO,Snacks,A,0.9957563730728133,0.006839945280437756,0.05198358413132695,12.654569083447333,6.56,Low,3855.86,0.0,2120.72,0.0,Monitor: maintain policy and track variability
SKU-043,WH-PORTO,Beverages,B,0.9968132106902295,0.0027359781121751026,0.0,14.894295485636114,6.51,Low,1243.8799999999999,0.0,684.13,0.0,Monitor: maintain policy and track variability
SKU-034,WH-PORTO,Personal Care,B,0.9956583629893239,0.005471956224350205,0.0,14.902612859097127,6.49,Low,1867.21,0.0,1026.97,0.0,Monitor: maintain policy and track variability
SKU-044,WH-PORTO,Snacks,B,1.0,0.0,0.06976744186046512,16.548481532147743,6.41,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-049,WH-PORTO,Beverages,C,0.9987020211385129,0.0027359781121751026,0.0,23.20664842681259,6.16,Low,194.18,0.0,106.8,0.0,Monitor: maintain policy and track variability
SKU-028,WH-PORTO,Personal Care,B,1.0,0.0,0.006839945280437756,19.33658002735978,6.1,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-013,WH-LIS,Beverages,A,0.9957990213629312,0.006839945280437756,0.012311901504787962,9.832872777017784,5.92,Low,4625.279999999999,0.0,2543.9,0.0,Monitor: maintain policy and track variability
SKU-011,WH-PORTO,Frozen,A,0.9940657914822164,0.01094391244870041,0.0,7.636976744186047,5.46,Low,5756.610000000001,0.0,3166.14,0.0,Monitor: maintain policy and track variability
SKU-012,WH-LIS,Dairy,A,1.0,0.0,0.025991792065663474,10.687551299589604,5.24,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-042,WH-LIS,Dairy,B,1.0,0.0,0.023255813953488372,19.558207934336526,5.14,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-019,WH-LIS,Beverages,A,0.9934938643204445,0.009575923392612859,0.0013679890560875513,10.612694938440493,5.03,Low,1345.99,0.0,740.29,0.0,Monitor: maintain policy and track variability
SKU-049,WH-LIS,Beverages,C,0.9992231199502797,0.0013679890560875513,0.0,23.308030095759232,5.02,Low,138.70000000000002,0.0,76.29,0.0,Monitor: maintain policy and track variability
SKU-028,WH-MAD,Personal Care,B,1.0,0.0,0.0013679890560875513,18.90093023255814,4.91,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-019,WH-MAD,Beverages,A,1.0,0.0,0.036935704514363885,13.086019151846784,4.49,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-032,WH-PORTO,Snacks,B,1.0,0.0,0.0027359781121751026,14.774555403556773,4.47,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-017,WH-PORTO,Frozen,A,1.0,0.0,0.0027359781121751026,10.188864569083448,4.46,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-032,WH-MAD,Snacks,B,0.9996528447444551,0.0013679890560875513,0.0,14.964268125854993,4.39,Low,23.85,0.0,13.12,0.0,Monitor: maintain policy and track variability
SKU-018,WH-LIS,Dairy,A,1.0,0.0,0.016415868673050615,13.37,3.96,Low,0.0,0.0,0.0,0.0,Monitor: maintain policy and track variability
SKU-019,WH-PORTO,Beverages,A,0.9993752376813169,0.0027359781121751026,0.0,11.4328317373461,2.35,Low,110.17,0.0,60.59,0.0,Monitor: maintain policy and track variability
